PUBLISHER,BRAND_NAME,CPA,CPO,BRAND_IMPRESSIONS,CONV_COUNT,TOTAL_AD_SPEND,RPM,CVR,Cost_Per_Conversion,Brand_Score,Rank
Beyond Polish,Buffbunny Collection,,,231,4,24.0,103.9,0.017316,6.0,0.021855749077019655,19.0
Beyond Polish,Newton Baby,,,134,0,0.0,0.0,0.0,3.0,0.003594037600144698,20.0
Beyond Polish,Laura Geller,,,14844,11,165.0,11.12,0.000741,15.0,0.0,21.0
Beyond Polish,ARMRA Colostrum™,,,139,0,0.0,0.0,0.0,50.0,0.0,22.0
Beyond Polish,M.M.LaFleur,,,1019,1,50.0,49.07,0.000981,50.0,0.0,23.0
Beyond Polish,Licorice,,,119,0,0.0,0.0,0.0,27.78,0.0,24.0
Beyond Polish,BlendJet,,,2683,2,15.0,5.59,0.000745,7.5,0.0,25.0
Beyond Polish,NOMAD Grills,,,5346,0,0.0,0.0,0.0,150.0,0.0,26.0
Beyond Polish,Dr. Squatch,25.0,0.0,456,0,0.0,0.0,0.0,8.93,0.0,27.0
Manduka,Lunya,150.0,75.0,4453,1,75.0,16.84,0.000225,75.0,1.0,1.0
Manduka,Tula Skincare,,,519,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
Manduka,Caraway,,,748,0,0.0,0.0,0.0,52.72,0.9342348572705317,3.0
Manduka,Kopari,,,103,1,30.0,291.26,0.009709,30.0,0.7869495366479055,4.0
Manduka,Caden Lane,,,987,1,20.0,20.26,0.001013,20.0,0.6987094234431689,5.0
Manduka,Dagne Dover,,,1644,4,100.0,60.83,0.002433,25.0,0.6813158986689933,6.0
Manduka,Morphe,,,123,0,0.0,0.0,0.0,38.24,0.6606326272223345,7.0
Manduka,For Days,30.0,15.0,758,3,60.0,79.16,0.003958,20.0,0.6080413665428933,8.0
Manduka,Sol de Janeiro,20.0,10.0,962,8,110.0,114.35,0.008316,13.75,0.5315090063730863,9.0
Manduka,Monica & Andy Inc.,,,193,0,0.0,0.0,0.0,21.45,0.4449031269616658,10.0
Manduka,Little Words Project,,,292,2,20.0,68.49,0.006849,10.0,0.3836385108895722,11.0
Manduka,Liquid I.V.,,,4957,1,35.0,7.06,0.000202,35.0,0.32183978976263183,12.0
Manduka,SolaWave,,,197,1,10.0,50.76,0.005076,10.0,0.23671706263498926,13.0
Manduka,Carve Designs,,,815,0,0.0,0.0,0.0,26.36,0.21442509229803483,14.0
Manduka,jane iredale,20.0,5.0,125,1,5.0,40.0,0.008,5.0,0.10589749864345828,15.0
Manduka,Newton Baby,,,234,0,0.0,0.0,0.0,3.0,0.003594037600144698,16.0
Manduka,Moonglow,,,3165,0,0.0,0.0,0.0,22.841173952230736,0.0,17.0
Manduka,Glamnetic,,,373,1,10.0,26.81,0.002681,10.0,0.0,18.0
Manduka,M.M.LaFleur,,,1523,1,50.0,32.83,0.000657,50.0,0.0,19.0
Manduka,Laura Geller,,,5171,2,30.0,5.8,0.000387,15.0,0.0,20.0
Manduka,True Classic,45.0,0.0,6677,4,180.0,26.96,0.000599,45.0,0.0,21.0
Manduka,Character Home,150.0,50.0,290,0,0.0,0.0,0.0,126.67,0.0,22.0
Manduka,Tini Lux,,,4113,0,0.0,0.0,0.0,10.0,0.0,23.0
Manduka,MANSCAPED,,,2623,0,0.0,0.0,0.0,0.01,0.0,24.0
Manduka,ARMRA Colostrum™,,,150,1,50.0,333.33,0.006667,50.0,0.0,25.0
Manduka,Yana Sleep,,,3572,0,0.0,0.0,0.0,22.841173952230736,0.0,26.0
Manduka,BlendJet,,,716,1,5.0,6.98,0.001397,5.0,0.0,27.0
Manduka,Hedley & Bennett,,,652,1,24.97,38.3,0.001534,24.97,0.0,28.0
Manduka,Dr. Squatch,25.0,0.0,1945,0,0.0,0.0,0.0,8.93,0.0,29.0
Little Words Project,Lunya,150.0,75.0,118,0,0.0,0.0,0.0,99.56,1.0,1.0
Little Words Project,Tula Skincare,,,3340,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
Little Words Project,Divi,,,1221,1,50.0,40.95,0.000819,50.0,0.9555969315558205,3.0
Little Words Project,Caraway,,,185,0,0.0,0.0,0.0,52.72,0.9342348572705317,4.0
Little Words Project,Dreamland Baby,,,209,0,0.0,0.0,0.0,40.0,0.9139005628318209,5.0
Little Words Project,Blueland,33.0,0.0,136,0,0.0,0.0,0.0,33.0,0.829948185425954,6.0
Little Words Project,Kopari,,,113,0,0.0,0.0,0.0,31.71,0.7869495366479055,7.0
Little Words Project,Posh Peanut,35.0,0.0,219,0,0.0,0.0,0.0,27.5,0.7663449978188939,8.0
Little Words Project,Vegamour,50.0,0.0,1186,0,0.0,0.0,0.0,25.6,0.723829384289651,9.0
Little Words Project,Caden Lane,,,11403,75,1644.0,144.17,0.006577,21.92,0.6987094234431689,10.0
Little Words Project,Morphe,,,241,0,0.0,0.0,0.0,38.24,0.6606326272223345,11.0
Little Words Project,For Days,30.0,15.0,168,0,0.0,0.0,0.0,18.63,0.6080413665428933,12.0
Little Words Project,Lalo,,,152,2,20.0,131.58,0.013158,10.0,0.5734288054985158,13.0
Little Words Project,HATCH,40.0,10.0,237,1,10.0,42.19,0.004219,10.0,0.5511730096075073,14.0
Little Words Project,Sol de Janeiro,20.0,10.0,6730,13,190.0,28.23,0.001932,14.62,0.5315090063730863,15.0
Little Words Project,Snuggle Me Organic,,,1201,1,10.0,8.33,0.000833,10.0,0.49174903446147955,16.0
Little Words Project,Monica & Andy Inc.,,,468,3,65.0,138.89,0.00641,21.67,0.4449031269616658,17.0
Little Words Project,Liquid I.V.,,,5956,1,35.0,5.88,0.000168,35.0,0.32183978976263183,18.0
Little Words Project,SolaWave,,,185,0,0.0,0.0,0.0,28.75,0.23671706263498926,19.0
Little Words Project,Carve Designs,,,144,0,0.0,0.0,0.0,26.36,0.21442509229803483,20.0
Little Words Project,Dollar Shave Club,30.0,0.0,141,0,0.0,0.0,0.0,9.24,0.06667588760386854,21.0
Little Words Project,Newton Baby,,,723,0,0.0,0.0,0.0,3.0,0.003594037600144698,22.0
Little Words Project,Character Home,150.0,50.0,766,0,0.0,0.0,0.0,126.67,0.0,23.0
Little Words Project,NOMAD Grills,,,517,0,0.0,0.0,0.0,150.0,0.0,24.0
Little Words Project,BlendJet,,,1221,1,10.0,8.19,0.000819,10.0,0.0,25.0
Little Words Project,True Classic,45.0,0.0,162,0,0.0,0.0,0.0,44.79,0.0,26.0
Little Words Project,Laura Geller,,,8728,8,120.0,13.75,0.000917,15.0,0.0,27.0
Little Words Project,MANSCAPED,,,348,0,0.0,0.0,0.0,0.01,0.0,28.0
Little Words Project,ARMRA Colostrum™,,,122,0,0.0,0.0,0.0,50.0,0.0,29.0
Little Words Project,Gibsonlook,,,150,0,0.0,0.0,0.0,21.33,0.0,30.0
Little Words Project,Glamnetic,,,413,3,50.0,121.07,0.007264,16.67,0.0,31.0
Blueland,Lunya,150.0,75.0,3043,1,75.0,24.65,0.000329,75.0,1.0,1.0
Blueland,Tula Skincare,,,418,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
Blueland,Caraway,,,1380,1,70.0,50.72,0.000725,70.0,0.9342348572705317,3.0
Blueland,Vegamour,50.0,0.0,1406,8,175.0,124.47,0.00569,21.88,0.723829384289651,4.0
Blueland,Caden Lane,,,1309,5,136.0,103.9,0.00382,27.2,0.6987094234431689,5.0
Blueland,Dagne Dover,,,510,3,80.0,156.86,0.005882,26.67,0.6813158986689933,6.0
Blueland,Morphe,,,142,0,0.0,0.0,0.0,38.24,0.6606326272223345,7.0
Blueland,Gathre,,,119,0,0.0,0.0,0.0,20.0,0.6383108661651895,8.0
Blueland,For Days,30.0,15.0,3458,16,315.0,91.09,0.004627,19.69,0.6080413665428933,9.0
Blueland,Bodily,,,105,0,0.0,0.0,0.0,21.63,0.5926991456447032,10.0
Blueland,Lalo,,,168,0,0.0,0.0,0.0,16.3,0.5734288054985158,11.0
Blueland,HATCH,40.0,10.0,139,2,50.0,359.71,0.014388,25.0,0.5511730096075073,12.0
Blueland,Snuggle Me Organic,,,219,0,0.0,0.0,0.0,17.11,0.49174903446147955,13.0
Blueland,Monica & Andy Inc.,,,264,0,0.0,0.0,0.0,21.45,0.4449031269616658,14.0
Blueland,Little Words Project,,,103,0,0.0,0.0,0.0,10.84,0.3836385108895722,15.0
Blueland,Liquid I.V.,,,2466,0,0.0,0.0,0.0,41.9,0.32183978976263183,16.0
Blueland,SolaWave,,,203,1,50.0,246.31,0.004926,50.0,0.23671706263498926,17.0
Blueland,Carve Designs,,,328,1,10.0,30.49,0.003049,10.0,0.21442509229803483,18.0
Blueland,woolino,,,131,0,0.0,0.0,0.0,8.11,0.1731628169253849,19.0
Blueland,Newton Baby,,,172,0,0.0,0.0,0.0,3.0,0.003594037600144698,20.0
Blueland,MANSCAPED,,,2561,1,0.01,0.0,0.00039,0.01,0.0,21.0
Blueland,Glamnetic,,,497,2,60.0,120.72,0.004024,30.0,0.0,22.0
Blueland,ARMRA Colostrum™,,,140,0,0.0,0.0,0.0,50.0,0.0,23.0
Blueland,M.M.LaFleur,,,1905,0,0.0,0.0,0.0,75.96,0.0,24.0
Blueland,True Classic,45.0,0.0,6100,2,90.0,14.75,0.000328,45.0,0.0,25.0
Blueland,SeaVees,10.0,10.0,141,0,0.0,0.0,0.0,10.0,0.0,26.0
Blueland,Dr. Squatch,25.0,0.0,1724,3,3.0,1.74,0.00174,1.0,0.0,27.0
Blueland,BlendJet,,,1050,0,0.0,0.0,0.0,7.25,0.0,28.0
Blueland,Laura Geller,,,6896,6,90.0,13.05,0.00087,15.0,0.0,29.0
Blueland,Hedley & Bennett,,,183,1,24.97,136.45,0.005464,24.97,0.0,30.0
Blueland,NOMAD Grills,,,8131,0,0.0,0.0,0.0,150.0,0.0,31.0
ARMRA Colostrum™,Lunya,150.0,75.0,2208,3,375.0,169.84,0.001359,125.0,1.0,1.0
ARMRA Colostrum™,Tula Skincare,,,1192,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
ARMRA Colostrum™,Divi,,,622,1,50.0,80.39,0.001608,50.0,0.9555969315558205,3.0
ARMRA Colostrum™,Blueland,33.0,0.0,217,2,66.0,304.15,0.009217,33.0,0.829948185425954,4.0
ARMRA Colostrum™,Caden Lane,,,2436,9,216.0,88.67,0.003695,24.0,0.6987094234431689,5.0
ARMRA Colostrum™,Dagne Dover,,,591,3,90.0,152.28,0.005076,30.0,0.6813158986689933,6.0
ARMRA Colostrum™,Morphe,,,172,1,45.0,261.63,0.005814,45.0,0.6606326272223345,7.0
ARMRA Colostrum™,For Days,30.0,15.0,148,1,30.0,202.7,0.006757,30.0,0.6080413665428933,8.0
ARMRA Colostrum™,HATCH,40.0,10.0,165,0,0.0,0.0,0.0,18.46,0.5511730096075073,9.0
ARMRA Colostrum™,Sol de Janeiro,20.0,10.0,2603,10,120.0,46.1,0.003842,12.0,0.5315090063730863,10.0
ARMRA Colostrum™,Snuggle Me Organic,,,277,0,0.0,0.0,0.0,17.11,0.49174903446147955,11.0
ARMRA Colostrum™,Monica & Andy Inc.,,,141,1,45.0,319.15,0.007092,45.0,0.4449031269616658,12.0
ARMRA Colostrum™,Little Words Project,,,189,3,30.0,158.73,0.015873,10.0,0.3836385108895722,13.0
ARMRA Colostrum™,"Dermaclara, LLC",,,247,2,25.0,101.21,0.008097,12.5,0.2581323346349041,14.0
ARMRA Colostrum™,SolaWave,,,511,4,120.0,234.83,0.007828,30.0,0.23671706263498926,15.0
ARMRA Colostrum™,Carve Designs,,,156,1,10.0,64.1,0.00641,10.0,0.21442509229803483,16.0
ARMRA Colostrum™,jane iredale,20.0,5.0,113,2,10.0,88.5,0.017699,5.0,0.10589749864345828,17.0
ARMRA Colostrum™,Buffbunny Collection,,,153,8,48.0,313.73,0.052288,6.0,0.021855749077019655,18.0
ARMRA Colostrum™,Newton Baby,,,117,2,6.0,51.28,0.017094,3.0,0.003594037600144698,19.0
ARMRA Colostrum™,True Classic,45.0,0.0,5551,7,315.0,56.75,0.001261,45.0,0.0,20.0
ARMRA Colostrum™,Dr. Squatch,25.0,0.0,1025,3,75.0,73.17,0.002927,25.0,0.0,21.0
ARMRA Colostrum™,NOMAD Grills,,,7920,0,0.0,0.0,0.0,150.0,0.0,22.0
ARMRA Colostrum™,M.M.LaFleur,,,602,1,150.0,249.17,0.001661,150.0,0.0,23.0
ARMRA Colostrum™,BlendJet,,,1127,2,15.0,13.31,0.001775,7.5,0.0,24.0
ARMRA Colostrum™,MANSCAPED,,,4075,3,0.03,0.01,0.000736,0.01,0.0,25.0
ARMRA Colostrum™,Glamnetic,,,245,5,70.0,285.71,0.020408,14.0,0.0,26.0
ARMRA Colostrum™,Laura Geller,,,9907,27,405.0,40.88,0.002725,15.0,0.0,27.0
Tula Skincare,Lunya,150.0,75.0,1456,0,0.0,0.0,0.0,99.56,1.0,1.0
Tula Skincare,Divi,,,3270,6,300.0,91.74,0.001835,50.0,0.9555969315558205,2.0
Tula Skincare,Caraway,,,322,1,40.0,124.22,0.003106,40.0,0.9342348572705317,3.0
Tula Skincare,Dreamland Baby,,,155,0,0.0,0.0,0.0,40.0,0.9139005628318209,4.0
Tula Skincare,Blueland,33.0,0.0,229,2,66.0,288.21,0.008734,33.0,0.829948185425954,5.0
Tula Skincare,Caden Lane,,,9229,35,832.0,90.15,0.003792,23.77,0.6987094234431689,6.0
Tula Skincare,Dagne Dover,,,870,5,120.0,137.93,0.005747,24.0,0.6813158986689933,7.0
Tula Skincare,For Days,30.0,15.0,126,1,15.0,119.05,0.007937,15.0,0.6080413665428933,8.0
Tula Skincare,Snuggle Me Organic,,,874,0,0.0,0.0,0.0,17.11,0.49174903446147955,9.0
Tula Skincare,Monica & Andy Inc.,,,225,5,155.0,688.89,0.022222,31.0,0.4449031269616658,10.0
Tula Skincare,Solly Baby,,,100,0,0.0,0.0,0.0,15.3,0.40566874847056567,11.0
Tula Skincare,Little Words Project,,,776,3,35.0,45.1,0.003866,11.67,0.3836385108895722,12.0
Tula Skincare,Dropps,25.0,0.0,165,1,5.0,30.3,0.006061,5.0,0.36330421645086136,13.0
Tula Skincare,Saranoni Luxury Blankets,,,112,0,0.0,0.0,0.0,11.3,0.33949930310993837,14.0
Tula Skincare,Liquid I.V.,,,9896,3,105.0,10.61,0.000303,35.0,0.32183978976263183,15.0
Tula Skincare,"Dermaclara, LLC",,,454,1,10.0,22.03,0.002203,10.0,0.2581323346349041,16.0
Tula Skincare,Carve Designs,,,161,1,10.0,62.11,0.006211,10.0,0.21442509229803483,17.0
Tula Skincare,Buffbunny Collection,,,1487,11,44.0,29.59,0.007397,4.0,0.021855749077019655,18.0
Tula Skincare,Newton Baby,,,356,0,0.0,0.0,0.0,3.0,0.003594037600144698,19.0
Tula Skincare,Glamnetic,,,512,4,50.0,97.66,0.007813,12.5,0.0,20.0
Tula Skincare,NOMAD Grills,,,987,0,0.0,0.0,0.0,150.0,0.0,21.0
Tula Skincare,Character Home,150.0,50.0,119,0,0.0,0.0,0.0,126.67,0.0,22.0
Tula Skincare,True Classic,45.0,0.0,173,0,0.0,0.0,0.0,44.79,0.0,23.0
Tula Skincare,M.M.LaFleur,,,629,0,0.0,0.0,0.0,75.96,0.0,24.0
Tula Skincare,Gibsonlook,,,165,1,18.0,109.09,0.006061,18.0,0.0,25.0
Tula Skincare,ARMRA Colostrum™,,,289,0,0.0,0.0,0.0,50.0,0.0,26.0
Tula Skincare,Laura Geller,,,11143,21,315.0,28.27,0.001885,15.0,0.0,27.0
Tula Skincare,BlendJet,,,1619,3,20.0,12.35,0.001853,6.67,0.0,28.0
Amberjack,Blueland,33.0,0.0,489,0,0.0,0.0,0.0,33.0,0.829948185425954,1.0
Amberjack,Caden Lane,,,922,0,0.0,0.0,0.0,24.17,0.6987094234431689,2.0
Amberjack,Dagne Dover,,,718,0,0.0,0.0,0.0,25.65,0.6813158986689933,3.0
Amberjack,Snuggle Me Organic,,,128,0,0.0,0.0,0.0,17.11,0.49174903446147955,4.0
Amberjack,Dropps,25.0,0.0,150,0,0.0,0.0,0.0,7.56,0.36330421645086136,5.0
Amberjack,Volcom,15.0,8.0,310,0,0.0,0.0,0.0,10.33,0.1942184723744268,6.0
Amberjack,Dollar Shave Club,30.0,0.0,1390,0,0.0,0.0,0.0,9.24,0.06667588760386854,7.0
Amberjack,Bad Birdie,,,986,0,0.0,0.0,0.0,25.0,0.04833969932651694,8.0
Amberjack,Newton Baby,,,242,0,0.0,0.0,0.0,3.0,0.003594037600144698,9.0
Amberjack,NOMAD Grills,,,2480,0,0.0,0.0,0.0,150.0,0.0,10.0
Amberjack,ARMRA Colostrum™,,,393,1,50.0,127.23,0.002545,50.0,0.0,11.0
Amberjack,Character Home,150.0,50.0,1193,0,0.0,0.0,0.0,126.67,0.0,12.0
Amberjack,True Classic,45.0,0.0,7257,10,450.0,62.01,0.001378,45.0,0.0,13.0
Amberjack,Dr. Squatch,25.0,0.0,3105,5,77.0,24.8,0.00161,15.4,0.0,14.0
Amberjack,Canopy,,,192,0,0.0,0.0,0.0,15.0,0.0,15.0
Amberjack,MANSCAPED,,,5375,2,0.02,0.0,0.000372,0.01,0.0,16.0
Amberjack,Licorice,,,697,0,0.0,0.0,0.0,27.78,0.0,17.0
Amberjack,BlendJet,,,1550,1,5.0,3.23,0.000645,5.0,0.0,18.0
Vegamour,Lunya,150.0,75.0,3699,4,525.0,141.93,0.001081,131.25,1.0,1.0
Vegamour,Caraway,,,821,4,160.0,194.88,0.004872,40.0,0.9342348572705317,2.0
Vegamour,Blueland,33.0,0.0,477,0,0.0,0.0,0.0,33.0,0.829948185425954,3.0
Vegamour,Kopari,,,4396,5,160.0,36.4,0.001137,32.0,0.7869495366479055,4.0
Vegamour,Caden Lane,,,1956,5,124.0,63.39,0.002556,24.8,0.6987094234431689,5.0
Vegamour,Dagne Dover,,,808,2,40.0,49.5,0.002475,20.0,0.6813158986689933,6.0
Vegamour,Morphe,,,1103,1,25.0,22.67,0.000907,25.0,0.6606326272223345,7.0
Vegamour,For Days,30.0,15.0,328,2,30.0,91.46,0.006098,15.0,0.6080413665428933,8.0
Vegamour,Snuggle Me Organic,,,237,0,0.0,0.0,0.0,17.11,0.49174903446147955,9.0
Vegamour,Little Words Project,,,264,2,30.0,113.64,0.007576,15.0,0.3836385108895722,10.0
Vegamour,Dropps,25.0,0.0,116,1,5.0,43.1,0.008621,5.0,0.36330421645086136,11.0
Vegamour,Carve Designs,,,292,3,80.0,273.97,0.010274,26.67,0.21442509229803483,12.0
Vegamour,jane iredale,20.0,5.0,108,5,25.0,231.48,0.046296,5.0,0.10589749864345828,13.0
Vegamour,True Botanicals,,,158,2,10.0,63.29,0.012658,5.0,0.08904233474129952,14.0
Vegamour,Buffbunny Collection,,,128,0,0.0,0.0,0.0,4.68,0.021855749077019655,15.0
Vegamour,Newton Baby,,,134,0,0.0,0.0,0.0,3.0,0.003594037600144698,16.0
Vegamour,M.M.LaFleur,,,2168,0,0.0,0.0,0.0,75.96,0.0,17.0
Vegamour,Laura Geller,,,12877,17,255.0,19.8,0.00132,15.0,0.0,18.0
Vegamour,Gibsonlook,,,146,1,18.0,123.29,0.006849,18.0,0.0,19.0
Vegamour,BlendJet,,,3477,2,15.0,4.31,0.000575,7.5,0.0,20.0
Vegamour,Character Home,150.0,50.0,259,0,0.0,0.0,0.0,126.67,0.0,21.0
Vegamour,True Classic,45.0,0.0,320,1,45.0,140.62,0.003125,45.0,0.0,22.0
Vegamour,Hedley & Bennett,,,118,0,0.0,0.0,0.0,29.72,0.0,23.0
Vegamour,NOMAD Grills,,,797,0,0.0,0.0,0.0,150.0,0.0,24.0
Vegamour,MANSCAPED,,,371,0,0.0,0.0,0.0,0.01,0.0,25.0
Solly Baby,Tula Skincare,,,2572,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
Solly Baby,Divi,,,1280,3,150.0,117.19,0.002344,50.0,0.9555969315558205,2.0
Solly Baby,Caraway,,,905,0,0.0,0.0,0.0,52.72,0.9342348572705317,3.0
Solly Baby,Once Upon a Farm,,,189,0,0.0,0.0,0.0,40.0,0.8935939312047154,4.0
Solly Baby,Willow Pumps,,,1724,2,80.0,46.4,0.00116,40.0,0.872785113151539,5.0
Solly Baby,Blueland,33.0,0.0,771,1,33.0,42.8,0.001297,33.0,0.829948185425954,6.0
Solly Baby,Kopari,,,214,0,0.0,0.0,0.0,31.71,0.7869495366479055,7.0
Solly Baby,Vegamour,50.0,0.0,2095,2,10.0,4.77,0.000955,5.0,0.723829384289651,8.0
Solly Baby,Dagne Dover,,,4109,16,460.0,111.95,0.003894,28.75,0.6813158986689933,9.0
Solly Baby,Morphe,,,509,0,0.0,0.0,0.0,38.24,0.6606326272223345,10.0
Solly Baby,Gathre,,,2099,6,120.0,57.17,0.002859,20.0,0.6383108661651895,11.0
Solly Baby,Lalo,,,3219,10,170.0,52.81,0.003107,17.0,0.5734288054985158,12.0
Solly Baby,HATCH,40.0,10.0,1487,8,110.0,73.97,0.00538,13.75,0.5511730096075073,13.0
Solly Baby,Sol de Janeiro,20.0,10.0,167,0,0.0,0.0,0.0,13.41,0.5315090063730863,14.0
Solly Baby,Coterie,,,2505,4,82.5,32.93,0.001597,20.62,0.5080466863143559,15.0
Solly Baby,Dropps,25.0,0.0,278,0,0.0,0.0,0.0,7.56,0.36330421645086136,16.0
Solly Baby,ByHeart,30.0,20.0,142,0,0.0,0.0,0.0,16.21,0.29678366617370117,17.0
Solly Baby,"Dermaclara, LLC",,,376,1,15.0,39.89,0.00266,15.0,0.2581323346349041,18.0
Solly Baby,SolaWave,,,182,0,0.0,0.0,0.0,28.75,0.23671706263498926,19.0
Solly Baby,jane iredale,20.0,5.0,116,1,5.0,43.1,0.008621,5.0,0.10589749864345828,20.0
Solly Baby,Newton Baby,,,4758,6,18.0,3.78,0.001261,3.0,0.003594037600144698,21.0
Solly Baby,Muslin Comfort,,,274,0,0.0,0.0,0.0,47.0,0.0,22.0
Solly Baby,Character Home,150.0,50.0,1343,0,0.0,0.0,0.0,126.67,0.0,23.0
Solly Baby,Serenity Kids,,,142,0,0.0,0.0,0.0,30.0,0.0,24.0
Solly Baby,Petunia Pickle Bottom,,,347,1,20.0,57.64,0.002882,20.0,0.0,25.0
Solly Baby,ezpz,,,492,0,0.0,0.0,0.0,10.0,0.0,26.0
Solly Baby,Canopy,,,232,0,0.0,0.0,0.0,15.0,0.0,27.0
Solly Baby,NOMAD Grills,,,463,0,0.0,0.0,0.0,150.0,0.0,28.0
Solly Baby,BlendJet,,,991,0,0.0,0.0,0.0,7.25,0.0,29.0
Solly Baby,Otteroo,,,543,0,0.0,0.0,0.0,3.75,0.0,30.0
Halfdays,Caraway,,,174,0,0.0,0.0,0.0,52.72,0.9342348572705317,1.0
Halfdays,Willow Pumps,,,266,0,0.0,0.0,0.0,40.0,0.872785113151539,2.0
Halfdays,Blueland,33.0,0.0,112,0,0.0,0.0,0.0,33.0,0.829948185425954,3.0
Halfdays,Kopari,,,692,1,30.0,43.35,0.001445,30.0,0.7869495366479055,4.0
Halfdays,Dagne Dover,,,6115,13,360.0,58.87,0.002126,27.69,0.6813158986689933,5.0
Halfdays,Bodily,,,145,0,0.0,0.0,0.0,21.63,0.5926991456447032,6.0
Halfdays,Monica & Andy Inc.,,,119,0,0.0,0.0,0.0,21.45,0.4449031269616658,7.0
Halfdays,Wolf & Shepherd,,,465,0,0.0,0.0,0.0,30.69,0.42639670599751034,8.0
Halfdays,Little Words Project,,,2102,2,25.0,11.89,0.000951,12.5,0.3836385108895722,9.0
Halfdays,Liquid I.V.,,,3321,1,35.0,10.54,0.000301,35.0,0.32183978976263183,10.0
Halfdays,jane iredale,20.0,5.0,177,0,0.0,0.0,0.0,5.79,0.10589749864345828,11.0
Halfdays,True Botanicals,,,360,2,10.0,27.78,0.005556,5.0,0.08904233474129952,12.0
Halfdays,Canopy,,,718,1,15.0,20.89,0.001393,15.0,0.0,13.0
Halfdays,MANSCAPED,,,208,0,0.0,0.0,0.0,0.01,0.0,14.0
Halfdays,True Classic,45.0,0.0,135,0,0.0,0.0,0.0,44.79,0.0,15.0
Halfdays,NOMAD Grills,,,659,0,0.0,0.0,0.0,150.0,0.0,16.0
Halfdays,Character Home,150.0,50.0,211,0,0.0,0.0,0.0,126.67,0.0,17.0
Halfdays,Laura Geller,,,2865,0,0.0,0.0,0.0,14.97,0.0,18.0
Volcom,Tula Skincare,,,201,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
Volcom,Vegamour,50.0,0.0,383,0,0.0,0.0,0.0,25.6,0.723829384289651,2.0
Volcom,Caden Lane,,,177,0,0.0,0.0,0.0,24.17,0.6987094234431689,3.0
Volcom,Morphe,,,178,0,0.0,0.0,0.0,38.24,0.6606326272223345,4.0
Volcom,Sol de Janeiro,20.0,10.0,1319,3,40.0,30.33,0.002274,13.33,0.5315090063730863,5.0
Volcom,Liquid I.V.,,,3602,0,0.0,0.0,0.0,41.9,0.32183978976263183,6.0
Volcom,Dollar Shave Club,30.0,0.0,336,1,5.0,14.88,0.002976,5.0,0.06667588760386854,7.0
Volcom,Glamnetic,,,113,1,10.0,88.5,0.00885,10.0,0.0,8.0
Volcom,BlendJet,,,695,1,10.0,14.39,0.001439,10.0,0.0,9.0
Volcom,MANSCAPED,,,6247,1,0.01,0.0,0.00016,0.01,0.0,10.0
Volcom,Character Home,150.0,50.0,2711,0,0.0,0.0,0.0,126.67,0.0,11.0
Volcom,Yana Sleep,,,187,0,0.0,0.0,0.0,22.841173952230736,0.0,12.0
Volcom,Tini Lux,,,204,0,0.0,0.0,0.0,10.0,0.0,13.0
Volcom,Laura Geller,,,3753,2,30.0,7.99,0.000533,15.0,0.0,14.0
Volcom,SeaVees,10.0,10.0,170,0,0.0,0.0,0.0,10.0,0.0,15.0
Volcom,NOMAD Grills,,,7272,0,0.0,0.0,0.0,150.0,0.0,16.0
Volcom,Moonglow,,,2225,0,0.0,0.0,0.0,22.841173952230736,0.0,17.0
Volcom,Dr. Squatch,25.0,0.0,5594,52,196.0,35.04,0.009296,3.77,0.0,18.0
Ancient Nutrition,Lunya,150.0,75.0,2242,0,0.0,0.0,0.0,99.56,1.0,1.0
Ancient Nutrition,Tula Skincare,,,969,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
Ancient Nutrition,Divi,,,206,0,0.0,0.0,0.0,50.0,0.9555969315558205,3.0
Ancient Nutrition,Caraway,,,268,1,70.0,261.19,0.003731,70.0,0.9342348572705317,4.0
Ancient Nutrition,Caden Lane,,,350,1,32.0,91.43,0.002857,32.0,0.6987094234431689,5.0
Ancient Nutrition,Morphe,,,106,0,0.0,0.0,0.0,38.24,0.6606326272223345,6.0
Ancient Nutrition,Sol de Janeiro,20.0,10.0,1466,5,70.0,47.75,0.003411,14.0,0.5315090063730863,7.0
Ancient Nutrition,SolaWave,,,132,1,10.0,75.76,0.007576,10.0,0.23671706263498926,8.0
Ancient Nutrition,jane iredale,20.0,5.0,251,1,5.0,19.92,0.003984,5.0,0.10589749864345828,9.0
Ancient Nutrition,Dollar Shave Club,30.0,0.0,362,0,0.0,0.0,0.0,9.24,0.06667588760386854,10.0
Ancient Nutrition,MANSCAPED,,,1757,1,0.01,0.01,0.000569,0.01,0.0,11.0
Ancient Nutrition,NOMAD Grills,,,4112,0,0.0,0.0,0.0,150.0,0.0,12.0
Ancient Nutrition,Dr. Squatch,25.0,0.0,2893,5,5.0,1.73,0.001728,1.0,0.0,13.0
Ancient Nutrition,Laura Geller,,,9750,14,210.0,21.54,0.001436,15.0,0.0,14.0
Ancient Nutrition,M.M.LaFleur,,,2044,0,0.0,0.0,0.0,75.96,0.0,15.0
