PUBLISHER,BRAND_NAME,CPA,CPO,BRAND_IMPRESSIONS,CONV_COUNT,TOTAL_AD_SPEND,RPM,CVR,Cost_Per_Conversion,Brand_Score,Rank
Branch,Laura Geller,,,538,0,0.0,0.0,0.0,14.97,0.0,9.0
Branch,MANSCAPED,,,1701,0,0.0,0.0,0.0,0.01,0.0,10.0
Branch,Dr. Squatch,25.0,0.0,266,0,0.0,0.0,0.0,8.93,0.0,11.0
Branch,Hedley & Bennett,,,135,1,24.97,184.96,0.007407,24.97,0.0,12.0
Branch,True Classic,45.0,0.0,1562,1,45.0,28.81,0.00064,45.0,0.0,13.0
Branch,M.M.LaFleur,,,114,0,0.0,0.0,0.0,75.96,0.0,14.0
Branch,NOMAD Grills,,,665,0,0.0,0.0,0.0,150.0,0.0,15.0
Oradina,For Days,30.0,15.0,109,0,0.0,0.0,0.0,18.63,0.6080413665428933,1.0
Oradina,Wolf & Shepherd,,,100,0,0.0,0.0,0.0,30.69,0.42639670599751034,2.0
Oradina,Laura Geller,,,2800,6,90.0,32.14,0.002143,15.0,0.0,3.0
Oradina,Glamnetic,,,629,0,0.0,0.0,0.0,15.52,0.0,4.0
Oradina,M.M.LaFleur,,,1751,1,50.0,28.56,0.000571,50.0,0.0,5.0
Giften Market,Lunya,150.0,75.0,676,0,0.0,0.0,0.0,99.56,1.0,1.0
Giften Market,Caraway,,,305,3,180.0,590.16,0.009836,60.0,0.9342348572705317,2.0
Giften Market,Blueland,33.0,0.0,246,0,0.0,0.0,0.0,33.0,0.829948185425954,3.0
Giften Market,Vegamour,50.0,0.0,502,2,55.0,109.56,0.003984,27.5,0.723829384289651,4.0
Giften Market,Dagne Dover,,,470,0,0.0,0.0,0.0,25.65,0.6813158986689933,5.0
Giften Market,Bodily,,,206,1,35.0,169.9,0.004854,35.0,0.5926991456447032,6.0
Giften Market,HATCH,40.0,10.0,199,0,0.0,0.0,0.0,18.46,0.5511730096075073,7.0
Giften Market,Little Words Project,,,191,0,0.0,0.0,0.0,10.84,0.3836385108895722,8.0
Giften Market,Liquid I.V.,,,511,0,0.0,0.0,0.0,41.9,0.32183978976263183,9.0
Giften Market,Dollar Shave Club,30.0,0.0,123,0,0.0,0.0,0.0,9.24,0.06667588760386854,10.0
Giften Market,Laura Geller,,,1152,0,0.0,0.0,0.0,14.97,0.0,11.0
Giften Market,NOMAD Grills,,,862,0,0.0,0.0,0.0,150.0,0.0,12.0
Giften Market,True Classic,45.0,0.0,113,0,0.0,0.0,0.0,44.79,0.0,13.0
Giften Market,Hedley & Bennett,,,116,0,0.0,0.0,0.0,29.72,0.0,14.0
Giften Market,Character Home,150.0,50.0,170,0,0.0,0.0,0.0,126.67,0.0,15.0
Giften Market,M.M.LaFleur,,,455,0,0.0,0.0,0.0,75.96,0.0,16.0
Giften Market,Glamnetic,,,129,1,30.0,232.56,0.007752,30.0,0.0,17.0
Giften Market,BlendJet,,,183,0,0.0,0.0,0.0,7.25,0.0,18.0
Molekule,Lunya,150.0,75.0,491,0,0.0,0.0,0.0,99.56,1.0,1.0
Molekule,Caraway,,,390,0,0.0,0.0,0.0,52.72,0.9342348572705317,2.0
Molekule,Blueland,33.0,0.0,153,0,0.0,0.0,0.0,33.0,0.829948185425954,3.0
Molekule,Vegamour,50.0,0.0,479,2,55.0,114.82,0.004175,27.5,0.723829384289651,4.0
Molekule,Caden Lane,,,189,9,192.0,1015.87,0.047619,21.33,0.6987094234431689,5.0
Molekule,Dagne Dover,,,175,0,0.0,0.0,0.0,25.65,0.6813158986689933,6.0
Molekule,Liquid I.V.,,,214,0,0.0,0.0,0.0,41.9,0.32183978976263183,7.0
Molekule,M.M.LaFleur,,,258,0,0.0,0.0,0.0,75.96,0.0,8.0
Molekule,BlendJet,,,142,0,0.0,0.0,0.0,7.25,0.0,9.0
Molekule,NOMAD Grills,,,1569,0,0.0,0.0,0.0,150.0,0.0,10.0
Molekule,Dr. Squatch,25.0,0.0,403,0,0.0,0.0,0.0,8.93,0.0,11.0
Molekule,True Classic,45.0,0.0,826,2,90.0,108.96,0.002421,45.0,0.0,12.0
Molekule,MANSCAPED,,,529,0,0.0,0.0,0.0,0.01,0.0,13.0
Molekule,Laura Geller,,,839,1,15.0,17.88,0.001192,15.0,0.0,14.0
Molekule,Character Home,150.0,50.0,676,0,0.0,0.0,0.0,126.67,0.0,15.0
Molekule,Yana Sleep,,,248,0,0.0,0.0,0.0,22.841173952230736,0.0,16.0
Siete Foods,Caraway,,,365,0,0.0,0.0,0.0,52.72,0.9342348572705317,1.0
Siete Foods,Blueland,33.0,0.0,121,0,0.0,0.0,0.0,33.0,0.829948185425954,2.0
Siete Foods,Caden Lane,,,294,0,0.0,0.0,0.0,24.17,0.6987094234431689,3.0
Siete Foods,Dagne Dover,,,152,2,60.0,394.74,0.013158,30.0,0.6813158986689933,4.0
Siete Foods,Morphe,,,140,0,0.0,0.0,0.0,38.24,0.6606326272223345,5.0
Siete Foods,Liquid I.V.,,,779,0,0.0,0.0,0.0,41.9,0.32183978976263183,6.0
Siete Foods,Glamnetic,,,106,0,0.0,0.0,0.0,15.52,0.0,7.0
Siete Foods,MANSCAPED,,,699,0,0.0,0.0,0.0,0.01,0.0,8.0
Siete Foods,BlendJet,,,591,0,0.0,0.0,0.0,7.25,0.0,9.0
Siete Foods,Character Home,150.0,50.0,461,0,0.0,0.0,0.0,126.67,0.0,10.0
Siete Foods,True Classic,45.0,0.0,992,0,0.0,0.0,0.0,44.79,0.0,11.0
Siete Foods,Dr. Squatch,25.0,0.0,596,2,2.0,3.36,0.003356,1.0,0.0,12.0
Siete Foods,NOMAD Grills,,,1156,0,0.0,0.0,0.0,150.0,0.0,13.0
Bokksu Market,Lunya,150.0,75.0,309,0,0.0,0.0,0.0,99.56,1.0,1.0
Bokksu Market,Morphe,,,102,0,0.0,0.0,0.0,38.24,0.6606326272223345,2.0
Bokksu Market,Liquid I.V.,,,2666,0,0.0,0.0,0.0,41.9,0.32183978976263183,3.0
Bokksu Market,Laura Geller,,,1140,2,30.0,26.32,0.001754,15.0,0.0,4.0
Bokksu Market,Glamnetic,,,218,0,0.0,0.0,0.0,15.52,0.0,5.0
Bokksu Market,M.M.LaFleur,,,126,0,0.0,0.0,0.0,75.96,0.0,6.0
Bokksu Market,BlendJet,,,1009,0,0.0,0.0,0.0,7.25,0.0,7.0
Bokksu Market,NOMAD Grills,,,982,0,0.0,0.0,0.0,150.0,0.0,8.0
Electric Picks Jewelry,Tula Skincare,,,1030,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
Electric Picks Jewelry,Divi,,,912,7,350.0,383.77,0.007675,50.0,0.9555969315558205,2.0
Electric Picks Jewelry,Vegamour,50.0,0.0,318,0,0.0,0.0,0.0,25.6,0.723829384289651,3.0
Electric Picks Jewelry,Caden Lane,,,625,9,204.0,326.4,0.0144,22.67,0.6987094234431689,4.0
Electric Picks Jewelry,Dagne Dover,,,754,3,90.0,119.36,0.003979,30.0,0.6813158986689933,5.0
Electric Picks Jewelry,Sol de Janeiro,20.0,10.0,441,3,30.0,68.03,0.006803,10.0,0.5315090063730863,6.0
Electric Picks Jewelry,Liquid I.V.,,,829,0,0.0,0.0,0.0,41.9,0.32183978976263183,7.0
Electric Picks Jewelry,"Dermaclara, LLC",,,129,2,25.0,193.8,0.015504,12.5,0.2581323346349041,8.0
Electric Picks Jewelry,Laura Geller,,,1127,0,0.0,0.0,0.0,14.97,0.0,9.0
Electric Picks Jewelry,BlendJet,,,130,0,0.0,0.0,0.0,7.25,0.0,10.0
Electric Picks Jewelry,NOMAD Grills,,,195,0,0.0,0.0,0.0,150.0,0.0,11.0
Electric Picks Jewelry,M.M.LaFleur,,,148,0,0.0,0.0,0.0,75.96,0.0,12.0
August Uncommon Tea,Blueland,33.0,0.0,261,0,0.0,0.0,0.0,33.0,0.829948185425954,1.0
August Uncommon Tea,Caden Lane,,,129,0,0.0,0.0,0.0,24.17,0.6987094234431689,2.0
August Uncommon Tea,Dropps,25.0,0.0,105,0,0.0,0.0,0.0,7.56,0.36330421645086136,3.0
August Uncommon Tea,Liquid I.V.,,,629,0,0.0,0.0,0.0,41.9,0.32183978976263183,4.0
August Uncommon Tea,True Classic,45.0,0.0,998,0,0.0,0.0,0.0,44.79,0.0,5.0
August Uncommon Tea,Hedley & Bennett,,,206,0,0.0,0.0,0.0,29.72,0.0,6.0
August Uncommon Tea,MANSCAPED,,,589,1,0.01,0.02,0.001698,0.01,0.0,7.0
August Uncommon Tea,Laura Geller,,,164,0,0.0,0.0,0.0,14.97,0.0,8.0
August Uncommon Tea,NOMAD Grills,,,1034,0,0.0,0.0,0.0,150.0,0.0,9.0
August Uncommon Tea,BlendJet,,,882,0,0.0,0.0,0.0,7.25,0.0,10.0
August Uncommon Tea,Dr. Squatch,25.0,0.0,771,2,2.0,2.59,0.002594,1.0,0.0,11.0
August Uncommon Tea,Character Home,150.0,50.0,382,0,0.0,0.0,0.0,126.67,0.0,12.0
August Uncommon Tea,Licorice,,,414,0,0.0,0.0,0.0,27.78,0.0,13.0
Otteroo,Tula Skincare,,,116,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
Otteroo,Dreamland Baby,,,452,3,120.0,265.49,0.006637,40.0,0.9139005628318209,2.0
Otteroo,Willow Pumps,,,146,0,0.0,0.0,0.0,40.0,0.872785113151539,3.0
Otteroo,Nanit,,,264,1,25.0,94.7,0.003788,25.0,0.8477885710029898,4.0
Otteroo,Posh Peanut,35.0,0.0,367,0,0.0,0.0,0.0,27.5,0.7663449978188939,5.0
Otteroo,Vegamour,50.0,0.0,188,2,10.0,53.19,0.010638,5.0,0.723829384289651,6.0
Otteroo,Caden Lane,,,2626,18,408.0,155.37,0.006855,22.67,0.6987094234431689,7.0
Otteroo,Dagne Dover,,,141,0,0.0,0.0,0.0,25.65,0.6813158986689933,8.0
Otteroo,Bodily,,,714,3,59.0,82.63,0.004202,19.67,0.5926991456447032,9.0
Otteroo,Snuggle Me Organic,,,687,0,0.0,0.0,0.0,17.11,0.49174903446147955,10.0
Otteroo,Tushbaby,,,315,0,0.0,0.0,0.0,14.89,0.47037419272468056,11.0
Otteroo,Liquid I.V.,,,374,0,0.0,0.0,0.0,41.9,0.32183978976263183,12.0
Otteroo,Lalabu,,,232,0,0.0,0.0,0.0,5.5,0.15167945185074852,13.0
Otteroo,Newton Baby,,,316,1,3.0,9.49,0.003165,3.0,0.003594037600144698,14.0
Otteroo,BlendJet,,,237,0,0.0,0.0,0.0,7.25,0.0,15.0
Otteroo,Character Home,150.0,50.0,132,0,0.0,0.0,0.0,126.67,0.0,16.0
Frog Hollow Farm,Caraway,,,509,2,80.0,157.17,0.003929,40.0,0.9342348572705317,1.0
Frog Hollow Farm,NOMAD Grills,,,1545,0,0.0,0.0,0.0,150.0,0.0,2.0
Frog Hollow Farm,Hedley & Bennett,,,732,2,80.0,109.29,0.002732,40.0,0.0,3.0
Frog Hollow Farm,Character Home,150.0,50.0,872,0,0.0,0.0,0.0,126.67,0.0,4.0
Frog Hollow Farm,Licorice,,,690,1,25.0,36.23,0.001449,25.0,0.0,5.0
Oars + Alps,Blueland,33.0,0.0,166,0,0.0,0.0,0.0,33.0,0.829948185425954,1.0
Oars + Alps,Dagne Dover,,,134,0,0.0,0.0,0.0,25.65,0.6813158986689933,2.0
Oars + Alps,Liquid I.V.,,,903,0,0.0,0.0,0.0,41.9,0.32183978976263183,3.0
Oars + Alps,Volcom,15.0,8.0,137,1,15.0,109.49,0.007299,15.0,0.1942184723744268,4.0
Oars + Alps,Bad Birdie,,,211,2,55.0,260.66,0.009479,27.5,0.04833969932651694,5.0
Oars + Alps,BlendJet,,,399,4,25.0,62.66,0.010025,6.25,0.0,6.0
Oars + Alps,NOMAD Grills,,,151,0,0.0,0.0,0.0,150.0,0.0,7.0
Oars + Alps,SeaVees,10.0,10.0,152,1,10.0,65.79,0.006579,10.0,0.0,8.0
Oars + Alps,Hedley & Bennett,,,203,0,0.0,0.0,0.0,29.72,0.0,9.0
Oars + Alps,Character Home,150.0,50.0,390,0,0.0,0.0,0.0,126.67,0.0,10.0
Oars + Alps,True Classic,45.0,0.0,1876,2,90.0,47.97,0.001066,45.0,0.0,11.0
Oars + Alps,Licorice,,,237,0,0.0,0.0,0.0,27.78,0.0,12.0
Petunia Pickle Bottom,Tula Skincare,,,239,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
Petunia Pickle Bottom,Caraway,,,159,0,0.0,0.0,0.0,52.72,0.9342348572705317,2.0
Petunia Pickle Bottom,Willow Pumps,,,579,0,0.0,0.0,0.0,40.0,0.872785113151539,3.0
Petunia Pickle Bottom,Nanit,,,273,0,0.0,0.0,0.0,36.97,0.8477885710029898,4.0
Petunia Pickle Bottom,Kate Quinn,,,417,0,0.0,0.0,0.0,30.0,0.8089201927885177,5.0
Petunia Pickle Bottom,Posh Peanut,35.0,0.0,847,1,20.0,23.61,0.001181,20.0,0.7663449978188939,6.0
Petunia Pickle Bottom,Vegamour,50.0,0.0,235,0,0.0,0.0,0.0,25.6,0.723829384289651,7.0
Petunia Pickle Bottom,Bodily,,,153,0,0.0,0.0,0.0,21.63,0.5926991456447032,8.0
Petunia Pickle Bottom,Lalo,,,191,0,0.0,0.0,0.0,16.3,0.5734288054985158,9.0
Petunia Pickle Bottom,Snuggle Me Organic,,,926,3,60.0,64.79,0.00324,20.0,0.49174903446147955,10.0
Petunia Pickle Bottom,Monica & Andy Inc.,,,314,0,0.0,0.0,0.0,21.45,0.4449031269616658,11.0
Petunia Pickle Bottom,Solly Baby,,,286,0,0.0,0.0,0.0,15.3,0.40566874847056567,12.0
Petunia Pickle Bottom,Little Words Project,,,430,0,0.0,0.0,0.0,10.84,0.3836385108895722,13.0
Petunia Pickle Bottom,Liquid I.V.,,,612,0,0.0,0.0,0.0,41.9,0.32183978976263183,14.0
Petunia Pickle Bottom,Coco Moon,,,139,0,0.0,0.0,0.0,10.0,0.27258721765312965,15.0
Petunia Pickle Bottom,Newton Baby,,,414,1,3.0,7.25,0.002415,3.0,0.003594037600144698,16.0
Petunia Pickle Bottom,Otteroo,,,135,0,0.0,0.0,0.0,3.75,0.0,17.0
Petunia Pickle Bottom,BlendJet,,,604,0,0.0,0.0,0.0,7.25,0.0,18.0
Honest,Lunya,150.0,75.0,550,3,300.0,545.45,0.005455,100.0,1.0,1.0
Honest,Caraway,,,140,1,40.0,285.71,0.007143,40.0,0.9342348572705317,2.0
Honest,Dreamland Baby,,,130,0,0.0,0.0,0.0,40.0,0.9139005628318209,3.0
Honest,Nanit,,,184,2,75.0,407.61,0.01087,37.5,0.8477885710029898,4.0
Honest,Blueland,33.0,0.0,133,1,33.0,248.12,0.007519,33.0,0.829948185425954,5.0
Honest,Posh Peanut,35.0,0.0,161,2,40.0,248.45,0.012422,20.0,0.7663449978188939,6.0
Honest,Vegamour,50.0,0.0,477,2,55.0,115.3,0.004193,27.5,0.723829384289651,7.0
Honest,Caden Lane,,,1898,19,488.0,257.11,0.010011,25.68,0.6987094234431689,8.0
Honest,Dagne Dover,,,199,4,110.0,552.76,0.020101,27.5,0.6813158986689933,9.0
Honest,Bodily,,,201,1,12.0,59.7,0.004975,12.0,0.5926991456447032,10.0
Honest,Lalo,,,112,0,0.0,0.0,0.0,16.3,0.5734288054985158,11.0
Honest,Sol de Janeiro,20.0,10.0,341,2,20.0,58.65,0.005865,10.0,0.5315090063730863,12.0
Honest,Snuggle Me Organic,,,415,2,40.0,96.39,0.004819,20.0,0.49174903446147955,13.0
Honest,Monica & Andy Inc.,,,230,3,30.0,130.43,0.013043,10.0,0.4449031269616658,14.0
Honest,Liquid I.V.,,,735,0,0.0,0.0,0.0,41.9,0.32183978976263183,15.0
Honest,Newton Baby,,,234,0,0.0,0.0,0.0,3.0,0.003594037600144698,16.0
Honest,BlendJet,,,350,0,0.0,0.0,0.0,7.25,0.0,17.0
Honest,M.M.LaFleur,,,362,1,50.0,138.12,0.002762,50.0,0.0,18.0
Honest,NOMAD Grills,,,207,0,0.0,0.0,0.0,150.0,0.0,19.0
Hello Cake,Lunya,150.0,75.0,411,1,75.0,182.48,0.002433,75.0,1.0,1.0
Hello Cake,MANSCAPED,,,2354,3,0.03,0.01,0.001274,0.01,0.0,2.0
Hello Cake,Dr. Squatch,25.0,0.0,1184,1,25.0,21.11,0.000845,25.0,0.0,3.0
Hello Cake,M.M.LaFleur,,,191,0,0.0,0.0,0.0,75.96,0.0,4.0
Hello Cake,True Classic,45.0,0.0,2116,0,0.0,0.0,0.0,44.79,0.0,5.0
Evereden,Lunya,150.0,75.0,247,0,0.0,0.0,0.0,99.56,1.0,1.0
Evereden,Caraway,,,164,0,0.0,0.0,0.0,52.72,0.9342348572705317,2.0
Evereden,Vegamour,50.0,0.0,1092,2,55.0,50.37,0.001832,27.5,0.723829384289651,3.0
Evereden,Caden Lane,,,1410,10,200.0,141.84,0.007092,20.0,0.6987094234431689,4.0
Evereden,Dagne Dover,,,137,1,20.0,145.99,0.007299,20.0,0.6813158986689933,5.0
Evereden,Snuggle Me Organic,,,168,1,20.0,119.05,0.005952,20.0,0.49174903446147955,6.0
Evereden,Monica & Andy Inc.,,,170,0,0.0,0.0,0.0,21.45,0.4449031269616658,7.0
Evereden,Liquid I.V.,,,299,0,0.0,0.0,0.0,41.9,0.32183978976263183,8.0
Evereden,Newton Baby,,,235,0,0.0,0.0,0.0,3.0,0.003594037600144698,9.0
Evereden,NOMAD Grills,,,128,0,0.0,0.0,0.0,150.0,0.0,10.0
Evereden,MANSCAPED,,,730,0,0.0,0.0,0.0,0.01,0.0,11.0
Evereden,BlendJet,,,304,0,0.0,0.0,0.0,7.25,0.0,12.0
Evereden,Laura Geller,,,886,1,15.0,16.93,0.001129,15.0,0.0,13.0
Evereden,M.M.LaFleur,,,127,0,0.0,0.0,0.0,75.96,0.0,14.0
Evereden,Dr. Squatch,25.0,0.0,128,1,1.0,7.81,0.007813,1.0,0.0,15.0
iota,Lunya,150.0,75.0,511,1,75.0,146.77,0.001957,75.0,1.0,1.0
iota,Vegamour,50.0,0.0,890,2,100.0,112.36,0.002247,50.0,0.723829384289651,2.0
iota,Caden Lane,,,132,2,52.0,393.94,0.015152,26.0,0.6987094234431689,3.0
iota,Dagne Dover,,,162,0,0.0,0.0,0.0,25.65,0.6813158986689933,4.0
iota,Little Words Project,,,136,0,0.0,0.0,0.0,10.84,0.3836385108895722,5.0
iota,Liquid I.V.,,,598,2,70.0,117.06,0.003344,35.0,0.32183978976263183,6.0
iota,Carve Designs,,,131,1,10.0,76.34,0.007634,10.0,0.21442509229803483,7.0
iota,NOMAD Grills,,,173,0,0.0,0.0,0.0,150.0,0.0,8.0
iota,ARMRA Colostrum™,,,188,1,50.0,265.96,0.005319,50.0,0.0,9.0
iota,Laura Geller,,,1253,6,90.0,71.83,0.004789,15.0,0.0,10.0
iota,BlendJet,,,481,1,10.0,20.79,0.002079,10.0,0.0,11.0
iota,True Classic,45.0,0.0,614,1,45.0,73.29,0.001629,45.0,0.0,12.0
iota,M.M.LaFleur,,,365,0,0.0,0.0,0.0,75.96,0.0,13.0
Felix Gray,Vegamour,50.0,0.0,520,0,0.0,0.0,0.0,25.6,0.723829384289651,1.0
Felix Gray,Caden Lane,,,102,0,0.0,0.0,0.0,24.17,0.6987094234431689,2.0
Felix Gray,Dagne Dover,,,475,0,0.0,0.0,0.0,25.65,0.6813158986689933,3.0
Felix Gray,Wolf & Shepherd,,,287,0,0.0,0.0,0.0,30.69,0.42639670599751034,4.0
Felix Gray,Liquid I.V.,,,904,0,0.0,0.0,0.0,41.9,0.32183978976263183,5.0
Felix Gray,Bad Birdie,,,156,0,0.0,0.0,0.0,25.0,0.04833969932651694,6.0
Felix Gray,SeaVees,10.0,10.0,136,0,0.0,0.0,0.0,10.0,0.0,7.0
Felix Gray,M.M.LaFleur,,,455,0,0.0,0.0,0.0,75.96,0.0,8.0
Felix Gray,True Classic,45.0,0.0,1670,1,45.0,26.95,0.000599,45.0,0.0,9.0
ezpz,Tula Skincare,,,176,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
ezpz,Dreamland Baby,,,121,0,0.0,0.0,0.0,40.0,0.9139005628318209,2.0
ezpz,Willow Pumps,,,147,1,40.0,272.11,0.006803,40.0,0.872785113151539,3.0
ezpz,Nanit,,,313,2,50.0,159.74,0.00639,25.0,0.8477885710029898,4.0
ezpz,Blueland,33.0,0.0,111,1,33.0,297.3,0.009009,33.0,0.829948185425954,5.0
ezpz,Posh Peanut,35.0,0.0,159,0,0.0,0.0,0.0,27.5,0.7663449978188939,6.0
ezpz,Vegamour,50.0,0.0,153,0,0.0,0.0,0.0,25.6,0.723829384289651,7.0
ezpz,Caden Lane,,,758,10,214.0,282.32,0.013193,21.4,0.6987094234431689,8.0
ezpz,Dagne Dover,,,273,0,0.0,0.0,0.0,25.65,0.6813158986689933,9.0
ezpz,Gathre,,,117,1,20.0,170.94,0.008547,20.0,0.6383108661651895,10.0
ezpz,Bodily,,,540,2,47.0,87.04,0.003704,23.5,0.5926991456447032,11.0
ezpz,HATCH,40.0,10.0,159,0,0.0,0.0,0.0,18.46,0.5511730096075073,12.0
ezpz,Coterie,,,113,1,16.5,146.02,0.00885,16.5,0.5080466863143559,13.0
ezpz,Snuggle Me Organic,,,448,0,0.0,0.0,0.0,17.11,0.49174903446147955,14.0
ezpz,Tushbaby,,,395,0,0.0,0.0,0.0,14.89,0.47037419272468056,15.0
ezpz,Monica & Andy Inc.,,,399,4,75.0,187.97,0.010025,18.75,0.4449031269616658,16.0
ezpz,Solly Baby,,,194,0,0.0,0.0,0.0,15.3,0.40566874847056567,17.0
ezpz,Liquid I.V.,,,288,0,0.0,0.0,0.0,41.9,0.32183978976263183,18.0
ezpz,woolino,,,216,2,24.0,111.11,0.009259,12.0,0.1731628169253849,19.0
ezpz,Lalabu,,,111,0,0.0,0.0,0.0,5.5,0.15167945185074852,20.0
ezpz,Newton Baby,,,414,1,3.0,7.25,0.002415,3.0,0.003594037600144698,21.0
ezpz,Canopy,,,164,0,0.0,0.0,0.0,15.0,0.0,22.0
ezpz,BlendJet,,,107,0,0.0,0.0,0.0,7.25,0.0,23.0
ezpz,Character Home,150.0,50.0,134,0,0.0,0.0,0.0,126.67,0.0,24.0
DEUX,Vegamour,50.0,0.0,474,1,50.0,105.49,0.00211,50.0,0.723829384289651,1.0
DEUX,Liquid I.V.,,,1993,2,70.0,35.12,0.001004,35.0,0.32183978976263183,2.0
DEUX,Canopy,,,742,2,30.0,40.43,0.002695,15.0,0.0,3.0
DEUX,BlendJet,,,1143,2,15.0,13.12,0.00175,7.5,0.0,4.0
DEUX,Licorice,,,106,0,0.0,0.0,0.0,27.78,0.0,5.0
Winky Lux,Lunya,150.0,75.0,468,0,0.0,0.0,0.0,99.56,1.0,1.0
Winky Lux,Kopari,,,506,0,0.0,0.0,0.0,31.71,0.7869495366479055,2.0
Winky Lux,Vegamour,50.0,0.0,834,1,5.0,6.0,0.001199,5.0,0.723829384289651,3.0
Winky Lux,Caden Lane,,,235,0,0.0,0.0,0.0,24.17,0.6987094234431689,4.0
Winky Lux,Dagne Dover,,,135,0,0.0,0.0,0.0,25.65,0.6813158986689933,5.0
Winky Lux,Sol de Janeiro,20.0,10.0,893,6,80.0,89.59,0.006719,13.33,0.5315090063730863,6.0
Winky Lux,Little Words Project,,,191,0,0.0,0.0,0.0,10.84,0.3836385108895722,7.0
Winky Lux,Liquid I.V.,,,1110,0,0.0,0.0,0.0,41.9,0.32183978976263183,8.0
Winky Lux,Buffbunny Collection,,,105,0,0.0,0.0,0.0,4.68,0.021855749077019655,9.0
Winky Lux,M.M.LaFleur,,,358,0,0.0,0.0,0.0,75.96,0.0,10.0
Coco Moon,Lunya,150.0,75.0,495,0,0.0,0.0,0.0,99.56,1.0,1.0
Coco Moon,Tula Skincare,,,217,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
Coco Moon,Caraway,,,103,0,0.0,0.0,0.0,52.72,0.9342348572705317,3.0
Coco Moon,Willow Pumps,,,227,0,0.0,0.0,0.0,40.0,0.872785113151539,4.0
Coco Moon,Kopari,,,112,0,0.0,0.0,0.0,31.71,0.7869495366479055,5.0
Coco Moon,Vegamour,50.0,0.0,374,0,0.0,0.0,0.0,25.6,0.723829384289651,6.0
Coco Moon,Dagne Dover,,,207,0,0.0,0.0,0.0,25.65,0.6813158986689933,7.0
Coco Moon,Bodily,,,256,2,70.0,273.44,0.007813,35.0,0.5926991456447032,8.0
Coco Moon,Lalo,,,373,3,40.0,107.24,0.008043,13.33,0.5734288054985158,9.0
Coco Moon,Tushbaby,,,441,2,36.0,81.63,0.004535,18.0,0.47037419272468056,10.0
Coco Moon,Liquid I.V.,,,791,0,0.0,0.0,0.0,41.9,0.32183978976263183,11.0
Coco Moon,Volcom,15.0,8.0,409,0,0.0,0.0,0.0,10.33,0.1942184723744268,12.0
Coco Moon,Lalabu,,,101,0,0.0,0.0,0.0,5.5,0.15167945185074852,13.0
Coco Moon,Newton Baby,,,247,1,3.0,12.15,0.004049,3.0,0.003594037600144698,14.0
Coco Moon,M.M.LaFleur,,,340,0,0.0,0.0,0.0,75.96,0.0,15.0
Coco Moon,Character Home,150.0,50.0,183,0,0.0,0.0,0.0,126.67,0.0,16.0
Coco Moon,BlendJet,,,450,0,0.0,0.0,0.0,7.25,0.0,17.0
Coco Moon,NOMAD Grills,,,160,0,0.0,0.0,0.0,150.0,0.0,18.0
Coco Moon,ezpz,,,138,0,0.0,0.0,0.0,10.0,0.0,19.0
Coco Moon,Petunia Pickle Bottom,,,143,1,10.0,69.93,0.006993,10.0,0.0,20.0
SACHEU Beauty,Lunya,150.0,75.0,107,1,150.0,1401.87,0.009346,150.0,1.0,1.0
SACHEU Beauty,Vegamour,50.0,0.0,686,1,50.0,72.89,0.001458,50.0,0.723829384289651,2.0
SACHEU Beauty,Dagne Dover,,,167,1,30.0,179.64,0.005988,30.0,0.6813158986689933,3.0
SACHEU Beauty,Lalo,,,204,0,0.0,0.0,0.0,16.3,0.5734288054985158,4.0
SACHEU Beauty,Sol de Janeiro,20.0,10.0,1233,3,40.0,32.44,0.002433,13.33,0.5315090063730863,5.0
SACHEU Beauty,Liquid I.V.,,,566,0,0.0,0.0,0.0,41.9,0.32183978976263183,6.0
SACHEU Beauty,True Classic,45.0,0.0,183,0,0.0,0.0,0.0,44.79,0.0,7.0
SACHEU Beauty,BlendJet,,,101,0,0.0,0.0,0.0,7.25,0.0,8.0
SACHEU Beauty,Glamnetic,,,1564,0,0.0,0.0,0.0,15.52,0.0,9.0
SACHEU Beauty,MANSCAPED,,,792,0,0.0,0.0,0.0,0.01,0.0,10.0
The Plug Drink,Tula Skincare,,,118,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
The Plug Drink,Vegamour,50.0,0.0,224,0,0.0,0.0,0.0,25.6,0.723829384289651,2.0
The Plug Drink,Sol de Janeiro,20.0,10.0,151,1,10.0,66.23,0.006623,10.0,0.5315090063730863,3.0
The Plug Drink,Liquid I.V.,,,586,0,0.0,0.0,0.0,41.9,0.32183978976263183,4.0
The Plug Drink,Dollar Shave Club,30.0,0.0,166,0,0.0,0.0,0.0,9.24,0.06667588760386854,5.0
The Plug Drink,MANSCAPED,,,1137,2,0.02,0.02,0.001759,0.01,0.0,6.0
The Plug Drink,Licorice,,,199,0,0.0,0.0,0.0,27.78,0.0,7.0
The Plug Drink,Dr. Squatch,25.0,0.0,1024,0,0.0,0.0,0.0,8.93,0.0,8.0
The Plug Drink,BlendJet,,,789,0,0.0,0.0,0.0,7.25,0.0,9.0
The Plug Drink,Laura Geller,,,711,0,0.0,0.0,0.0,14.97,0.0,10.0
