PUBLISHER,BRAND_NAME,DISPLAY_CUSTOMER_TYPE,DISTINCT_MERCHANTS_AT_LOAD_TIME,ML_MODEL,BRAND_IMPRESSIONS,CONV_COUNT,TOTAL_AD_SPEND,REVENUE_PER_BRAND_IMPRESSION,CVR
True Botanicals,Lunya,new_customer,1,contextual,114,0,$0.00,$0.0000,0.0000%
Lalo,Tubby Todd Bath Co.,new_customer,7,boost5,114,1,$10.00,$0.0877,0.8772%
Wildfang,Liquid I.V.,new_customer,2,boost5,114,0,$0.00,$0.0000,0.0000%
Needed,Dagne Dover,new_customer,1,bert4recs1,114,0,$0.00,$0.0000,0.0000%
Serenity Kids,Newton Baby,new_customer,2,boost5,114,0,$0.00,$0.0000,0.0000%
Laura Geller,Toad&Co,new_customer,1,boost5,117,0,$0.00,$0.0000,0.0000%
Dagne Dover,True Classic,new_customer,4,bert4recs1,114,0,$0.00,$0.0000,0.0000%
BlendJet,Laura Geller,new_customer,2,contextual,114,0,$0.00,$0.0000,0.0000%
Blueland,MANSCAPED,new_customer,1,boost5,114,0,$0.00,$0.0000,0.0000%
Morphe,Beginning Boutique,new_customer,1,bert4recs1,114,0,$0.00,$0.0000,0.0000%
Nood,Lunya,new_customer,4,boost5,114,0,$0.00,$0.0000,0.0000%
Sensory Joy,Caden Lane,new_customer,0,contextual,114,0,$0.00,$0.0000,0.0000%
Halfdays,Dieux Skin,new_customer,3,bert4recs1,114,0,$0.00,$0.0000,0.0000%
cbdMD,Liquid I.V.,new_customer,0,lookalike,114,0,$0.00,$0.0000,0.0000%
Laura Geller,True Botanicals,lapsed_customer,3,boost5,117,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Girlfriend Collective,new_customer,0,lookalike,116,0,$0.00,$0.0000,0.0000%
Shinesty,Liquid I.V.,new_customer,1,boost5,114,0,$0.00,$0.0000,0.0000%
Primally Pure,Airsign,new_customer,3,boost5,114,0,$0.00,$0.0000,0.0000%
OUAI,M.M.LaFleur,new_customer,1,boost5,114,0,$0.00,$0.0000,0.0000%
Dollar Shave Club,Twillory,new_customer,3,bert4recs1,114,0,$0.00,$0.0000,0.0000%
Licorice,Caden Lane,new_customer,2,boost5,114,0,$0.00,$0.0000,0.0000%
ByHeart,Dreamland Baby,new_customer,2,boost5,114,0,$0.00,$0.0000,0.0000%
Spyder,Dollar Shave Club,new_customer,1,boost5,114,0,$0.00,$0.0000,0.0000%
LIVELY,Vegamour,new_customer,3,boost5,114,0,$0.00,$0.0000,0.0000%
Toad&Co,Shinesty,new_customer,0,,113,0,$0.00,$0.0000,0.0000%
The Nue Co.,Laura Geller,new_customer,3,boost5,113,0,$0.00,$0.0000,0.0000%
Thorlos,Wolf & Shepherd,new_customer,0,contextual,113,0,$0.00,$0.0000,0.0000%
AAVRANI,Sol de Janeiro,new_customer,0,contextual,113,0,$0.00,$0.0000,0.0000%
Solly Baby,Character Home,new_customer,5,boost5,113,0,$0.00,$0.0000,0.0000%
Vacation®,Laura Geller,new_customer,0,contextual,113,0,$0.00,$0.0000,0.0000%
Liquid I.V.,Glamnetic,new_customer,2,boost5,113,0,$0.00,$0.0000,0.0000%
Licorice,True Classic,new_customer,4,bert4recs1,113,0,$0.00,$0.0000,0.0000%
Native Pet,Laura Geller,new_customer,0,lookalike,113,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,D.S. & Durga,new_customer,0,contextual,113,0,$0.00,$0.0000,0.0000%
Olive & June,LIVELY,lapsed_customer,2,boost5,113,1,$20.00,$0.1770,0.8850%
Laura Geller,Caden Lane,returning_customer,5,bert4recs1,116,0,$0.00,$0.0000,0.0000%
Ritual Zero Proof,Licorice,new_customer,0,contextual,113,0,$0.00,$0.0000,0.0000%
Glamnetic,LIVELY,new_customer,2,bert4recs1,113,0,$0.00,$0.0000,0.0000%
Caraway,Vegamour,new_customer,1,bert4recs1,113,0,$0.00,$0.0000,0.0000%
Volcom,Moonglow,new_customer,2,,113,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Bodily,returning_customer,4,bert4recs1,113,2,$24.00,$0.2124,1.7699%
Laura Geller,Sol de Janeiro,returning_customer,6,boost5,115,0,$0.00,$0.0000,0.0000%
M.M.LaFleur,D.S. & Durga,new_customer,4,boost5,113,0,$0.00,$0.0000,0.0000%
Amberjack,BlendJet,new_customer,2,bert4recs1,113,0,$0.00,$0.0000,0.0000%
Anyday,Airsign,new_customer,1,boost5,113,0,$0.00,$0.0000,0.0000%
Wondery,MAXPRO Fitness,new_customer,2,boost5,113,0,$0.00,$0.0000,0.0000%
For Days,Caden Lane,new_customer,2,boost5,113,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Caraway,new_customer,1,bert4recs1,122,0,$0.00,$0.0000,0.0000%
Fable Home,Caraway,new_customer,2,bert4recs1,113,0,$0.00,$0.0000,0.0000%
Twillory,Koio,new_customer,1,boost5,113,0,$0.00,$0.0000,0.0000%
Liquid I.V.,Shinesty,new_customer,0,contextual,113,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Wildfang,new_customer,3,boost5,115,0,$0.00,$0.0000,0.0000%
Needed,Dagne Dover,new_customer,3,boost5,113,0,$0.00,$0.0000,0.0000%
Posh Peanut,Lalo,new_customer,4,bert4recs1,113,0,$0.00,$0.0000,0.0000%
QALO,Liquid I.V.,new_customer,1,bert4recs1,113,0,$0.00,$0.0000,0.0000%
NEIWAI,Caden Lane,new_customer,1,boost5,113,0,$0.00,$0.0000,0.0000%
Snuggle Me Organic,Newton Baby,new_customer,5,boost5,113,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Gathre,new_customer,2,bert4recs1,113,0,$0.00,$0.0000,0.0000%
Bobbie,Posh Peanut,new_customer,1,bert4recs1,113,0,$0.00,$0.0000,0.0000%
The CrunchCup,NOMAD Grills,new_customer,1,boost5,113,0,$0.00,$0.0000,0.0000%
BlendJet,Little Words Project,new_customer,0,lookalike,113,0,$0.00,$0.0000,0.0000%
Primally Pure,Newton Baby,new_customer,4,boost5,113,0,$0.00,$0.0000,0.0000%
Amberjack,MANSCAPED,new_customer,3,bert4recs1,113,0,$0.00,$0.0000,0.0000%
Divi,Laura Geller,new_customer,4,boost5,113,0,$0.00,$0.0000,0.0000%
Caden Lane,Birthdate Co.,new_customer,2,boost5,113,0,$0.00,$0.0000,0.0000%
Billy Reid,Year & Day,new_customer,1,boost5,113,0,$0.00,$0.0000,0.0000%
Laura Geller,Dollar Shave Club,returning_customer,1,bert4recs1,114,0,$0.00,$0.0000,0.0000%
Nanit,Lalo,new_customer,5,boost5,113,0,$0.00,$0.0000,0.0000%
Foria,Shinesty,new_customer,2,bert4recs1,113,0,$0.00,$0.0000,0.0000%
Crown Affair,Girlfriend Collective,new_customer,3,boost5,113,0,$0.00,$0.0000,0.0000%
Tula Skincare,Laura Geller,new_customer,6,bert4recs1,113,0,$0.00,$0.0000,0.0000%
Tushbaby,Nanit,new_customer,3,bert4recs1,113,0,$0.00,$0.0000,0.0000%
Dame,Wildfang,new_customer,0,contextual,113,0,$0.00,$0.0000,0.0000%
Ancient Nutrition,M.M.LaFleur,new_customer,3,boost5,113,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Bellway,new_customer,0,contextual,115,0,$0.00,$0.0000,0.0000%
Caden Lane,"Dermaclara, LLC",new_customer,0,contextual,113,0,$0.00,$0.0000,0.0000%
Blueland,Vegamour,new_customer,2,boost5,113,0,$0.00,$0.0000,0.0000%
Kosas Cosmetics,Faherty Brand,new_customer,1,boost5,113,0,$0.00,$0.0000,0.0000%
Solly Baby,Divi,new_customer,5,boost5,113,0,$0.00,$0.0000,0.0000%
Sijo,Blueland,new_customer,1,boost5,113,0,$0.00,$0.0000,0.0000%
Girlfriend Collective,Character Home,new_customer,4,boost5,113,0,$0.00,$0.0000,0.0000%
Le Mini Macaron,Lunya,new_customer,2,boost5,113,0,$0.00,$0.0000,0.0000%
Licorice,Character Home,new_customer,3,boost5,113,0,$0.00,$0.0000,0.0000%
Solly Baby,BlendJet,new_customer,2,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Laura Geller,Cadence,new_customer,6,boost5,114,0,$0.00,$0.0000,0.0000%
Bobbie,Evereden,new_customer,0,contextual,112,0,$0.00,$0.0000,0.0000%
Moonglow,Newton Baby,new_customer,0,contextual,112,0,$0.00,$0.0000,0.0000%
Hedley & Bennett,Branch,new_customer,0,contextual,112,0,$0.00,$0.0000,0.0000%
Halfdays,Little Words Project,new_customer,0,contextual,112,0,$0.00,$0.0000,0.0000%
Solly Baby,NOMAD Grills,new_customer,1,boost5,112,0,$0.00,$0.0000,0.0000%
Laura Geller,MANSCAPED,lapsed_customer,5,boost5,114,0,$0.00,$0.0000,0.0000%
Liquid I.V.,Sijo,new_customer,1,boost5,112,0,$0.00,$0.0000,0.0000%
Mario Badescu Skin Care,Character Home,new_customer,2,boost5,112,0,$0.00,$0.0000,0.0000%
Dame,Sijo,new_customer,0,contextual,112,0,$0.00,$0.0000,0.0000%
Laura Geller,MantraBand,lapsed_customer,2,boost5,113,0,$0.00,$0.0000,0.0000%
Laura Geller,Oradina,new_customer,5,boost5,113,0,$0.00,$0.0000,0.0000%
MantraBand,Cadence,new_customer,0,contextual,112,0,$0.00,$0.0000,0.0000%
Afloral,Caraway,new_customer,2,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Laura Geller,Dagne Dover,new_customer,7,boost5,113,0,$0.00,$0.0000,0.0000%
Baby Delight,Nanit,new_customer,0,contextual,112,1,$50.00,$0.4464,0.8929%
Tushbaby,ezpz,new_customer,0,lookalike,112,0,$0.00,$0.0000,0.0000%
Willow Pumps,Newton Baby,new_customer,0,lookalike,112,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,Dagne Dover,new_customer,3,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Caden Lane,new_customer,0,boost5,113,0,$0.00,$0.0000,0.0000%
eeBoo,NOMAD Grills,new_customer,2,boost5,112,0,$0.00,$0.0000,0.0000%
Dreamland Baby,MAXPRO Fitness,new_customer,1,boost5,112,0,$0.00,$0.0000,0.0000%
Snuggle Me Organic,Divi,new_customer,3,boost5,112,0,$0.00,$0.0000,0.0000%
Caden Lane,Beekman 1802,new_customer,2,boost5,112,0,$0.00,$0.0000,0.0000%
Afloral,Vegamour,new_customer,1,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,Crown Affair,new_customer,1,contextual,112,0,$0.00,$0.0000,0.0000%
Twillory,Dollar Shave Club,new_customer,3,boost5,112,0,$0.00,$0.0000,0.0000%
LIVELY,Tula Skincare,new_customer,2,boost5,112,0,$0.00,$0.0000,0.0000%
Carve Designs,Laura Geller,new_customer,0,lookalike,112,0,$0.00,$0.0000,0.0000%
Laura Geller,Sol de Janeiro,new_customer,10,boost5,112,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Tula Skincare,new_customer,6,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Solly Baby,Caraway,new_customer,0,lookalike,112,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Tower 28 Beauty,new_customer,3,bert4recs1,114,0,$0.00,$0.0000,0.0000%
Le Mini Macaron,Dr. Squatch,new_customer,1,bert4recs1,112,0,$0.00,$0.0000,0.0000%
"Dermaclara, LLC",Vegamour,new_customer,0,contextual,112,0,$0.00,$0.0000,0.0000%
MantraBand,Liquid I.V.,new_customer,3,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Ursa Major,Laura Geller,new_customer,4,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Tushbaby,Newton Baby,new_customer,5,boost5,112,0,$0.00,$0.0000,0.0000%
Shinesty,NOMAD Grills,new_customer,3,boost5,112,0,$0.00,$0.0000,0.0000%
True Classic,Amberjack,new_customer,0,contextual,112,0,$0.00,$0.0000,0.0000%
Dirty Labs,NOMAD Grills,new_customer,5,boost5,112,0,$0.00,$0.0000,0.0000%
SolaWave,Laura Geller,new_customer,1,contextual,112,0,$0.00,$0.0000,0.0000%
The Plug Drink,Waterboy,new_customer,1,boost5,112,0,$0.00,$0.0000,0.0000%
Licorice,BlendJet,new_customer,4,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Needed,Ruggish Co.,new_customer,2,boost5,112,0,$0.00,$0.0000,0.0000%
Afloral,M.M.LaFleur,new_customer,2,boost5,112,0,$0.00,$0.0000,0.0000%
Monica & Andy Inc.,Snuggle Me Organic,new_customer,4,boost5,112,0,$0.00,$0.0000,0.0000%
ezpz,Tubby Todd Bath Co.,new_customer,1,boost5,112,0,$0.00,$0.0000,0.0000%
Primally Pure,BlendJet,new_customer,2,bert4recs1,112,0,$0.00,$0.0000,0.0000%
jot,Dr. Squatch,new_customer,1,boost5,112,0,$0.00,$0.0000,0.0000%
Girlfriend Collective,Liquid I.V.,new_customer,0,lookalike,112,0,$0.00,$0.0000,0.0000%
Bobbie,Tubby Todd Bath Co.,new_customer,7,boost5,112,0,$0.00,$0.0000,0.0000%
Beyond Polish,Dr. Squatch,new_customer,1,boost5,112,0,$0.00,$0.0000,0.0000%
Nood,Tini Lux,new_customer,1,,112,0,$0.00,$0.0000,0.0000%
My Medic,True Classic,new_customer,2,boost5,112,0,$0.00,$0.0000,0.0000%
SPONGELLE,Dr. Squatch,new_customer,1,bert4recs1,112,0,$0.00,$0.0000,0.0000%
SPONGELLE,Dr. Squatch,new_customer,1,boost5,112,0,$0.00,$0.0000,0.0000%
Caraway,NOMAD Grills,new_customer,5,boost5,112,0,$0.00,$0.0000,0.0000%
M.M.LaFleur,HATCH,new_customer,4,boost5,112,0,$0.00,$0.0000,0.0000%
Morphe,Liquid I.V.,new_customer,1,lookalike,112,0,$0.00,$0.0000,0.0000%
M.M.LaFleur,SENREVE,new_customer,7,boost5,112,0,$0.00,$0.0000,0.0000%
Needed,Tubby Todd Bath Co.,new_customer,5,boost5,112,1,$10.00,$0.0893,0.8929%
jot,Liquid I.V.,new_customer,0,lookalike,112,0,$0.00,$0.0000,0.0000%
MantraBand,BlendJet,new_customer,3,boost5,112,0,$0.00,$0.0000,0.0000%
Morphe,Dr. Squatch,new_customer,2,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Sprout Living,Vegamour,new_customer,2,boost5,112,0,$0.00,$0.0000,0.0000%
Laura Geller,Sol de Janeiro,new_customer,6,contextual,112,0,$0.00,$0.0000,0.0000%
Dagne Dover,M.M.LaFleur,new_customer,4,boost5,112,0,$0.00,$0.0000,0.0000%
jot,Airsign,new_customer,1,boost5,112,0,$0.00,$0.0000,0.0000%
Felix Gray,True Classic,new_customer,2,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Olive & June,Tula Skincare,new_customer,5,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Dagne Dover,Lunya,new_customer,7,boost5,112,0,$0.00,$0.0000,0.0000%
Waterboy,Lunya,new_customer,1,boost5,112,0,$0.00,$0.0000,0.0000%
Lalo,Snuggle Me Organic,new_customer,5,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Bala,Girlfriend Collective,new_customer,2,boost5,111,0,$0.00,$0.0000,0.0000%
My Medic,Liquid I.V.,new_customer,3,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Monica & Andy Inc.,HATCH,new_customer,4,boost5,111,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Leeway Home,new_customer,1,contextual,111,0,$0.00,$0.0000,0.0000%
Maverick & Co.,ARMRA Colostrum™,new_customer,0,contextual,111,0,$0.00,$0.0000,0.0000%
Spyder,BlendJet,new_customer,1,lookalike,111,0,$0.00,$0.0000,0.0000%
Needed,Nanit,new_customer,0,contextual,111,0,$0.00,$0.0000,0.0000%
M.M.LaFleur,Koio,new_customer,5,boost5,111,0,$0.00,$0.0000,0.0000%
ARMRA Colostrum™,Primally Pure,new_customer,3,boost5,111,0,$0.00,$0.0000,0.0000%
NEIWAI,Liquid I.V.,new_customer,2,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Liquid I.V.,Wildfang,new_customer,1,boost5,111,0,$0.00,$0.0000,0.0000%
KraveBeauty,Liquid I.V.,new_customer,3,boost5,111,0,$0.00,$0.0000,0.0000%
Sunday Citizen,Dagne Dover,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Liquid I.V.,Newton Baby,new_customer,0,lookalike,111,0,$0.00,$0.0000,0.0000%
Oars + Alps,Character Home,new_customer,1,boost5,111,0,$0.00,$0.0000,0.0000%
Dagne Dover,Sol de Janeiro,new_customer,5,boost5,111,1,$20.00,$0.1802,0.9009%
Ancient Nutrition,Dollar Shave Club,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Bobbie,Solly Baby,new_customer,1,boost5,111,0,$0.00,$0.0000,0.0000%
Faherty Brand,Manduka,new_customer,2,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Dagne Dover,LIVELY,new_customer,5,bert4recs1,111,0,$0.00,$0.0000,0.0000%
HATCH,Laura Geller,new_customer,1,boost5,111,0,$0.00,$0.0000,0.0000%
Le Mini Macaron,Tula Skincare,new_customer,2,boost5,111,0,$0.00,$0.0000,0.0000%
Gibsonlook,Vegamour,new_customer,0,contextual,111,0,$0.00,$0.0000,0.0000%
ARMRA Colostrum™,Twillory,new_customer,0,contextual,111,0,$0.00,$0.0000,0.0000%
Afloral,Laura Geller,new_customer,3,bert4recs1,111,0,$0.00,$0.0000,0.0000%
MATE the Label,Dieux Skin,new_customer,0,contextual,111,1,$1.00,$0.0090,0.9009%
Rael,Liquid I.V.,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
True Botanicals,For Days,new_customer,4,bert4recs1,111,0,$0.00,$0.0000,0.0000%
ARMRA Colostrum™,NOMAD Grills,new_customer,9,boost5,111,0,$0.00,$0.0000,0.0000%
Wondery,Vegamour,new_customer,0,lookalike,111,0,$0.00,$0.0000,0.0000%
Dame,M.M.LaFleur,new_customer,4,boost5,111,0,$0.00,$0.0000,0.0000%
Natalist Co.,Caden Lane,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Tini Lux,Laura Geller,new_customer,1,boost5,111,0,$0.00,$0.0000,0.0000%
woolino,Bodily,new_customer,6,boost5,111,0,$0.00,$0.0000,0.0000%
Olive & June,Girlfriend Collective,new_customer,1,contextual,111,0,$0.00,$0.0000,0.0000%
For Days,Caden Lane,new_customer,3,boost5,111,0,$0.00,$0.0000,0.0000%
Willow Pumps,Bodily,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
eyebobs,Caden Lane,new_customer,1,boost5,111,1,$32.00,$0.2883,0.9009%
Coco Moon,Volcom,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Dropps,Laura Geller,new_customer,0,lookalike,111,0,$0.00,$0.0000,0.0000%
Vegamour,BlendJet,new_customer,3,boost5,111,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Tushbaby,new_customer,5,boost5,111,1,$18.00,$0.1622,0.9009%
eyebobs,BlendJet,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
GRIP6,Twillory,new_customer,1,,111,0,$0.00,$0.0000,0.0000%
Newton Baby,Dagne Dover,new_customer,3,boost5,111,0,$0.00,$0.0000,0.0000%
jane iredale,Liquid I.V.,new_customer,0,lookalike,111,0,$0.00,$0.0000,0.0000%
Olive & June,Dagne Dover,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Foria,Lunya,new_customer,4,boost5,111,0,$0.00,$0.0000,0.0000%
Laura Geller,Cadence,new_customer,3,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Caraway,Vegamour,new_customer,0,lookalike,111,0,$0.00,$0.0000,0.0000%
Amberjack,NOMAD Grills,new_customer,5,boost5,111,0,$0.00,$0.0000,0.0000%
Tiege Hanley,MANSCAPED,new_customer,2,boost5,111,0,$0.00,$0.0000,0.0000%
LIVELY,Vegamour,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Ursa Major,Vegamour,new_customer,3,boost5,111,0,$0.00,$0.0000,0.0000%
Olive & June,Girlfriend Collective,new_customer,4,boost5,111,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,Little Words Project,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Nuudii System,Foria,new_customer,0,contextual,111,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,MAXPRO Fitness,new_customer,4,boost5,111,0,$0.00,$0.0000,0.0000%
Bobbie,Nanit,new_customer,0,contextual,111,0,$0.00,$0.0000,0.0000%
Snuggle Me Organic,BlendJet,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Lalabu,Tubby Todd Bath Co.,new_customer,2,boost5,111,1,$10.00,$0.0901,0.9009%
Bobbie,Caden Lane,returning_customer,6,boost5,111,1,$20.00,$0.1802,0.9009%
The HoneyPot,BlendJet,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Thorlos,MANSCAPED,new_customer,0,lookalike,111,0,$0.00,$0.0000,0.0000%
Divi,Lunya,new_customer,3,boost5,111,0,$0.00,$0.0000,0.0000%
Trace Minerals,Liquid I.V.,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Laura Geller,Little Words Project,new_customer,1,bert4recs1,112,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,BlendJet,new_customer,3,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Liquid I.V.,SolaWave,new_customer,0,lookalike,111,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Inamorata,new_customer,1,boost5,111,0,$0.00,$0.0000,0.0000%
Felix Gray,Vegamour,new_customer,1,boost5,111,0,$0.00,$0.0000,0.0000%
Dagne Dover,NOMAD Grills,new_customer,8,boost5,111,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Lalo,new_customer,4,boost5,111,0,$0.00,$0.0000,0.0000%
SPONGELLE,Liquid I.V.,new_customer,0,lookalike,111,0,$0.00,$0.0000,0.0000%
Bad Birdie,Sol de Janeiro,new_customer,2,boost5,111,0,$0.00,$0.0000,0.0000%
8Greens,Year & Day,new_customer,1,boost5,111,0,$0.00,$0.0000,0.0000%
Licorice,Beyond Polish,new_customer,1,contextual,111,0,$0.00,$0.0000,0.0000%
Beginning Boutique,SACHEU Beauty,new_customer,1,bert4recs1,111,0,$0.00,$0.0000,0.0000%
Dakine,Oars + Alps,new_customer,0,contextual,111,0,$0.00,$0.0000,0.0000%
Beginning Boutique,INH Hair,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Faherty Brand,Laura Geller,new_customer,7,bert4recs1,110,0,$0.00,$0.0000,0.0000%
Beyond Polish,Laura Geller,new_customer,1,lookalike,110,1,$15.00,$0.1364,0.9091%
Blueland,Laura Geller,new_customer,5,bert4recs1,110,0,$0.00,$0.0000,0.0000%
Dagne Dover,Newton Baby,new_customer,5,bert4recs1,110,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,Little Words Project,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Twillory,Wolf & Shepherd,new_customer,3,bert4recs1,110,0,$0.00,$0.0000,0.0000%
Andie,Oradina,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Bobbie,Monica & Andy Inc.,new_customer,3,boost5,110,0,$0.00,$0.0000,0.0000%
Lalo,Nanit,new_customer,5,bert4recs1,110,0,$0.00,$0.0000,0.0000%
Dieux Skin,Girlfriend Collective,lapsed_customer,4,boost5,110,1,$25.00,$0.2273,0.9091%
SENREVE,Laura Geller,new_customer,1,boost5,110,0,$0.00,$0.0000,0.0000%
Snuggle Me Organic,M.M.LaFleur,new_customer,1,boost5,110,0,$0.00,$0.0000,0.0000%
ARMRA Colostrum™,Primally Pure,new_customer,2,boost5,110,1,$10.00,$0.0909,0.9091%
Caden Lane,MAXPRO Fitness,new_customer,6,boost5,110,0,$0.00,$0.0000,0.0000%
Willow Pumps,NOMAD Grills,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Beginning Boutique,new_customer,3,boost5,113,0,$0.00,$0.0000,0.0000%
Vegamour,Caden Lane,new_customer,3,boost5,110,0,$0.00,$0.0000,0.0000%
Raskol Apparel,Bala,new_customer,1,boost5,110,0,$0.00,$0.0000,0.0000%
Glamnetic,Character Home,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Needed,Nanit,new_customer,3,boost5,110,0,$0.00,$0.0000,0.0000%
Muslin Comfort,ARMRA Colostrum™,new_customer,1,boost5,110,0,$0.00,$0.0000,0.0000%
Afloral,Explorer Cold Brew,new_customer,1,contextual,110,0,$0.00,$0.0000,0.0000%
Liquid I.V.,SPONGELLE,new_customer,0,contextual,110,0,$0.00,$0.0000,0.0000%
Andie,Laura Geller,new_customer,5,boost5,110,1,$15.00,$0.1364,0.9091%
Dreamland Baby,ezpz,new_customer,2,bert4recs1,110,0,$0.00,$0.0000,0.0000%
Ritual Zero Proof,Liquid I.V.,new_customer,0,lookalike,110,0,$0.00,$0.0000,0.0000%
GRIP6,Shinesty,new_customer,1,,110,0,$0.00,$0.0000,0.0000%
Coterie,Nanit,new_customer,6,boost5,110,0,$0.00,$0.0000,0.0000%
NEIWAI,Blueland,new_customer,3,boost5,110,0,$0.00,$0.0000,0.0000%
August Uncommon Tea,Character Home,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Kosas Cosmetics,Liquid I.V.,new_customer,6,boost5,110,0,$0.00,$0.0000,0.0000%
Lalo,Bodily,new_customer,7,bert4recs1,110,2,$70.00,$0.6364,1.8182%
woolino,Gathre,new_customer,0,contextual,110,0,$0.00,$0.0000,0.0000%
ARMRA Colostrum™,Tubby Todd Bath Co.,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
8Greens,Laura Geller,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Dagne Dover,new_customer,8,boost5,110,0,$0.00,$0.0000,0.0000%
MAXPRO Fitness,NOMAD Grills,new_customer,3,boost5,110,0,$0.00,$0.0000,0.0000%
Posh Peanut,Airsign,new_customer,3,boost5,110,0,$0.00,$0.0000,0.0000%
Morphe,Little Words Project,new_customer,0,lookalike,110,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,M.M.LaFleur,new_customer,7,boost5,113,0,$0.00,$0.0000,0.0000%
Maverick & Co.,NOMAD Grills,new_customer,1,boost5,110,0,$0.00,$0.0000,0.0000%
Nood,Laura Geller,new_customer,1,,110,0,$0.00,$0.0000,0.0000%
Create,Lunya,new_customer,3,boost5,110,0,$0.00,$0.0000,0.0000%
Faherty Brand,Tula Skincare,new_customer,5,bert4recs1,110,0,$0.00,$0.0000,0.0000%
Divi,Tula Skincare,new_customer,5,bert4recs1,110,0,$0.00,$0.0000,0.0000%
FullWell,Primally Pure,new_customer,1,bert4recs1,110,0,$0.00,$0.0000,0.0000%
Natalist Co.,Tini Lux,new_customer,0,,110,0,$0.00,$0.0000,0.0000%
For Days,Ursa Major,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Willow Pumps,Tula Skincare,new_customer,2,boost5,110,0,$0.00,$0.0000,0.0000%
Liquid I.V.,MANSCAPED,new_customer,3,bert4recs1,110,0,$0.00,$0.0000,0.0000%
For Days,Blueland,new_customer,6,bert4recs1,110,0,$0.00,$0.0000,0.0000%
Willow Pumps,biom,new_customer,0,contextual,110,0,$0.00,$0.0000,0.0000%
Caden Lane,HATCH,new_customer,7,boost5,110,0,$0.00,$0.0000,0.0000%
OUAI,Lunya,new_customer,3,boost5,110,0,$0.00,$0.0000,0.0000%
Faherty Brand,Amberjack,new_customer,6,boost5,110,0,$0.00,$0.0000,0.0000%
