PUBLISHER_NAME,BRAND_NAME,BRAND_IMPRESSIONS,AVG_CPA,AVG_CPO,CONV_COUNT,TOTAL_AD_SPEND
Afloral,Bokksu Market,4,,,0,0.00
Winky Lux,LIVELY,410,,,0,0.00
Otteroo,Muslin Comfort,7,,,0,0.00
Primally Pure,Leeway Home,14,,,0,0.00
The Nue Co.,Sparq Life,1,,,0,0.00
WP Standard,Natemia,3,,,0,0.00
Casa de Sante,Siblings,4,,,0,0.00
jot,Raw Botanics,2,,,0,0.00
TriLASTIN,Common Era Jewelry,1,,,0,0.00
SeaVees,Kopari,7,,,0,0.00
Out of the Woods,D.S. & Durga,10,,,0,0.00
SACHEU Beauty,NEIWAI,59,,,0,0.00
Bare Babe,Willow Pumps,1,,,0,0.00
Nood,Vacation®,244,,,0,0.00
Giften Market,Fable Home,74,,,0,0.00
BelliWelli,Kinflyte,4,,,0,0.00
Coterie,SeaVees,19,,,0,0.00
Tower 28 Beauty,FullWell,4,,,0,0.00
Beginning Boutique,Cali's Books,25,,,0,0.00
Afloral,World Wide Stereo,19,,,0,0.00
Dagne Dover,Amberjack,33,,,0,0.00
Parken Jewelry,Spyder,1,,,0,0.00
Pretzels.com,Outer Aisle,23,,,0,0.00
Liquid I.V.,Cardon,40,,,0,0.00
Rains,NOT!CE Hair Co,18,,,0,0.00
Lily Jade,FullWell,10,,,0,0.00
iota,Kijibae,1,,,0,0.00
FullWell,Carve Designs,39,,,0,0.00
UNTUCKit STAGING,Paperclip,2,,,0,0.00
BelliWelli,Houseplant,10,,,0,0.00
Molekule,Munk Pack,1,,,0,0.00
Cleverman,Sonrei Skin,1,,,0,0.00
Lollipetals,Molekule,1,,,0,0.00
Volcom,Airo Collective,1,,,0,0.00
Seafolly Australia,Branch,15,,,0,0.00
Lollipetals,Thousand Fell,1,,,0,0.00
Corpus Naturals,Serenity Kids,9,,,0,0.00
Dirty Labs,Tower 28 Beauty,16,,,0,0.00
jane iredale,Evergreen,2,,,0,0.00
The CrunchCup,Oradina,4,,,0,0.00
Hummii: Healthy+Yummii Snacks,NOMAD Grills,18,,,0,0.00
Wondery,The HoneyPot,49,,,0,0.00
woolino,Otteroo,20,,,0,0.00
sproos!,Volcom,7,,,0,0.00
vitruvi,Le Mini Macaron,8,,,0,0.00
My Girl Wellness,Dagne Dover,58,,,0,0.00
Rebody Active,Dieux Skin,1,,,0,0.00
Mixlab,Moonglow,1,,,0,0.00
Lollipetals,Bad Birdie,1,,,0,0.00
SolaWave,Thousand Fell,1,,,0,0.00
Gathre,Canopy,44,,,0,0.00
Petunia Pickle Bottom,cbdMD,5,,,0,0.00
Girlfriend Collective,Maverick & Co.,2,,,0,0.00
Motherhood,Modern Picnic,2,,,0,0.00
K2 Energy Solution,Twillory,8,,,0,0.00
AAVRANI,Hello Cake,6,,,0,0.00
Bokksu Market,Seafolly Australia,1,,,0,0.00
Serenity Kids,True Classic,84,,,0,0.00
Better & Better,GRIP6,1,,,0,0.00
Branch,JOI,2,,,0,0.00
Dirty Labs,My Medic,11,,,0,0.00
My Girl Wellness,Dieux Skin,41,,,0,0.00
Beyond Polish,Common Era Jewelry,15,,,0,0.00
EVER Skincare,SeaVees,11,,,0,0.00
Molekule,Newton Baby,68,,,0,0.00
Koio,Oradina,57,,,0,0.00
Spärkel Beverage Systems,Out of the Woods,2,,,0,0.00
Tubby Todd Bath Co.,embody,1,,,0,0.00
Trace Minerals,INH Hair,5,,,0,0.00
Spyder,Opopop,88,,,0,0.00
Volcom,Flying Embers,2,,,0,0.00
True Made Foods,Hedley & Bennett,3,,,0,0.00
Thorlos,CanDo,3,,,0,0.00
FullWell,sproos!,3,,,0,0.00
Bad Birdie,CanDo,3,,,0,0.00
Amazi Foods,Kindra,2,,,0,0.00
Nuudii System,Kate Quinn,24,,,0,0.00
Tower 28 Beauty,Dakine,44,,,0,0.00
LightWater Skin,Storq,2,,,0,0.00
Spärkel Beverage Systems,Newton Baby,1,,,0,0.00
Oat Mama,SeaVees,1,,,0,0.00
INTO THE AM,Modern Fuel,432,,,0,0.00
World Wide Stereo,Bloomscape,9,,,0,0.00
NOTO Botanics,Rains,40,,,0,0.00
Trace Minerals,BelliWelli,22,,,0,0.00
Giften Market,NOMAD Grills,1056,,,0,0.00
Corpus Naturals,KVRA,1,,,0,0.00
KraveBeauty,Clean Age,1,,,0,0.00
RIND Snacks,JOI,1,,,0,0.00
Coffee Bros.,Year & Day,2,,,0,0.00
good light,Pretzels.com,9,,,0,0.00
Rif Care,Gathre,2,,,0,0.00
Le Mini Macaron,Boie USA,62,,,0,0.00
Boie USA,Shinesty,29,,,0,0.00
Amberjack,Alkavida,22,,,0,0.00
Kortni Jeane,Tushbaby,129,,,0,0.00
Brillies,Kate Quinn,1,,,0,0.00
Sparq Life,Ancient Nutrition,1,,,0,0.00
Winky Lux,True Made Foods,4,,,0,0.00
Homesick Candles,Vegamour,91,,,0,0.00
ByHeart,Better & Better,5,,,0,0.00
Le Mini Macaron,Bloomscape,27,,,0,0.00
Otteroo,Lunya,17,,,0,0.00
BelliWelli,Spyder,4,,,0,0.00
Molekule,Verdant Lyfe,4,,,0,0.00
MAXPRO Fitness,Vacation®,39,,,0,0.00
ELVY Lab,OOBE BRAND,1,,,0,0.00
MAXPRO Fitness,Storq,12,,,0,0.00
Honeydew Intimates,Juna,1,,,0,0.00
Cali's Books,ByHeart,3,,,0,0.00
Rains,Calin,14,,,0,0.00
Cali's Books,jane iredale,7,,,0,0.00
Inamorata,doublesoul,1,,,0,0.00
iloveplum,Branch,2,,,0,0.00
Tiege Hanley,Volcom,2,,,0,0.00
Little Sleepies,Tubby Todd Bath Co.,2,,,0,0.00
Dr. Squatch,Raw Botanics,30,,,0,0.00
Aura Bora,Brightech,1,,,0,0.00
Arber,Dropps,4,,,0,0.00
RIND Snacks,My Medic,4,,,0,0.00
Seoul Ceuticals,Bad Birdie,4,,,0,0.00
Tubby Todd Bath Co.,AAVRANI,3,,,0,0.00
Halfdays,ZOA Energy,1,,,0,0.00
Out of the Woods,Serenity Kids,1,,,0,0.00
Glimmer Wish,Nala Care,1,,,0,0.00
gold + ivy,Golde,3,,,0,0.00
Beginning Boutique,OOBE BRAND,13,,,0,0.00
INTO THE AM,Tula Skincare,3,,,0,0.00
Whimsy and Row,Lalo,2,,,0,0.00
Goodlife Clothing,Canopy,1,,,0,0.00
Le Mini Macaron,jot,49,,,0,0.00
Lollipetals,eyebobs,1,,,0,0.00
Storied Hats,Dagne Dover,18,,,0,0.00
Ritual Zero Proof,Bad Birdie,117,,,0,0.00
Hello Cake,good light,11,,,0,0.00
BelliWelli,Bushwick Kitchen,2,,,0,0.00
Spärkel Beverage Systems,Bellway,3,,,0,0.00
Moon Pals,jane iredale,2,,,0,0.00
Bodily,Petaluma,1,,,0,0.00
Moon Pals,Beginning Boutique,2,,,0,0.00
Giften Market,wildwonder,568,,,0,0.00
Winky Lux,MAXPRO Fitness,100,,,0,0.00
KVRA,Moonglow,1,,,0,0.00
Inamorata,Boie USA,1,,,0,0.00
Nuudii System,Canary,1,,,0,0.00
Fuse Lenses,Glamnetic,7,,,0,0.00
True Made Foods,CanDo,1,,,0,0.00
LIVELY,Siblings,14,,,0,0.00
Tini Lux,Nood,5,,,0,0.00
Laura Geller,Gooselings,11,,,0,0.00
AAVRANI,Tini Lux,5,,,0,0.00
The HoneyPot,Golde,8,,,0,0.00
Crown Affair,Wren + Glory,54,,,0,0.00
Baby Delight,SolaWave,10,,,0,0.00
Spritz Society,Canopy,7,,,0,0.00
Koio,CanDo,1,,,0,0.00
Volcom,Golde,9,,,0,0.00
Rains,AAVRANI,39,,,0,0.00
jane iredale,Bed Babe,1,,,0,0.00
Joanna Vargas Skincare,Golde,6,,,0,0.00
True Made Foods,NOT!CE Hair Co,1,,,0,0.00
Homesick Candles,Caraway,21,,,0,0.00
Primally Pure,Bokksu Market,1,,,0,0.00
ZOA Energy,Ancient Nutrition,1,,,0,0.00
Baby Delight,Anyday,1,,,0,0.00
Kortni Jeane,Lunya,454,,,0,0.00
Dropps,Giapenta,1,,,0,0.00
Karma Nuts,Pretzels.com,4,,,0,0.00
jane iredale,Bokksu Market,1,,,0,0.00
Ancient Nutrition,Nanit,2,,,0,0.00
Agni,Sol de Janeiro,2,,,0,0.00
jane iredale,Wildfang,35,,,0,0.00
Dame,Ami Colé,7,,,0,0.00
jot,OOBE BRAND,4,,,0,0.00
jot,Cadence,93,,,0,0.00
Bloomscape,Dr. Squatch,2,,,0,0.00
INTO THE AM,Cardon,20,,,0,0.00
Snuggle Me Organic,Boie USA,1,,,0,0.00
Rains,Canary,2,,,0,0.00
Year & Day,Caden Lane,3,,,0,0.00
Giften Market,Better & Better,1,,,0,0.00
Snuggle Me Organic,Tula Skincare,1728,,,0,0.00
Les Belles,Twillory,12,,,0,0.00
East Olivia,Dagne Dover,19,,,0,0.00
Doré,Siete Foods,1,,,0,0.00
Newton Baby,Beyond Polish,446,,,0,0.00
Winky Lux,Better & Better,5,,,0,0.00
We are Wild,Vegamour,1,,,0,0.00
Carve Designs,doublesoul,2,,,0,0.00
"Dermaclara, LLC",Buffbunny Collection,1,,,0,0.00
Branch,Bloomscape,20,,,0,0.00
Seafolly Australia,Softies,1,,,0,0.00
Dirty Labs,cbdMD,9,,,0,0.00
EVER Skincare,Natalist Co.,1,,,0,0.00
Oradina,WP Standard,76,,,0,0.00
Koio,MantraBand,4,,,0,0.00
Blossom,Mario Badescu Skin Care,15,,,0,0.00
Winky Lux,Raw Botanics,6,,,0,0.00
Captain Blankenship,Lunya,1,,,0,0.00
Red Racer Books,BlendJet,12,,,0,0.00
Homesick Candles,Why and Whale,1,,,0,0.00
Pretzels.com,Ry & Pen,1,,,0,0.00
Cali's Books,Otteroo,20,,,0,0.00
NOMAD Grills,ettitude,2,,,0,0.00
Bodily,JACK HENRY,5,,,0,0.00
Estella,Kopari,10,,,0,0.00
Dame,Captain Blankenship,47,,,0,0.00
Agni,Ritual Zero Proof,1,,,0,0.00
Dryft Sleep,Tula Skincare,9,,,0,0.00
True Classic,Fable Home,3,,,0,0.00
Solly Baby,Esker,27,,,0,0.00
FullWell,EGG New York,7,,,0,0.00
Bala,Laura Geller,53,,,0,0.00
Newton Baby,True Botanicals,10,,,0,0.00
Bodily,Canopy,2,,,0,0.00
esmi Skin Minerals,Bad Birdie,4,,,0,0.00
AAVRANI,Surely Wines,2,,,0,0.00
Foria,Sijo,61,,,0,0.00
ARMRA Colostrum™,Sonrei Skin,1,,,0,0.00
Sparq Life,Cardon,1,,,0,0.00
iota,Bed Babe,1,,,0,0.00
Bloomscape,eyebobs,1,,,0,0.00
Opopop,Hydrant,1,,,0,0.00
Covey Skincare,Vacation®,8,,,0,0.00
Coco Moon,Baby Delight,3,,,0,0.00
Bare Babe,jane iredale,1,,,0,0.00
Dakine,Evereden,12,,,0,0.00
Blossom,TriLASTIN,1,,,0,0.00
jot,Leeway Home,14,,,0,0.00
Veil,Flying Embers,1,,,0,0.00
Waterboy,iota,9,,,0,0.00
Crown Affair,TriLASTIN,32,,,0,0.00
Electric Picks Jewelry,My Medic,41,,,0,0.00
Saranoni Luxury Blankets,Kopari,1,,,0,0.00
Divi,Winged Wellness,3,,,0,0.00
Branch,August Uncommon Tea,4,,,0,0.00
Le Mini Macaron,AAVRANI,19,,,0,0.00
Once Upon a Farm,Blueland,18,,,0,0.00
Amberjack,Som Sleep,4,,,0,0.00
Afloral,TriLASTIN,19,,,0,0.00
Nuudii System,Fable Home,14,,,0,0.00
KraveBeauty,Divi,66,,,0,0.00
Create,Gathre,1,,,0,0.00
Licorice,SoaPen Inc,1,,,0,0.00
Oat Mama,Newton Baby,6,,,0,0.00
Original Grain,Modern Picnic,31,,,0,0.00
Aria Beauty,Waterboy,2,,,0,0.00
Birthdate Co.,Primally Pure,98,,,0,0.00
Boie USA,ARMRA Colostrum™,28,,,0,0.00
MantraBand,IVL Collective,15,,,0,0.00
Dryft Sleep,Licorice,1,,,0,0.00
Kosas Cosmetics,cbdMD,19,,,0,0.00
Tini Lux,LOOPS,2,,,0,0.00
Carve Designs,Pretzels.com,2,,,0,0.00
iota,Dagne Dover,179,,,0,0.00
woolino,Amberjack,2,,,0,0.00
Le Mini Macaron,Bushwick Kitchen,2,,,0,0.00
good light,Thorlos,1,,,0,0.00
Lollipetals,Girlfriend Collective,22,,,0,0.00
Bokksu Market,Houseplant,8,,,0,0.00
Sanikind,Faherty Brand,2,,,0,0.00
Wildfang,iota,1,,,0,0.00
Felix Gray,Caden Lane,17,,,0,0.00
Las Jaras Wines,SPONGELLE,1,,,0,0.00
The Plug Drink,Siete Foods,18,,,0,0.00
Tubby Todd Bath Co.,Dr Sari's Lunar Sync,1,,,0,0.00
BASIK CANDLE CO,Haand Inc,3,,,0,0.00
Myles,Branch,1,,,0,0.00
Wondery,Modern Picnic,139,,,0,0.00
Joanna Vargas Skincare,Juna,1,,,0,0.00
Agni,Elegant Baby,1,,,0,0.00
Tini Lux,Bed Babe,1,,,0,0.00
Conscia,Cadence,3,,,0,0.00
Food Huggers,Licorice,6,,,0,0.00
BelliWelli,Curie,3,,,0,0.00
MantraBand,Baby Delight,14,,,0,0.00
Gathre,SolaWave,4,,,0,0.00
Marea,Ancient Nutrition,7,,,0,0.00
Beyond Polish,Boie USA,16,,,0,0.00
Faherty Brand,Clean Age,1,,,0,0.00
Beginning Boutique,Bodily,28,,,0,0.00
Tini Lux,Beginning Boutique,4,,,0,0.00
Baby Delight,FullWell,5,,,0,0.00
Tini Lux,Canopy,6,,,0,0.00
Beekman 1802,Kijibae,1,,,0,0.00
World Wide Stereo,Afloral,6,,,0,0.00
Spritz Society,Wolf & Shepherd,3,,,0,0.00
ByHeart,Oradina,63,,,0,0.00
Foria,120/Life,3,,,0,0.00
Spärkel Beverage Systems,Hydrant,8,,,0,0.00
SolaWave,TriLASTIN,2,,,0,0.00
Saranoni Luxury Blankets,Motherhood,1,,,0,0.00
Homesick Candles,Willow Pumps,1,,,0,0.00
Bala,WP Standard,17,,,0,0.00
Judy,Canopy,1,,,0,0.00
My Girl Wellness,Tinto Amorio,1,,,0,0.00
Bellway,Liquid I.V.,30,,,0,0.00
ELVY Lab,Evereden,1,,,0,0.00
Le Monde Gourmand,Caraway,19,,,0,0.00
Foria,NEIWAI,3,,,0,0.00
True Made Foods,Kosterina,8,,,0,0.00
Tubby Todd Bath Co.,Sunday Citizen,22,,,0,0.00
Branch,jot,2,,,0,0.00
Lemon Perfect,Buffbunny Collection,2,,,0,0.00
Nood,Bask Suncare,4,,,0,0.00
Dropps,Posh Peanut,24,,,0,0.00
Koio,Volcom,31,,,0,0.00
Thorlos,Goodlife Clothing,32,,,0,0.00
Nuudii System,Highline Wellness,18,,,0,0.00
Le Mini Macaron,Motherhood,19,,,0,0.00
Carve Designs,D.S. & Durga,27,,,0,0.00
QALO,Spyder,1,,,0,0.00
Firebelly Tea,Beyond Polish,5,,,0,0.00
DEUX,zing bars,2,,,0,0.00
FullWell,Inamorata,11,,,0,0.00
The Good Hippie,Liquid I.V.,4,,,0,0.00
Evergreen,21Seeds Tequila,2,,,0,0.00
Lalabu,Carve Designs,14,,,0,0.00
KraveBeauty,Opopop,2,,,0,0.00
Toad&Co,cbdMD,3,,,0,0.00
Houseplant,Ellie & Becks,2,,,0,0.00
gold + ivy,Branch,4,,,0,0.00
MantraBand,SACHEU Beauty,10,,,0,0.00
Willa's,Blueland,17,,,0,0.00
The CrunchCup,Girlfriend Collective,6,,,0,0.00
EVER Skincare,Ritual Zero Proof,7,,,0,0.00
Bodily,Carve Designs,19,,,0,0.00
Snuggle Me Organic,Baby Tula,62,,,0,0.00
Baby K'tan,Cali's Books,1,,,0,0.00
Le Monde Gourmand,OrnamentallyYou,1,,,0,0.00
Covey Skincare,D.S. & Durga,4,,,0,0.00
Nuudii System,Create,15,,,0,0.00
Seafolly Australia,Evereden,10,,,0,0.00
Boie USA,MAXPRO Fitness,48,,,0,0.00
vitruvi,Little Words Project,30,,,0,0.00
KraveBeauty,doublesoul,3,,,0,0.00
Boie USA,Lollipetals,5,,,0,0.00
FullWell,Thorlos,8,,,0,0.00
Las Jaras Wines,Le Monde Gourmand,1,,,0,0.00
The Plug Drink,Out of the Woods,3,,,0,0.00
Amberjack,Haand Inc,48,,,0,0.00
jane iredale,Nanit,9,,,0,0.00
Birthdate Co.,Hedley & Bennett,14,,,0,0.00
Ruggish Co.,My Medic,1,,,0,0.00
Trace Minerals,esmi Skin Minerals,167,,,0,0.00
Dropps,NOTO Botanics,7,,,0,0.00
Mosi,vitruvi,29,,,0,0.00
Haand Inc,Tubby Todd Bath Co.,3,,,0,0.00
Haand Inc,Crown Affair,1,,,0,0.00
Spritz Society,Beginning Boutique,9,,,0,0.00
Laura Geller,Verdant Lyfe,34,,,0,0.00
Firebelly Tea,KraveBeauty,8,,,0,0.00
Toad&Co,BlendJet,55,,,0,0.00
Le Mini Macaron,NEIWAI,100,,,0,0.00
good light,Divi,12,,,0,0.00
MantraBand,doublesoul,52,,,0,0.00
Trace Minerals,Bala,2,,,0,0.00
KraveBeauty,Ritual Zero Proof,4,,,0,0.00
vitruvi,KraveBeauty,28,,,0,0.00
happy being,Year & Day,3,,,0,0.00
Homesick Candles,Lunya,32,,,0,0.00
Firebelly Tea,Shinesty,7,,,0,0.00
Willa's,Dr. Squatch,1,,,0,0.00
Kortni Jeane,Molekule,3,,,0,0.00
Spärkel Beverage Systems,Posh Peanut,1,,,0,0.00
BelliWelli,LuminAID,7,,,0,0.00
SENREVE,FRANC,1,,,0,0.00
ETOILE,Oradina,16,,,0,0.00
Thorlos,Haand Inc,4,,,0,0.00
MAXPRO Fitness,True Made Foods,7,,,0,0.00
vitruvi,Tower 28 Beauty,5,,,0,0.00
Lauren B. Beauty,Kopari,1,,,0,0.00
Le Mini Macaron,Nood,27,,,0,0.00
Liquid I.V.,Vacation®,135,,,0,0.00
Baby Delight,Moonglow,3,,,0,0.00
Bad Birdie,Koio,17,,,0,0.00
Sani,Ancient Nutrition,1,,,0,0.00
Coco Moon,Needed,21,,,0,0.00
The CrunchCup,NOTO Botanics,1,,,0,0.00
OOBE BRAND,Felix Gray,5,,,0,0.00
Pulp Pantry,True Classic,5,,,0,0.00
Afloral,Pulp Pantry,1,,,0,0.00
Veil,Waterboy,1,,,0,0.00
eyebobs,Siblings,7,,,0,0.00
woolino,Manduka,7,,,0,0.00
LILAS Wellness,Glamnetic,4,,,0,0.00
Winky Lux,NEIWAI,56,,,0,0.00
Wondery,Sunfood Superfoods,7,,,0,0.00
Winky Lux,Electric Picks Jewelry,43,,,0,0.00
EVER Skincare,Motherhood,7,,,0,0.00
Halfdays,Out of the Woods,24,,,0,0.00
RIND Snacks,Fable Home,6,,,0,0.00
ARMRA Colostrum™,Airsign,72,,,0,0.00
LuminAID,Outer Aisle,27,,,0,0.00
Whimsy and Row,Cadence,18,,,0,0.00
Casa de Sante,Le Mini Macaron,2,,,0,0.00
Solly Baby,The CrunchCup,8,,,0,0.00
Captain Blankenship,Caden Lane,2,,,0,0.00
Seoul Ceuticals,Create,1,,,0,0.00
Bad Birdie,Beekman 1802,6,,,0,0.00
Aura Bora,Natalist Co.,1,,,0,0.00
Dr. Squatch,Siete Foods,128,,,0,0.00
Nuudii System,happy being,15,,,0,0.00
Snibbs,Pretzels.com,7,,,0,0.00
Munk Pack,Hedley & Bennett,1,,,0,0.00
Sanzo,Glamnetic,8,,,0,0.00
Seoul Ceuticals,Rains,3,,,0,0.00
Marea,Liquid I.V.,243,,,0,0.00
Captain Blankenship,Kosterina,2,,,0,0.00
Softies,Buffbunny Collection,1,,,0,0.00
Zensah,Finn + Emma,1,,,0,0.00
Dryft Sleep,Divi,1,,,0,0.00
Airsign,Hedley & Bennett,3,,,0,0.00
Solly Baby,ezpz,557,,,0,0.00
Billion Dollar Beauty,Ponto Footwear,5,,,0,0.00
Bokksu Market,Afloral,7,,,0,0.00
iHeartRaves,SolaWave,2,,,0,0.00
Better & Better,Tula Skincare,1,,,0,0.00
Motherhood,Posh Peanut,22,,,0,0.00
LightWater Skin,NEIWAI,4,,,0,0.00
Kortni Jeane,Kopari,6,,,0,0.00
ELVY Lab,Nala Care,1,,,0,0.00
SolaWave,Ry & Pen,1,,,0,0.00
Manduka,The Plug Drink,2,,,0,0.00
Degs & Sal,NOMAD Grills,26,,,0,0.00
good light,Volcom,8,,,0,0.00
Bloomscape,Serenity Kids,3,,,0,0.00
Beginning Boutique,LuminAID,1,,,0,0.00
K2 Energy Solution,Shinesty,6,,,0,0.00
Bala,Felix Gray,180,,,0,0.00
FullWell,Giapenta,5,,,0,0.00
SENREVE,Sijo,4,,,0,0.00
Storied Hats,Calin,2,,,0,0.00
Thorlos,MantraBand,2,,,0,0.00
esmi Skin Minerals,A Kids Co.,1,,,0,0.00
Mario Badescu Skin Care,Le Mini Macaron,26,,,0,0.00
Character Home,Luca Faloni,2,,,0,0.00
AAVRANI,Billion Dollar Beauty,1,,,0,0.00
Snuggle Me Organic,Highline Wellness,2,,,0,0.00
WP Standard,Needed,1,,,0,0.00
Cleverman,Dagne Dover,1,,,0,0.00
Beginning Boutique,JACK HENRY,13,,,0,0.00
ARMRA Colostrum™,Ponto Footwear,1,,,0,0.00
Nuudii System,Covey Skincare,6,,,0,0.00
World Wide Stereo,Canopy,2,,,0,0.00
Willa's,LuminAID,1,,,0,0.00
Parken Jewelry,Clover by CLOVE + HALLOW,2,,,0,0.00
jot,Hedley & Bennett,64,,,0,0.00
Dropps,jot,11,,,0,0.00
Hally Hair,Aura Bora,3,,,0,0.00
Afloral,Common Era Jewelry,98,,,0,0.00
Tubby Todd Bath Co.,AVEC,1,,,0,0.00
Ritual Zero Proof,Hedley & Bennett,317,,,0,0.00
Tubby Todd Bath Co.,UPSAINT,1,,,0,0.00
Mario Badescu Skin Care,Compass Coffee,5,,,0,0.00
MantraBand,Quitch,2,,,0,0.00
IVL Collective,Monica & Andy Inc.,3,,,0,0.00
Karma Nuts,Branch,4,,,0,0.00
Honest,D.S. & Durga,1,,,0,0.00
happy being,Cadence,1,,,0,0.00
Liquid I.V.,Spyder,53,,,0,0.00
Thorlos,Lalo,13,,,0,0.00
Dr. Squatch,Nutshell Coolers,6,,,0,0.00
Licorice,Kindra,42,,,0,0.00
Boie USA,Willow Pumps,16,,,0,0.00
Haand Inc,OOBE BRAND,2,,,0,0.00
INTO THE AM,120/Life,3,,,0,0.00
Divi,Otteroo,21,,,0,0.00
Houseplant,Kindra,1,,,0,0.00
Three Ships,LIVELY,39,,,0,0.00
Licorice,Kinflyte,6,,,0,0.00
Rif Care,SeaVees,2,,,0,0.00
Ritual Zero Proof,NEIWAI,37,,,0,0.00
Munk Pack,Caden Lane,21,,,0,0.00
Blueland,Hydrant,6,,,0,0.00
Cleverman,Zensah,1,,,0,0.00
Cali's Books,Kortni Jeane,2,,,0,0.00
True Classic,Modern Fuel,30,,,0,0.00
Sonrei Skin,Mented Cosmetics,1,,,0,0.00
Saranoni Luxury Blankets,Bad Birdie,1,,,0,0.00
Beginning Boutique,ARMRA Colostrum™,448,,,0,0.00
Licorice,Zensah,4,,,0,0.00
Dirty Labs,The Secure Mat,2,,,0,0.00
Pretzels.com,jane iredale,12,,,0,0.00
Oradina,Thorlos,14,,,0,0.00
Waterboy,Goodlife Clothing,27,,,0,0.00
Lalo,Coco Moon,34,,,0,0.00
Lollipetals,Waterboy,2,,,0,0.00
Dagne Dover,Ritual Zero Proof,324,,,0,0.00
Toad&Co,Tower 28 Beauty,5,,,0,0.00
Bala,Nood,1,,,0,0.00
Character Home,Newton Baby,1,,,0,0.00
LightWater Skin,Quitch,2,,,0,0.00
Create,Explorer Cold Brew,3,,,0,0.00
Binto,Caden Lane,5,,,0,0.00
Molekule,Ancient Nutrition,12,,,0,0.00
Evergreen,Little Words Project,2,,,0,0.00
True Classic,Dakine,23,,,0,0.00
Boie USA,Thorlos,4,,,0,0.00
Winky Lux,Wolf & Shepherd,29,,,0,0.00
Spärkel Beverage Systems,Sprout Living,5,,,0,0.00
Munk Pack,OOBE BRAND,2,,,0,0.00
Perfect Keto,Outer Aisle,3,,,0,0.00
Aura Bora,Munk Pack,7,,,0,0.00
Beyond Polish,21Seeds Tequila,5,,,0,0.00
Estella,BlendJet,31,,,0,0.00
LightWater Skin,Buffbunny Collection,1,,,0,0.00
gold + ivy,Vegamour,25,,,0,0.00
Birthdate Co.,Lollipetals,1,,,0,0.00
Haand Inc,Newton Baby,7,,,0,0.00
gold + ivy,Dr. Squatch,11,,,0,0.00
Spärkel Beverage Systems,Liquid I.V.,140,,,0,0.00
iHeartRaves,Vegamour,18,,,0,0.00
UNTUCKit,Moonglow,144,,,0,0.00
Ritual Zero Proof,Thousand Fell,5,,,0,0.00
Haand Inc,Ritual Zero Proof,5,,,0,0.00
Snuggle Me Organic,SPONGELLE,6,,,0,0.00
Veil,Houseplant,5,,,0,0.00
Halfdays,Estella,4,,,0,0.00
Wondery,World Wide Stereo,48,,,0,0.00
Sonrei Skin,SPONGELLE,1,,,0,0.00
Tubby Todd Bath Co.,Fresh Peaches,5,,,0,0.00
Tubby Todd Bath Co.,Spärkel Beverage Systems,1,,,0,0.00
ETOILE,MAXPRO Fitness,5,,,0,0.00
Toad&Co,Munk Pack,1,,,0,0.00
Blossom,Ami Colé,1,,,0,0.00
Newton Baby,Baby Tula,27,,,0,0.00
Kinflyte,Laura Geller,9,,,0,0.00
Lalabu,Kate Quinn,1,,,0,0.00
Oradina,iota,5,,,0,0.00
Parken Jewelry,Softies,5,,,0,0.00
Beyond Polish,SENREVE,40,,,0,0.00
Banza,Houseplant,1,,,0,0.00
Billion Dollar Beauty,Le Monde Gourmand,5,,,0,0.00
21Seeds Tequila,Som Sleep,8,,,0,0.00
esmi Skin Minerals,Fuse Lenses,2,,,0,0.00
Electric Picks Jewelry,Curie,55,,,0,0.00
Tubby Todd Bath Co.,wildwonder,10,,,0,0.00
Corpus Naturals,Estella,8,,,0,0.00
Misaky.Tokyo,Little Words Project,2,,,0,0.00
eyebobs,My Medic,2,,,0,0.00
Evergreen,Sijo,1,,,0,0.00
Tiege Hanley,KA! Empathogenics,2,,,0,0.00
MantraBand,Toad&Co,111,,,0,0.00
Spritz Society,Wildfang,1,,,0,0.00
iota,MAXPRO Fitness,139,,,0,0.00
Afloral,WP Standard,3,,,0,0.00
Homesick Candles,Brightech,1,,,0,0.00
Newton Baby,Amberjack,11,,,0,0.00
Zensah,Seafolly Australia,2,,,0,0.00
Lily Jade,zing bars,2,,,0,0.00
The Plug Drink,Tinto Amorio,21,,,0,0.00
woolino,Shinesty,9,,,0,0.00
Hedley & Bennett,NOTO Botanics,2,,,0,0.00
Amazi Foods,Liquid I.V.,11,,,0,0.00
NOTO Botanics,Oradina,3,,,0,0.00
Licorice,Aura Bora,22,,,0,0.00
Nood,Natalist Co.,8,,,0,0.00
Ruggish Co.,Coterie,8,,,0,0.00
Dirty Labs,Softies,4,,,0,0.00
Opopop,Branch,36,,,0,0.00
Sensory Joy,Bodily,4,,,0,0.00
NOTO Botanics,Aura Bora,6,,,0,0.00
Homesick Candles,Fable Home,1,,,0,0.00
Revolution Cooking,Coffee Bros.,3,,,0,0.00
Oradina,Buffbunny Collection,73,,,0,0.00
Licorice,Cali's Books,5,,,0,0.00
Bellway,jane iredale,1,,,0,0.00
Thorlos,KA! Empathogenics,5,,,0,0.00
Baby K'tan,Milton & Goose,2,,,0,0.00
Las Jaras Wines,Divya's,1,,,0,0.00
Blueland,Distil Union,2,,,0,0.00
Licorice,Mario Badescu Skin Care,11,,,0,0.00
Thorlos,cbdMD,18,,,0,0.00
Willa's,Kosterina,4,,,0,0.00
