PUBLISHER,BRAND_NAME,CPA,CPO,BRAND_IMPRESSIONS,CONV_COUNT,NEW_CONV_COUNT,TOTAL_AD_SPEND,RPM,CVR
Nood,Dr. Squatch,25.00000000,0.00000000,1404,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Morphe,,,1278,2,0,50.00,39.12363067,0.001565
Houseplant,Vegamour,50.00000000,0.00000000,247,0,0,0.00,0.00000000,0.000000
Once Upon a Farm,NOMAD Grills,,,204,0,0,0.00,0.00000000,0.000000
The Nue Co.,Kosterina,,,176,0,0,0.00,0.00000000,0.000000
8Greens,Laura Geller,,,941,2,2,30.00,31.88097768,0.002125
Muslin Comfort,Laura Geller,,,3433,3,3,45.00,13.10806874,0.000874
Morphe,LIVELY,,,957,1,1,35.00,36.57262278,0.001045
Bobbie,Willow Pumps,,,1662,1,1,40.00,24.06738869,0.000602
Dreamland Baby,Beyond Polish,,,1625,0,0,0.00,0.00000000,0.000000
For Days,Tula Skincare,,,664,0,0,0.00,0.00000000,0.000000
My Medic,Myles,,,1535,0,0,0.00,0.00000000,0.000000
Vegamour,Tubby Todd Bath Co.,10.00000000,0.00000000,375,0,0,0.00,0.00000000,0.000000
Posh Peanut,ezpz,,,438,0,0,0.00,0.00000000,0.000000
Monica & Andy Inc.,Liquid I.V.,,,1312,0,0,0.00,0.00000000,0.000000
Halfdays,Tower 28 Beauty,,,1099,0,0,0.00,0.00000000,0.000000
Kosas Cosmetics,Lunya,150.00000000,75.00000000,3069,0,0,0.00,0.00000000,0.000000
Glamnetic,Liquid I.V.,,,15330,0,0,0.00,0.00000000,0.000000
Baby Tula,Caden Lane,,,3351,11,7,304.00,90.71918830,0.003283
ARMRA Colostrum™,Curie,,,264,3,2,25.00,94.69696970,0.011364
Spyder,Sol de Janeiro,20.00000000,10.00000000,1084,1,0,10.00,9.22509225,0.000923
Carve Designs,Moonglow,,,905,0,0,0.00,0.00000000,0.000000
jane iredale,Toad&Co,,,196,0,0,0.00,0.00000000,0.000000
Oars + Alps,Airsign,,,314,0,0,0.00,0.00000000,0.000000
Oars + Alps,True Classic,45.00000000,0.00000000,1876,2,2,90.00,47.97441365,0.001066
8Greens,Character Home,150.00000000,50.00000000,415,0,0,0.00,0.00000000,0.000000
True Botanicals,Carve Designs,,,2059,2,1,70.00,33.99708596,0.000971
NEIWAI,woolino,,,381,0,0,0.00,0.00000000,0.000000
Cadence,Vegamour,50.00000000,0.00000000,549,0,0,0.00,0.00000000,0.000000
Mario Badescu Skin Care,For Days,30.00000000,15.00000000,126,1,0,15.00,119.04761905,0.007937
Sol de Janeiro,The Plug Drink,,,254,0,0,0.00,0.00000000,0.000000
Willow Pumps,Gathre,,,237,1,0,20.00,84.38818565,0.004219
KraveBeauty,M.M.LaFleur,,,991,0,0,0.00,0.00000000,0.000000
Rael,doublesoul,,,186,0,0,0.00,0.00000000,0.000000
Fable Home,Licorice,,,110,0,0,0.00,0.00000000,0.000000
My Girl Wellness,Laura Geller,,,134,0,0,0.00,0.00000000,0.000000
Beginning Boutique,SENREVE,,,751,0,0,0.00,0.00000000,0.000000
Hello Cake,True Classic,45.00000000,0.00000000,2116,0,0,0.00,0.00000000,0.000000
Posh Peanut,Laura Geller,,,1336,2,2,30.00,22.45508982,0.001497
Tubby Todd Bath Co.,Monica & Andy Inc.,,,3803,26,4,400.00,105.18012096,0.006837
Dagne Dover,Motherhood,40.00000000,7.00000000,107,0,0,0.00,0.00000000,0.000000
Oars + Alps,Licorice,,,237,0,0,0.00,0.00000000,0.000000
Posh Peanut,Ruggish Co.,,,2861,0,0,0.00,0.00000000,0.000000
Posh Peanut,Tubby Todd Bath Co.,10.00000000,0.00000000,14462,22,22,220.00,15.21228046,0.001521
Bobbie,Solly Baby,,,1681,4,3,66.00,39.26234384,0.002380
cbdMD,BlendJet,,,237,0,0,0.00,0.00000000,0.000000
Cadence,Carve Designs,,,230,2,0,20.00,86.95652174,0.008696
Liquid I.V.,Afloral,,,184,0,0,0.00,0.00000000,0.000000
Girlfriend Collective,Bala,,,223,0,0,0.00,0.00000000,0.000000
My Medic,Waterboy,,,1298,0,0,0.00,0.00000000,0.000000
Cadence,Common Era Jewelry,,,146,0,0,0.00,0.00000000,0.000000
HATCH,Girlfriend Collective,,,643,1,1,25.00,38.88024883,0.001555
Willow Pumps,SENREVE,,,117,0,0,0.00,0.00000000,0.000000
Dr. Motion,Laura Geller,,,881,1,1,15.00,17.02610670,0.001135
Le Mini Macaron,Lunya,150.00000000,75.00000000,619,0,0,0.00,0.00000000,0.000000
Dagne Dover,SolaWave,,,444,1,0,10.00,22.52252252,0.002252
Dirty Labs,Beekman 1802,,,131,0,0,0.00,0.00000000,0.000000
Harold Home,BlendJet,,,158,0,0,0.00,0.00000000,0.000000
ARMRA Colostrum™,Electric Picks Jewelry,,,216,1,0,15.00,69.44444444,0.004630
Once Upon a Farm,Dagne Dover,,,668,0,0,0.00,0.00000000,0.000000
Trace Minerals,Beekman 1802,,,264,0,0,0.00,0.00000000,0.000000
Divi,Mario Badescu Skin Care,15.33333333,2.00000000,1777,0,0,0.00,0.00000000,0.000000
True Classic,NOMAD Grills,,,306,0,0,0.00,0.00000000,0.000000
Halfdays,True Classic,45.00000000,0.00000000,135,0,0,0.00,0.00000000,0.000000
Dagne Dover,Dreamland Baby,,,451,1,1,40.00,88.69179601,0.002217
Carve Designs,jane iredale,20.00000000,5.00000000,125,1,0,5.00,40.00000000,0.008000
Ursa Major,Dagne Dover,,,150,1,1,30.00,200.00000000,0.006667
Dr. Motion,My Medic,,,116,0,0,0.00,0.00000000,0.000000
Sprout Living,My Medic,,,180,0,0,0.00,0.00000000,0.000000
Coco Moon,Vegamour,50.00000000,0.00000000,374,0,0,0.00,0.00000000,0.000000
Once Upon a Farm,Bodily,,,843,0,0,0.00,0.00000000,0.000000
Mario Badescu Skin Care,Manduka,,,110,0,0,0.00,0.00000000,0.000000
Laura Geller,Koio,50.00000000,50.00000000,1162,0,0,0.00,0.00000000,0.000000
Tubby Todd Bath Co.,Volcom,15.00000000,8.00000000,296,1,0,8.00,27.02702703,0.003378
Kindra,Foria,,,359,1,1,20.00,55.71030641,0.002786
ARMRA Colostrum™,Dr. Squatch,25.00000000,0.00000000,1025,3,3,75.00,73.17073171,0.002927
BlendJet,Caraway,,,2135,4,2,220.00,103.04449649,0.001874
EVER Skincare,Sol de Janeiro,20.00000000,10.00000000,257,0,0,0.00,0.00000000,0.000000
BlendJet,Blueland,33.00000000,0.00000000,506,1,1,33.00,65.21739130,0.001976
Sol de Janeiro,Juna,,,428,0,0,0.00,0.00000000,0.000000
Opopop,Pretzels.com,,,982,0,0,0.00,0.00000000,0.000000
Harold Home,Caraway,,,100,0,0,0.00,0.00000000,0.000000
Bobbie,ezpz,,,490,0,0,0.00,0.00000000,0.000000
Morphe,Mario Badescu Skin Care,15.33333333,2.00000000,1238,0,0,0.00,0.00000000,0.000000
Dr. Squatch,Newton Baby,,,652,0,0,0.00,0.00000000,0.000000
Halfdays,Waterboy,,,926,1,0,10.00,10.79913607,0.001080
Bad Birdie,Sol de Janeiro,20.00000000,10.00000000,650,3,0,30.00,46.15384615,0.004615
Mario Badescu Skin Care,Yana Sleep,,,1454,0,0,0.00,0.00000000,0.000000
For Days,Ursa Major,30.00000000,0.00000000,1139,1,0,9.98,8.76207199,0.000878
Tower 28 Beauty,Sunday Citizen,,,311,0,0,0.00,0.00000000,0.000000
Nuudii System,Dagne Dover,,,380,0,0,0.00,0.00000000,0.000000
Willow Pumps,Lalabu,,,943,1,0,4.00,4.24178155,0.001060
Dr. Motion,NOMAD Grills,,,274,0,0,0.00,0.00000000,0.000000
mate,True Classic,45.00000000,0.00000000,462,0,0,0.00,0.00000000,0.000000
GoNanas,Glamnetic,,,265,1,0,10.00,37.73584906,0.003774
Dollar Shave Club,Wildfang,,,184,0,0,0.00,0.00000000,0.000000
Blueland,Monica & Andy Inc.,,,264,0,0,0.00,0.00000000,0.000000
eyebobs,Year & Day,,,276,1,0,60.00,217.39130435,0.003623
Beyond Polish,Tower 28 Beauty,,,172,1,1,15.00,87.20930233,0.005814
woolino,Primally Pure,,,554,0,0,0.00,0.00000000,0.000000
Winky Lux,Dagne Dover,,,135,0,0,0.00,0.00000000,0.000000
Juna,SolaWave,,,105,1,0,10.00,95.23809524,0.009524
Tula Skincare,Newton Baby,,,356,0,0,0.00,0.00000000,0.000000
MantraBand,Pretzels.com,,,169,0,0,0.00,0.00000000,0.000000
Amberjack,ARMRA Colostrum™,,,393,1,1,50.00,127.22646310,0.002545
Natalist Co.,Dagne Dover,,,165,0,0,0.00,0.00000000,0.000000
BlendJet,Pretzels.com,,,591,2,2,50.00,84.60236887,0.003384
Beekman 1802,Glamnetic,,,204,0,0,0.00,0.00000000,0.000000
Posh Peanut,Once Upon a Farm,,,280,1,1,40.00,142.85714286,0.003571
Winged Wellness,Sol de Janeiro,20.00000000,10.00000000,213,0,0,0.00,0.00000000,0.000000
Branch,M.M.LaFleur,,,114,0,0,0.00,0.00000000,0.000000
Dagne Dover,Sijo,,,193,1,0,40.00,207.25388601,0.005181
Little Words Project,Morphe,,,241,0,0,0.00,0.00000000,0.000000
BelliWelli,Liquid I.V.,,,394,0,0,0.00,0.00000000,0.000000
Nodpod,NOMAD Grills,,,236,0,0,0.00,0.00000000,0.000000
Dirty Labs,ettitude,,,108,1,1,75.00,694.44444444,0.009259
MantraBand,Afloral,,,110,0,0,0.00,0.00000000,0.000000
FullWell,Character Home,150.00000000,50.00000000,272,0,0,0.00,0.00000000,0.000000
For Days,Crown Affair,,,101,1,1,18.29,181.08910891,0.009901
Anyday,Dagne Dover,,,203,0,0,0.00,0.00000000,0.000000
Carve Designs,Dollar Shave Club,30.00000000,0.00000000,154,0,0,0.00,0.00000000,0.000000
Maverick & Co.,Canopy,,,159,0,0,0.00,0.00000000,0.000000
Degs & Sal,MANSCAPED,,,172,0,0,0.00,0.00000000,0.000000
GRIP6,Caden Lane,,,256,0,0,0.00,0.00000000,0.000000
Winky Lux,Le Mini Macaron,,,100,0,0,0.00,0.00000000,0.000000
Bobbie,Milton & Goose,,,316,0,0,0.00,0.00000000,0.000000
Blueland,Bodily,,,105,0,0,0.00,0.00000000,0.000000
Dreamland Baby,Luca Faloni,,,267,0,0,0.00,0.00000000,0.000000
Laura Geller,Little Words Project,,,344,0,0,0.00,0.00000000,0.000000
Amberjack,Felix Gray,,,422,0,0,0.00,0.00000000,0.000000
RiotSociety.com,GRIP6,,,125,0,0,0.00,0.00000000,0.000000
Coterie,Once Upon a Farm,,,168,0,0,0.00,0.00000000,0.000000
iota,Little Words Project,,,136,0,0,0.00,0.00000000,0.000000
Siblings,Dr. Squatch,25.00000000,0.00000000,224,1,0,1.00,4.46428571,0.004464
Tula Skincare,Solly Baby,,,100,0,0,0.00,0.00000000,0.000000
Ritual Zero Proof,ettitude,,,120,0,0,0.00,0.00000000,0.000000
Primally Pure,Dreamland Baby,,,341,1,1,40.00,117.30205279,0.002933
Tubby Todd Bath Co.,Hedley & Bennett,,,188,0,0,0.00,0.00000000,0.000000
Girlfriend Collective,SortJoy,,,100,1,0,45.00,450.00000000,0.010000
Baby Delight,Nanit,,,251,2,1,75.00,298.80478088,0.007968
Amberjack,The CrunchCup,,,104,0,0,0.00,0.00000000,0.000000
Dirty Labs,Fable Home,,,148,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,LOOPS,,,196,0,0,0.00,0.00000000,0.000000
HATCH,BlendJet,,,143,0,0,0.00,0.00000000,0.000000
Le Monde Gourmand,NOMAD Grills,,,379,0,0,0.00,0.00000000,0.000000
Harold Home,True Classic,45.00000000,0.00000000,226,0,0,0.00,0.00000000,0.000000
Snuggle Me Organic,Lalabu,,,404,1,1,7.00,17.32673267,0.002475
Olive & June,"Dermaclara, LLC",,,171,0,0,0.00,0.00000000,0.000000
Twillory,Altitude Functional Beverages,,,159,0,0,0.00,0.00000000,0.000000
Lily Jade,Snuggle Me Organic,,,208,0,0,0.00,0.00000000,0.000000
Fable Home,ARMRA Colostrum™,,,286,0,0,0.00,0.00000000,0.000000
Spyder,Morphe,,,348,0,0,0.00,0.00000000,0.000000
ByHeart,Coterie,,,179,0,0,0.00,0.00000000,0.000000
Needed,Dreamland Baby,,,488,0,0,0.00,0.00000000,0.000000
Anyday,Airsign,,,281,0,0,0.00,0.00000000,0.000000
Tower 28 Beauty,Buffbunny Collection,,,448,5,0,20.00,44.64285714,0.011161
Lalabu,Dagne Dover,,,121,0,0,0.00,0.00000000,0.000000
Misaky.Tokyo,Blueland,33.00000000,0.00000000,178,0,0,0.00,0.00000000,0.000000
D.S. & Durga,Sol de Janeiro,20.00000000,10.00000000,256,0,0,0.00,0.00000000,0.000000
Nood,For Days,30.00000000,15.00000000,309,2,0,30.00,97.08737864,0.006472
Glamnetic,Beginning Boutique,,,252,1,0,10.00,39.68253968,0.003968
Rockwell Razors,Koio,50.00000000,50.00000000,115,0,0,0.00,0.00000000,0.000000
Billy Reid,Moonglow,,,105,0,0,0.00,0.00000000,0.000000
Tubby Todd Bath Co.,Coco Moon,,,249,3,0,30.00,120.48192771,0.012048
Trace Minerals,Oars + Alps,55.00000000,0.00000000,108,0,0,0.00,0.00000000,0.000000
Dame,Sol de Janeiro,20.00000000,10.00000000,206,0,0,0.00,0.00000000,0.000000
Nanit,FullWell,,,243,0,0,0.00,0.00000000,0.000000
Thousand Fell,Branch,,,116,0,0,0.00,0.00000000,0.000000
Anyday,Laura Geller,,,141,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Better & Better,,,276,0,0,0.00,0.00000000,0.000000
Tushbaby,Volcom,15.00000000,8.00000000,189,0,0,0.00,0.00000000,0.000000
Girlfriend Collective,Curie,,,120,0,0,0.00,0.00000000,0.000000
SolaWave,Le Mini Macaron,,,139,0,0,20.00,143.88489209,0.000000
Cadence,Glamnetic,,,280,1,0,10.00,35.71428571,0.003571
SeaVees,Blueland,33.00000000,0.00000000,199,0,0,0.00,0.00000000,0.000000
Kortni Jeane,NOMAD Grills,,,107,0,0,0.00,0.00000000,0.000000
Solly Baby,Serenity Kids,,,142,0,0,0.00,0.00000000,0.000000
Dame,Le Mini Macaron,,,120,0,0,0.00,0.00000000,0.000000
ettitude,Liquid I.V.,,,107,0,0,0.00,0.00000000,0.000000
Felix Gray,Primally Pure,,,175,0,0,0.00,0.00000000,0.000000
Hydrant,vitruvi,,,123,0,0,0.00,0.00000000,0.000000
IVL Collective,Caden Lane,,,134,1,1,32.00,238.80597015,0.007463
AVEC,Laura Geller,,,100,0,0,0.00,0.00000000,0.000000
SeaVees,Manduka,,,120,0,0,0.00,0.00000000,0.000000
Lavinia Lingerie,Foria,,,115,0,0,0.00,0.00000000,0.000000
Andie,Volcom,15.00000000,8.00000000,122,0,0,0.00,0.00000000,0.000000
Ritual Zero Proof,Pretzels.com,,,114,0,0,0.00,0.00000000,0.000000
Vacation®,Pretzels.com,,,111,0,0,0.00,0.00000000,0.000000
Safari Ltd,Tubby Todd Bath Co.,10.00000000,0.00000000,122,0,0,0.00,0.00000000,0.000000
Kosas Cosmetics,Manduka,,,107,0,0,0.00,0.00000000,0.000000
August Uncommon Tea,Beekman 1802,,,114,0,0,0.00,0.00000000,0.000000
Firebelly Tea,Dr. Squatch,25.00000000,0.00000000,109,0,0,0.00,0.00000000,0.000000
Laura Geller,biom,,,3827,3,0,45.00,11.75855762,0.000784
For Days,Dagne Dover,,,1352,3,0,60.00,44.37869822,0.002219
Beginning Boutique,Primally Pure,,,2191,0,0,0.00,0.00000000,0.000000
Little Words Project,Liquid I.V.,,,5956,1,1,35.00,5.87642713,0.000168
Ritual Zero Proof,MANSCAPED,,,2662,0,0,0.00,0.00000000,0.000000
woolino,Tula Skincare,,,445,0,0,0.00,0.00000000,0.000000
Manduka,Laura Geller,,,5171,2,2,30.00,5.80158577,0.000387
Solly Baby,Newton Baby,,,4758,6,6,18.00,3.78310214,0.001261
Primally Pure,Solly Baby,,,708,0,0,0.00,0.00000000,0.000000
Carve Designs,Laura Geller,,,5304,4,4,60.00,11.31221719,0.000754
Tubby Todd Bath Co.,Little Words Project,,,2149,9,3,105.00,48.85993485,0.004188
Posh Peanut,Tushbaby,,,10256,8,5,105.00,10.23790952,0.000780
Tubby Todd Bath Co.,Caraway,,,1237,6,1,270.00,218.27000808,0.004850
Carve Designs,Sol de Janeiro,20.00000000,10.00000000,1846,0,0,0.00,0.00000000,0.000000
Solly Baby,Character Home,150.00000000,50.00000000,1343,0,0,0.00,0.00000000,0.000000
Amberjack,Dagne Dover,,,718,0,0,0.00,0.00000000,0.000000
Snuggle Me Organic,Newton Baby,,,4539,13,13,39.00,8.59220093,0.002864
Morphe,BlendJet,,,5533,0,0,0.00,0.00000000,0.000000
Morphe,INH Hair,,,2846,0,0,0.00,0.00000000,0.000000
Amberjack,NOMAD Grills,,,2480,0,0,0.00,0.00000000,0.000000
Volcom,Fuse Lenses,,,376,0,0,0.00,0.00000000,0.000000
Fable Home,Character Home,150.00000000,50.00000000,975,0,0,0.00,0.00000000,0.000000
Vegamour,Lunya,150.00000000,75.00000000,3699,4,3,525.00,141.93025142,0.001081
jane iredale,Sol de Janeiro,20.00000000,10.00000000,1963,4,0,40.00,20.37697402,0.002038
Sol de Janeiro,Highline Wellness,,,470,0,0,0.00,0.00000000,0.000000
Moon Pals,BlendJet,,,286,0,0,0.00,0.00000000,0.000000
Halfdays,Year & Day,,,113,0,0,0.00,0.00000000,0.000000
Maverick & Co.,Caden Lane,,,486,0,0,0.00,0.00000000,0.000000
Thorlos,Luca Faloni,,,147,0,0,0.00,0.00000000,0.000000
Bobbie,Nanit,,,4874,9,5,350.00,71.80960197,0.001847
Rains,Ursa Major,30.00000000,0.00000000,465,1,1,30.00,64.51612903,0.002151
Laura Geller,doublesoul,,,337,0,0,0.00,0.00000000,0.000000
Petaluma,Airsign,,,104,0,0,0.00,0.00000000,0.000000
Carve Designs,Dropps,25.00000000,0.00000000,185,0,0,0.00,0.00000000,0.000000
Caden Lane,Once Upon a Farm,,,567,1,1,40.00,70.54673721,0.001764
Dagne Dover,Tini Lux,,,461,0,0,0.00,0.00000000,0.000000
SeaVees,Girlfriend Collective,,,130,0,0,0.00,0.00000000,0.000000
Petunia Pickle Bottom,Solly Baby,,,286,0,0,0.00,0.00000000,0.000000
Tubby Todd Bath Co.,Wolf & Shepherd,,,156,1,0,15.00,96.15384615,0.006410
Lunya,Laura Geller,,,1338,3,3,45.00,33.63228700,0.002242
Homesick Candles,Little Words Project,,,116,0,0,0.00,0.00000000,0.000000
Manduka,Kosas Cosmetics,,,566,0,0,0.00,0.00000000,0.000000
Modern Picnic,BlendJet,,,212,0,0,0.00,0.00000000,0.000000
"Dermaclara, LLC",Laura Geller,,,675,2,2,30.00,44.44444444,0.002963
Afloral,Airsign,,,219,0,0,0.00,0.00000000,0.000000
Andie,Lunya,150.00000000,75.00000000,223,0,0,0.00,0.00000000,0.000000
The HoneyPot,M.M.LaFleur,,,285,0,0,0.00,0.00000000,0.000000
Nood,Tini Lux,,,1496,0,0,0.00,0.00000000,0.000000
Blueland,Tula Skincare,,,418,0,0,0.00,0.00000000,0.000000
Tubby Todd Bath Co.,Posh Peanut,35.00000000,0.00000000,6194,9,9,255.00,41.16887310,0.001453
Blueland,MANSCAPED,,,2561,1,0,0.01,0.00390472,0.000390
Newton Baby,Snuggle Me Organic,,,5805,12,9,210.00,36.17571059,0.002067
Beyond Polish,Morphe,,,2391,3,2,115.00,48.09703053,0.001255
Dr. Squatch,Leeway Home,,,4033,0,0,0.00,0.00000000,0.000000
Dagne Dover,woolino,,,248,1,0,5.00,20.16129032,0.004032
cbdMD,Liquid I.V.,,,2607,1,1,35.00,13.42539317,0.000384
Trace Minerals,Liquid I.V.,,,931,0,0,0.00,0.00000000,0.000000
Nood,Oradina,,,530,0,0,0.00,0.00000000,0.000000
Firebelly Tea,True Classic,45.00000000,0.00000000,197,0,0,0.00,0.00000000,0.000000
Molekule,Character Home,150.00000000,50.00000000,676,0,0,0.00,0.00000000,0.000000
Buffbunny Collection,Snuggle Me Organic,,,594,0,0,0.00,0.00000000,0.000000
Bokksu Market,Le Monde Gourmand,,,433,0,0,0.00,0.00000000,0.000000
Beyond Polish,Tubby Todd Bath Co.,10.00000000,0.00000000,279,1,1,10.00,35.84229391,0.003584
Foria,M.M.LaFleur,,,1074,0,0,0.00,0.00000000,0.000000
Create,Liquid I.V.,,,811,1,1,35.00,43.15659679,0.001233
Molekule,Yana Sleep,,,248,0,0,0.00,0.00000000,0.000000
Crown Affair,Oradina,,,805,0,0,0.00,0.00000000,0.000000
ezpz,Blueland,33.00000000,0.00000000,111,1,1,33.00,297.29729730,0.009009
SeaVees,My Medic,,,123,0,0,0.00,0.00000000,0.000000
MantraBand,For Days,30.00000000,15.00000000,281,0,0,0.00,0.00000000,0.000000
Tushbaby,Dr. Squatch,25.00000000,0.00000000,133,0,0,0.00,0.00000000,0.000000
Primally Pure,Kate Quinn,,,225,0,0,0.00,0.00000000,0.000000
Lalo,Willow Pumps,,,305,0,0,0.00,0.00000000,0.000000
Harold Home,Caden Lane,,,362,1,0,20.00,55.24861878,0.002762
Le Mini Macaron,SolaWave,,,192,0,0,0.00,0.00000000,0.000000
Dreamland Baby,Needed,,,468,1,1,50.00,106.83760684,0.002137
Sunday Citizen,Laura Geller,,,2116,2,2,30.00,14.17769376,0.000945
Rains,Caraway,,,484,0,0,0.00,0.00000000,0.000000
Primally Pure,Newton Baby,,,1038,3,3,9.00,8.67052023,0.002890
Blueland,Glamnetic,,,497,2,2,60.00,120.72434608,0.004024
FullWell,Newton Baby,,,453,0,0,0.00,0.00000000,0.000000
MATE the Label,HATCH,40.00000000,10.00000000,262,2,0,20.00,76.33587786,0.007634
Dame,Create,,,127,0,0,0.00,0.00000000,0.000000
Seoul Ceuticals,Vegamour,50.00000000,0.00000000,136,0,0,0.00,0.00000000,0.000000
Nuudii System,Primally Pure,,,102,0,0,0.00,0.00000000,0.000000
Monica & Andy Inc.,Willow Pumps,,,431,0,0,0.00,0.00000000,0.000000
Morphe,Caraway,,,472,0,0,0.00,0.00000000,0.000000
Sijo,Manduka,,,162,0,0,0.00,0.00000000,0.000000
Andie,Liquid I.V.,,,1485,0,0,0.00,0.00000000,0.000000
BlendJet,Snuggle Me Organic,,,411,0,0,0.00,0.00000000,0.000000
Primally Pure,Beyond Polish,,,710,0,0,0.00,0.00000000,0.000000
Opopop,Dr. Squatch,25.00000000,0.00000000,1226,1,0,1.00,0.81566069,0.000816
Kortni Jeane,Snuggle Me Organic,,,527,0,0,0.00,0.00000000,0.000000
Tower 28 Beauty,ARMRA Colostrum™,,,1188,1,1,50.00,42.08754209,0.000842
Pretzels.com,biom,,,104,0,0,0.00,0.00000000,0.000000
Billion Dollar Beauty,Tula Skincare,,,125,0,0,0.00,0.00000000,0.000000
MantraBand,Dieux Skin,,,117,0,0,0.00,0.00000000,0.000000
My Medic,Volcom,15.00000000,8.00000000,2857,0,0,0.00,0.00000000,0.000000
Olive & June,Kopari,,,561,2,0,60.00,106.95187166,0.003565
Tubby Todd Bath Co.,Solly Baby,,,6760,21,9,306.00,45.26627219,0.003107
Ritual Zero Proof,NOMAD Grills,,,2904,0,0,0.00,0.00000000,0.000000
Corpus Naturals,Cadence,,,323,0,0,0.00,0.00000000,0.000000
8Greens,Blueland,33.00000000,0.00000000,117,1,1,33.00,282.05128205,0.008547
Lunya,Crown Affair,,,150,2,0,25.44,169.60000000,0.013333
Gathre,Storq,,,148,2,1,50.00,337.83783784,0.013514
Manduka,Faherty Brand,,,888,0,0,0.00,0.00000000,0.000000
My Medic,Motherhood,40.00000000,7.00000000,783,0,0,0.00,0.00000000,0.000000
Buffbunny Collection,NOMAD Grills,,,1263,0,0,0.00,0.00000000,0.000000
Carve Designs,NOMAD Grills,,,529,0,0,0.00,0.00000000,0.000000
Tower 28 Beauty,The HoneyPot,,,173,0,0,0.00,0.00000000,0.000000
Liquid I.V.,NEIWAI,,,226,0,0,0.00,0.00000000,0.000000
Halfdays,Felix Gray,,,480,0,0,0.00,0.00000000,0.000000
ettitude,NOMAD Grills,,,270,0,0,0.00,0.00000000,0.000000
iota,Kindra,,,195,0,0,0.00,0.00000000,0.000000
Thousand Fell,For Days,30.00000000,15.00000000,115,0,0,0.00,0.00000000,0.000000
Tower 28 Beauty,MANSCAPED,,,203,1,0,0.01,0.04926108,0.004926
Caden Lane,Moby Wrap,,,222,0,0,0.00,0.00000000,0.000000
Sunday Citizen,Kopari,,,504,0,0,0.00,0.00000000,0.000000
Dagne Dover,Mario Badescu Skin Care,15.33333333,2.00000000,134,0,0,0.00,0.00000000,0.000000
Once Upon a Farm,Lalo,,,743,7,3,100.00,134.58950202,0.009421
Thorlos,Beekman 1802,,,124,0,0,0.00,0.00000000,0.000000
MantraBand,ARMRA Colostrum™,,,255,0,0,0.00,0.00000000,0.000000
Maverick & Co.,Vegamour,50.00000000,0.00000000,109,0,0,0.00,0.00000000,0.000000
Halfdays,KraveBeauty,,,524,0,0,0.00,0.00000000,0.000000
Oradina,LIVELY,,,1099,0,0,0.00,0.00000000,0.000000
Baby Tula,wildwonder,,,462,0,0,0.00,0.00000000,0.000000
Create,NOMAD Grills,,,258,0,0,0.00,0.00000000,0.000000
Highline Wellness,M.M.LaFleur,,,394,1,0,50.00,126.90355330,0.002538
GoNanas,BelliWelli,,,125,0,0,0.00,0.00000000,0.000000
SPONGELLE,Lunya,150.00000000,75.00000000,422,0,0,0.00,0.00000000,0.000000
Dreamland Baby,Finn + Emma,,,498,0,0,0.00,0.00000000,0.000000
Olivers Apparel,MANSCAPED,,,471,0,0,0.00,0.00000000,0.000000
Newton Baby,Morphe,,,103,2,1,70.00,679.61165049,0.019417
Lunya,Afloral,,,112,0,0,0.00,0.00000000,0.000000
Tushbaby,Muslin Comfort,,,364,1,0,5.00,13.73626374,0.002747
ARMRA Colostrum™,"Dermaclara, LLC",,,247,2,1,25.00,101.21457490,0.008097
Siete Foods,Ancient Nutrition,25.00000000,0.00000000,202,0,0,0.00,0.00000000,0.000000
Morphe,Pretzels.com,,,183,0,0,0.00,0.00000000,0.000000
Rains,Branch,,,814,0,0,0.00,0.00000000,0.000000
Girlfriend Collective,Tula Skincare,,,637,1,1,50.00,78.49293564,0.001570
LuminAID,Licorice,,,629,1,1,25.00,39.74562798,0.001590
Divi,Bellway,,,632,0,0,0.00,0.00000000,0.000000
Thorlos,M.M.LaFleur,,,550,0,0,0.00,0.00000000,0.000000
Modern Picnic,Liquid I.V.,,,100,0,0,0.00,0.00000000,0.000000
Raskol Apparel,LINHART NYC,,,300,0,0,0.00,0.00000000,0.000000
Carve Designs,Branch,,,142,0,0,0.00,0.00000000,0.000000
Gibsonlook,Caden Lane,,,115,0,0,0.00,0.00000000,0.000000
Hedley & Bennett,Sijo,,,192,1,0,40.00,208.33333333,0.005208
Beginning Boutique,Winky Lux,,,110,0,0,0.00,0.00000000,0.000000
NEIWAI,Beekman 1802,,,155,0,0,0.00,0.00000000,0.000000
Needed,Ellie & Becks,,,202,0,0,0.00,0.00000000,0.000000
Divi,Gibsonlook,,,356,1,0,18.00,50.56179775,0.002809
RiotSociety.com,Esker,,,106,0,0,0.00,0.00000000,0.000000
Wondery,NOMAD Grills,,,326,0,0,0.00,0.00000000,0.000000
Dagne Dover,Kate Quinn,,,148,0,0,0.00,0.00000000,0.000000
Bobbie,Petunia Pickle Bottom,,,245,0,0,0.00,0.00000000,0.000000
Highline Wellness,Laura Geller,,,280,0,0,0.00,0.00000000,0.000000
P.S.,Snowyskin,,,300,0,0,0.00,0.00000000,0.000000
