PUBLISHER,BRAND_NAME,CPA,CPO,BRAND_IMPRESSIONS,CONV_COUNT,NEW_CONV_COUNT,TOTAL_AD_SPEND,RPM,CVR
Beginning Boutique,Dr. Squatch,25.00000000,0.00000000,180,1,0,1.00,5.55555556,0.005556
The CrunchCup,Vegamour,50.00000000,0.00000000,160,0,0,0.00,0.00000000,0.000000
Ritual Zero Proof,Shinesty,20.00000000,10.00000000,259,0,0,0.00,0.00000000,0.000000
Solly Baby,ByHeart,30.00000000,20.00000000,142,0,0,0.00,0.00000000,0.000000
Vegamour,Little Words Project,,,264,2,2,30.00,113.63636364,0.007576
Ritual Zero Proof,Toad&Co,,,110,0,0,0.00,0.00000000,0.000000
Beginning Boutique,BelliWelli,,,178,0,0,0.00,0.00000000,0.000000
Surely Wines,Blueland,33.00000000,0.00000000,153,0,0,0.00,0.00000000,0.000000
Sijo,Morphe,,,129,0,0,0.00,0.00000000,0.000000
Afloral,Blueland,33.00000000,0.00000000,202,1,1,33.00,163.36633663,0.004950
Kosterina,Character Home,150.00000000,50.00000000,194,0,0,0.00,0.00000000,0.000000
Tower 28 Beauty,HATCH,40.00000000,10.00000000,156,1,1,40.00,256.41025641,0.006410
Hedley & Bennett,Newton Baby,,,123,0,0,0.00,0.00000000,0.000000
Newton Baby,Dr. Squatch,25.00000000,0.00000000,305,2,1,26.00,85.24590164,0.006557
Nuudii System,Carve Designs,,,102,0,0,0.00,0.00000000,0.000000
Revolution Cooking,Liquid I.V.,,,221,1,1,35.00,158.37104072,0.004525
Billion Dollar Beauty,Lunya,150.00000000,75.00000000,166,0,0,0.00,0.00000000,0.000000
Tushbaby,SENREVE,,,228,0,0,0.00,0.00000000,0.000000
mate,Twillory,,,106,0,0,0.00,0.00000000,0.000000
Koio,ettitude,,,197,0,0,0.00,0.00000000,0.000000
Otteroo,Willow Pumps,,,146,0,0,0.00,0.00000000,0.000000
Beginning Boutique,Pretzels.com,,,155,0,0,0.00,0.00000000,0.000000
Serenity Kids,ezpz,,,151,0,0,0.00,0.00000000,0.000000
Beyond Polish,Licorice,,,119,0,0,0.00,0.00000000,0.000000
Coffee Bros.,Caraway,,,148,0,0,0.00,0.00000000,0.000000
Kosas Cosmetics,Sijo,,,174,0,0,0.00,0.00000000,0.000000
Rains,Dollar Shave Club,30.00000000,0.00000000,194,1,0,5.00,25.77319588,0.005155
Beekman 1802,Ancient Nutrition,25.00000000,0.00000000,153,0,0,0.00,0.00000000,0.000000
Primally Pure,Waterboy,,,102,0,0,0.00,0.00000000,0.000000
Carve Designs,True Classic,45.00000000,0.00000000,178,0,0,0.00,0.00000000,0.000000
Vacation®,Buffbunny Collection,,,105,0,0,0.00,0.00000000,0.000000
Anyday,Sijo,,,103,0,0,0.00,0.00000000,0.000000
Dr. Squatch,True Classic,45.00000000,0.00000000,87285,71,71,3195.00,36.60422753,0.000813
Mario Badescu Skin Care,Afloral,,,129,1,0,20.00,155.03875969,0.007752
Halfdays,Le Mini Macaron,,,100,0,0,0.00,0.00000000,0.000000
Afloral,Year & Day,,,174,1,0,60.00,344.82758621,0.005747
Ritual Zero Proof,Branch,,,202,0,0,0.00,0.00000000,0.000000
Tubby Todd Bath Co.,Caden Lane,,,113651,606,191,14412.00,126.80926697,0.005332
Sijo,Cadence,,,215,0,0,0.00,0.00000000,0.000000
Nuudii System,Girlfriend Collective,,,1412,1,1,25.00,17.70538244,0.000708
Liquid I.V.,Curie,,,610,1,0,5.00,8.19672131,0.001639
Trace Minerals,Sol de Janeiro,20.00000000,10.00000000,347,2,0,20.00,57.63688761,0.005764
Canopy,Caden Lane,,,735,9,6,252.00,342.85714286,0.012245
Giften Market,NOMAD Grills,,,862,0,0,0.00,0.00000000,0.000000
Bodily,Tushbaby,,,217,0,0,0.00,0.00000000,0.000000
ByHeart,Caden Lane,,,4206,18,8,456.00,108.41654779,0.004280
Modern Picnic,Cadence,,,137,0,0,0.00,0.00000000,0.000000
Bokksu Market,Liquid I.V.,,,2666,0,0,0.00,0.00000000,0.000000
Solly Baby,Once Upon a Farm,,,189,0,0,0.00,0.00000000,0.000000
KraveBeauty,Character Home,150.00000000,50.00000000,263,0,0,0.00,0.00000000,0.000000
Beginning Boutique,Sol de Janeiro,20.00000000,10.00000000,14997,8,2,100.00,6.66800027,0.000533
Birthdate Co.,True Classic,45.00000000,0.00000000,504,0,0,0.00,0.00000000,0.000000
Mario Badescu Skin Care,Dr. Squatch,25.00000000,0.00000000,389,0,0,0.00,0.00000000,0.000000
Muslin Comfort,Lunya,150.00000000,75.00000000,1040,4,0,300.00,288.46153846,0.003846
Bobbie,Primally Pure,,,839,1,1,10.00,11.91895113,0.001192
Beginning Boutique,Moonglow,,,416,0,0,0.00,0.00000000,0.000000
Fable Home,NOMAD Grills,,,3010,0,0,0.00,0.00000000,0.000000
Hedley & Bennett,Manduka,,,288,2,1,51.00,177.08333333,0.006944
EVER Skincare,M.M.LaFleur,,,1099,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,MantraBand,,,1614,2,0,20.00,12.39157373,0.001239
Solly Baby,Tula Skincare,,,2572,0,0,0.00,0.00000000,0.000000
Blueland,Dagne Dover,,,510,3,2,80.00,156.86274510,0.005882
Beyond Polish,BlendJet,,,2683,2,1,15.00,5.59075662,0.000745
Tubby Todd Bath Co.,Lalabu,,,1244,2,1,11.00,8.84244373,0.001608
For Days,Common Era Jewelry,,,134,0,0,0.00,0.00000000,0.000000
Kosas Cosmetics,Little Words Project,,,731,0,0,0.00,0.00000000,0.000000
Dreamland Baby,MANSCAPED,,,617,0,0,0.00,0.00000000,0.000000
Twillory,Girlfriend Collective,,,418,0,0,0.00,0.00000000,0.000000
Sijo,Vegamour,50.00000000,0.00000000,799,0,0,0.00,0.00000000,0.000000
Dame,Willow Pumps,,,222,0,0,0.00,0.00000000,0.000000
Moonglow,vitruvi,,,152,0,0,0.00,0.00000000,0.000000
Billion Dollar Beauty,Dr. Squatch,25.00000000,0.00000000,114,0,0,0.00,0.00000000,0.000000
Dagne Dover,For Days,30.00000000,15.00000000,465,6,1,105.00,225.80645161,0.012903
Coffee Bros.,Yana Sleep,,,108,0,0,0.00,0.00000000,0.000000
Willow Pumps,Dreamland Baby,,,887,3,3,120.00,135.28748591,0.003382
Baby Tula,ezpz,,,228,0,0,0.00,0.00000000,0.000000
Billy Reid,Manduka,,,195,0,0,0.00,0.00000000,0.000000
Willow Pumps,Oradina,,,316,0,0,0.00,0.00000000,0.000000
Vegamour,MantraBand,,,122,0,0,0.00,0.00000000,0.000000
Dagne Dover,Carve Designs,,,321,1,1,60.00,186.91588785,0.003115
Coterie,Nanit,,,3872,14,5,450.00,116.21900826,0.003616
HATCH,Caden Lane,,,1807,19,9,488.00,270.06087438,0.010515
Primally Pure,Canopy,,,121,1,1,15.00,123.96694215,0.008264
Beyond Polish,Liquid I.V.,,,4258,1,1,35.00,8.21982151,0.000235
Rains,True Classic,45.00000000,0.00000000,1492,1,1,45.00,30.16085791,0.000670
cbdMD,True Classic,45.00000000,0.00000000,4179,2,2,90.00,21.53625269,0.000479
Raskol Apparel,My Medic,,,611,0,0,0.00,0.00000000,0.000000
D.S. & Durga,Houseplant,,,233,0,0,0.00,0.00000000,0.000000
Inamorata,Sol de Janeiro,20.00000000,10.00000000,177,0,0,0.00,0.00000000,0.000000
Coterie,ezpz,,,105,1,1,10.00,95.23809524,0.009524
Ancient Nutrition,Kosas Cosmetics,,,209,2,0,30.00,143.54066986,0.009569
Sol de Janeiro,ARMRA Colostrum™,,,2605,2,2,100.00,38.38771593,0.000768
Buffbunny Collection,Caraway,,,479,0,0,0.00,0.00000000,0.000000
Twillory,Koio,50.00000000,50.00000000,538,1,1,50.00,92.93680297,0.001859
Houseplant,D.S. & Durga,40.00000000,40.00000000,296,0,0,0.00,0.00000000,0.000000
Amberjack,Create,,,183,0,0,0.00,0.00000000,0.000000
Maverick & Co.,Corpus Naturals,,,106,0,0,0.00,0.00000000,0.000000
Muslin Comfort,True Botanicals,,,269,0,0,0.00,0.00000000,0.000000
Tower 28 Beauty,Boie USA,,,239,1,1,8.00,33.47280335,0.004184
Le Mini Macaron,Foria,,,116,0,0,0.00,0.00000000,0.000000
My Girl Wellness,DEUX,,,100,0,0,0.00,0.00000000,0.000000
Halfdays,Branch,,,115,0,0,0.00,0.00000000,0.000000
woolino,Storq,,,591,2,1,50.00,84.60236887,0.003384
Rains,California Arts,,,198,0,0,0.00,0.00000000,0.000000
esmi Skin Minerals,Lunya,150.00000000,75.00000000,101,0,0,0.00,0.00000000,0.000000
Serenity Kids,HATCH,40.00000000,10.00000000,149,0,0,0.00,0.00000000,0.000000
Carve Designs,Caden Lane,,,929,2,0,40.00,43.05705059,0.002153
Andie,Divi,,,297,0,0,0.00,0.00000000,0.000000
DEUX,BlendJet,,,1143,2,1,15.00,13.12335958,0.001750
Divi,Lunya,150.00000000,75.00000000,788,1,0,75.00,95.17766497,0.001269
Crown Affair,Little Words Project,,,505,0,0,0.00,0.00000000,0.000000
Girlfriend Collective,Tower 28 Beauty,,,548,0,0,0.00,0.00000000,0.000000
Volcom,Tubby Todd Bath Co.,10.00000000,0.00000000,146,0,0,0.00,0.00000000,0.000000
Dollar Shave Club,Luca Faloni,,,160,2,0,50.00,312.50000000,0.012500
SPONGELLE,Shinesty,20.00000000,10.00000000,132,0,0,0.00,0.00000000,0.000000
Kosterina,Siete Foods,,,112,0,0,0.00,0.00000000,0.000000
Monica & Andy Inc.,Once Upon a Farm,,,131,0,0,0.00,0.00000000,0.000000
NEIWAI,vitruvi,,,195,0,0,0.00,0.00000000,0.000000
Coffee Bros.,BlendJet,,,239,0,0,0.00,0.00000000,0.000000
Caden Lane,Evergreen,,,114,0,0,0.00,0.00000000,0.000000
Divi,Glamnetic,,,168,3,1,50.00,297.61904762,0.017857
Manduka,LIVELY,,,330,0,0,0.00,0.00000000,0.000000
Lovevery,Monica & Andy Inc.,,,415,2,2,90.00,216.86746988,0.004819
Frog Hollow Farm,Siete Foods,,,183,0,0,0.00,0.00000000,0.000000
Moby Wrap,Snuggle Me Organic,,,486,0,0,0.00,0.00000000,0.000000
Beyond Polish,Afloral,,,495,1,1,30.00,60.60606061,0.002020
Wondery,Beekman 1802,,,195,0,0,0.00,0.00000000,0.000000
Once Upon a Farm,woolino,,,270,2,1,17.00,62.96296296,0.007407
Gathre,Year & Day,,,113,0,0,0.00,0.00000000,0.000000
Tushbaby,Lunya,150.00000000,75.00000000,1815,1,1,150.00,82.64462810,0.000551
Tushbaby,Coterie,,,1054,1,1,16.50,15.65464896,0.000949
GRIP6,Shinesty,20.00000000,10.00000000,1233,0,0,0.00,0.00000000,0.000000
Winky Lux,Foria,,,288,0,0,0.00,0.00000000,0.000000
Dakine,Sol de Janeiro,20.00000000,10.00000000,469,0,0,0.00,0.00000000,0.000000
Kosas Cosmetics,Crown Affair,,,858,2,0,25.44,29.65034965,0.002331
INH Hair,Tula Skincare,,,116,0,0,0.00,0.00000000,0.000000
Dropps,Caraway,,,485,2,1,110.00,226.80412371,0.004124
Sensory Joy,Caden Lane,,,389,1,1,32.00,82.26221080,0.002571
Dr. Motion,M.M.LaFleur,,,100,0,0,0.00,0.00000000,0.000000
Morphe,Beyond Polish,,,1096,0,0,0.00,0.00000000,0.000000
Baby Tula,Coterie,,,257,1,1,16.50,64.20233463,0.003891
Matador Meggings,True Classic,45.00000000,0.00000000,592,1,1,45.00,76.01351351,0.001689
ARMRA Colostrum™,Ursa Major,30.00000000,0.00000000,580,3,3,90.00,155.17241379,0.005172
good light,Laura Geller,,,269,0,0,0.00,0.00000000,0.000000
Coco Moon,Bodily,,,256,2,2,70.00,273.43750000,0.007813
Tower 28 Beauty,iota,,,101,0,0,0.00,0.00000000,0.000000
Foria,ettitude,,,102,0,0,0.00,0.00000000,0.000000
Blueland,Ursa Major,30.00000000,0.00000000,432,0,0,0.00,0.00000000,0.000000
Baby Delight,Lalabu,,,130,0,0,0.00,0.00000000,0.000000
Curie,M.M.LaFleur,,,535,0,0,0.00,0.00000000,0.000000
Laura Geller,MAXPRO Fitness,,,172,0,0,0.00,0.00000000,0.000000
Winky Lux,Caden Lane,,,235,0,0,0.00,0.00000000,0.000000
Petunia Pickle Bottom,Newton Baby,,,414,1,1,3.00,7.24637681,0.002415
Glamnetic,Curie,,,148,3,1,20.00,135.13513514,0.020270
RiotSociety.com,Shinesty,20.00000000,10.00000000,254,0,0,0.00,0.00000000,0.000000
ARMRA Colostrum™,Little Words Project,,,189,3,0,30.00,158.73015873,0.015873
Gibsonlook,Caraway,,,117,0,0,0.00,0.00000000,0.000000
Siblings,Girlfriend Collective,,,287,2,1,30.00,104.52961672,0.006969
Sol de Janeiro,Cadence,,,252,0,0,0.00,0.00000000,0.000000
woolino,ezpz,,,1277,0,0,0.00,0.00000000,0.000000
Halfdays,eyebobs,,,175,0,0,0.00,0.00000000,0.000000
Anyday,Character Home,150.00000000,50.00000000,335,0,0,0.00,0.00000000,0.000000
Siete Foods,Morphe,,,140,0,0,0.00,0.00000000,0.000000
Amberjack,Cardon,,,100,0,0,0.00,0.00000000,0.000000
Caden Lane,Beekman 1802,,,556,1,0,10.00,17.98561151,0.001799
Crown Affair,Carve Designs,,,264,1,0,10.00,37.87878788,0.003788
Kosas Cosmetics,Beginning Boutique,,,313,0,0,0.00,0.00000000,0.000000
Licorice,Year & Day,,,234,0,0,0.00,0.00000000,0.000000
Ritual Zero Proof,Caraway,,,370,0,0,0.00,0.00000000,0.000000
Rockwell Razors,Dagne Dover,,,145,0,0,0.00,0.00000000,0.000000
Muslin Comfort,M.M.LaFleur,,,467,0,0,0.00,0.00000000,0.000000
Twillory,Giapenta,,,265,0,0,0.00,0.00000000,0.000000
NEIWAI,Modern Picnic,,,144,0,0,0.00,0.00000000,0.000000
Dame,doublesoul,,,130,1,1,50.00,384.61538462,0.007692
Baby Delight,Baby Tula,,,106,2,1,15.00,141.50943396,0.018868
Buffbunny Collection,Tubby Todd Bath Co.,10.00000000,0.00000000,562,1,1,10.00,17.79359431,0.001779
Amberjack,INTO THE AM,,,140,0,0,0.00,0.00000000,0.000000
MantraBand,Carve Designs,,,370,1,0,10.00,27.02702703,0.002703
Glamnetic,Airsign,,,242,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Softies,,,201,0,0,0.00,0.00000000,0.000000
For Days,Manduka,,,349,0,0,0.00,0.00000000,0.000000
Waterboy,NOMAD Grills,,,214,0,0,0.00,0.00000000,0.000000
MAXPRO Fitness,Wondery,,,259,0,0,0.00,0.00000000,0.000000
Evereden,Liquid I.V.,,,299,0,0,0.00,0.00000000,0.000000
Anyday,Fable Home,,,208,0,0,0.00,0.00000000,0.000000
Dirty Labs,Airsign,,,281,0,0,0.00,0.00000000,0.000000
Anyday,Beekman 1802,,,241,1,0,10.00,41.49377593,0.004149
Alpyn Beauty,Lunya,150.00000000,75.00000000,153,0,0,0.00,0.00000000,0.000000
Create,Shinesty,20.00000000,10.00000000,112,2,1,30.00,267.85714286,0.017857
Dagne Dover,D.S. & Durga,40.00000000,40.00000000,163,2,2,80.00,490.79754601,0.012270
Koio,Dagne Dover,,,137,0,0,0.00,0.00000000,0.000000
Verdant Lyfe,BlendJet,,,148,0,0,0.00,0.00000000,0.000000
MantraBand,Beyond Polish,,,236,0,0,0.00,0.00000000,0.000000
Bloomscape,NOMAD Grills,,,126,0,0,0.00,0.00000000,0.000000
eyebobs,Hedley & Bennett,,,141,0,0,0.00,0.00000000,0.000000
Wren + Glory,Vegamour,50.00000000,0.00000000,146,0,0,0.00,0.00000000,0.000000
Dagne Dover,Evereden,,,116,0,0,0.00,0.00000000,0.000000
Little Words Project,MANSCAPED,,,348,0,0,0.00,0.00000000,0.000000
Buffbunny Collection,Afloral,,,194,0,0,0.00,0.00000000,0.000000
Lunya,Bala,,,152,0,0,0.00,0.00000000,0.000000
BlendJet,LIVELY,,,252,0,0,0.00,0.00000000,0.000000
Wildfang,Vegamour,50.00000000,0.00000000,184,0,0,0.00,0.00000000,0.000000
Dreamland Baby,LIVELY,,,122,0,0,0.00,0.00000000,0.000000
Morphe,Willow Pumps,,,133,0,0,0.00,0.00000000,0.000000
The Secure Mat,True Classic,45.00000000,0.00000000,184,0,0,0.00,0.00000000,0.000000
Thorlos,Oars + Alps,55.00000000,0.00000000,132,0,0,0.00,0.00000000,0.000000
HATCH,Year & Day,,,127,0,0,0.00,0.00000000,0.000000
"Dermaclara, LLC",Sol de Janeiro,20.00000000,10.00000000,194,0,0,0.00,0.00000000,0.000000
RiotSociety.com,Oars + Alps,55.00000000,0.00000000,108,0,0,0.00,0.00000000,0.000000
jot,biom,,,121,1,0,15.00,123.96694215,0.008264
Ponto Footwear,Twillory,,,109,0,0,0.00,0.00000000,0.000000
RiotSociety.com,Felix Gray,,,120,0,0,0.00,0.00000000,0.000000
Wondery,Willow Pumps,,,103,0,0,0.00,0.00000000,0.000000
Le Mini Macaron,Year & Day,,,134,0,0,0.00,0.00000000,0.000000
Blueland,ettitude,,,100,0,0,0.00,0.00000000,0.000000
Billion Dollar Beauty,Kopari,,,119,0,0,0.00,0.00000000,0.000000
Natalist Co.,M.M.LaFleur,,,102,0,0,0.00,0.00000000,0.000000
BlendJet,Laura Geller,,,37711,32,31,465.00,12.33061971,0.000849
Anyday,BlendJet,,,2020,2,1,15.00,7.42574257,0.000990
Wildfang,Ursa Major,30.00000000,0.00000000,182,0,0,0.00,0.00000000,0.000000
Curie,Liquid I.V.,,,1837,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Liquid I.V.,,,38462,15,23,805.00,20.92974884,0.000390
Tubby Todd Bath Co.,Tula Skincare,,,11855,5,5,250.00,21.08814846,0.000422
Dr. Squatch,Airsign,,,21757,0,0,0.00,0.00000000,0.000000
Buffbunny Collection,Vegamour,50.00000000,0.00000000,5900,4,1,65.00,11.01694915,0.000678
Willow Pumps,Bodily,,,1997,15,7,341.00,170.75613420,0.007511
Dagne Dover,NOMAD Grills,,,6915,0,0,0.00,0.00000000,0.000000
Morphe,Licorice,,,261,0,0,0.00,0.00000000,0.000000
Caden Lane,Lalo,,,4742,10,7,170.00,35.84985238,0.002109
Posh Peanut,Newton Baby,,,7195,8,8,24.00,3.33564976,0.001112
Faherty Brand,Oars + Alps,55.00000000,0.00000000,3196,2,2,110.00,34.41802253,0.000626
Muslin Comfort,Carve Designs,,,233,0,0,0.00,0.00000000,0.000000
True Botanicals,Lunya,150.00000000,75.00000000,8502,6,2,600.00,70.57163020,0.000706
Dollar Shave Club,GRIP6,,,1422,2,1,50.00,35.16174402,0.001406
Liquid I.V.,Glamnetic,,,1534,3,0,40.00,26.07561930,0.001956
Dame,Lunya,150.00000000,75.00000000,2954,5,2,425.00,143.87271496,0.001693
Dreamland Baby,Tushbaby,,,7634,12,10,190.00,24.88865601,0.001572
Bodily,Newton Baby,,,1666,8,8,24.00,14.40576230,0.004802
Beginning Boutique,Willow Pumps,,,168,0,0,0.00,0.00000000,0.000000
Liquid I.V.,DEUX,,,499,0,0,0.00,0.00000000,0.000000
MantraBand,Blueland,33.00000000,0.00000000,589,0,0,0.00,0.00000000,0.000000
Siblings,For Days,30.00000000,15.00000000,441,3,2,75.00,170.06802721,0.006803
Lunya,Blueland,33.00000000,0.00000000,344,1,1,33.00,95.93023256,0.002907
The Plug Drink,BlendJet,,,789,0,0,0.00,0.00000000,0.000000
Twillory,Dagne Dover,,,704,0,0,0.00,0.00000000,0.000000
BlendJet,Tula Skincare,,,1846,1,1,50.00,27.08559047,0.000542
cbdMD,Laura Geller,,,3224,1,1,15.00,4.65260546,0.000310
Storq,woolino,,,411,1,1,12.00,29.19708029,0.002433
Sunday Citizen,Sol de Janeiro,20.00000000,10.00000000,1533,2,0,20.00,13.04631442,0.001305
For Days,Sol de Janeiro,20.00000000,10.00000000,1515,0,0,0.00,0.00000000,0.000000
Tower 28 Beauty,Le Mini Macaron,,,449,0,0,0.00,0.00000000,0.000000
Spyder,Liquid I.V.,,,2377,0,0,0.00,0.00000000,0.000000
Gathre,Character Home,150.00000000,50.00000000,248,0,0,0.00,0.00000000,0.000000
Glamnetic,Caden Lane,,,1107,2,1,52.00,46.97380307,0.001807
Sol de Janeiro,SolaWave,,,2200,6,3,180.00,81.81818182,0.002727
Laura Geller,Posh Peanut,35.00000000,0.00000000,1785,2,2,55.00,30.81232493,0.001120
Glamnetic,LIVELY,,,1440,1,1,35.00,24.30555556,0.000694
Halfdays,Kopari,,,692,1,0,30.00,43.35260116,0.001445
GoNanas,DEUX,,,1023,3,2,45.00,43.98826979,0.002933
Willow Pumps,Needed,,,155,0,0,0.00,0.00000000,0.000000
Beginning Boutique,The HoneyPot,,,244,0,0,0.00,0.00000000,0.000000
eyebobs,Lunya,150.00000000,75.00000000,311,0,0,0.00,0.00000000,0.000000
vitruvi,Laura Geller,,,366,0,0,0.00,0.00000000,0.000000
Ritual Zero Proof,Manduka,,,118,0,0,0.00,0.00000000,0.000000
SolaWave,NOMAD Grills,,,381,0,0,0.00,0.00000000,0.000000
Beyond Polish,NOMAD Grills,,,5346,0,0,0.00,0.00000000,0.000000
Softies,Liquid I.V.,,,153,0,0,0.00,0.00000000,0.000000
Ritual Zero Proof,True Classic,45.00000000,0.00000000,5086,1,1,45.00,8.84781754,0.000197
Laura Geller,Bad Birdie,,,808,0,0,0.00,0.00000000,0.000000
Faherty Brand,D.S. & Durga,40.00000000,40.00000000,650,0,0,0.00,0.00000000,0.000000
For Days,Vegamour,50.00000000,0.00000000,5430,3,1,60.00,11.04972376,0.000552
Laura Geller,Evereden,,,466,0,0,0.00,0.00000000,0.000000
Tula Skincare,Tubby Todd Bath Co.,10.00000000,0.00000000,1128,2,2,20.00,17.73049645,0.001773
Spyder,Vegamour,50.00000000,0.00000000,683,1,0,5.00,7.32064422,0.001464
Tula Skincare,Carve Designs,,,161,1,0,10.00,62.11180124,0.006211
Waterboy,Tini Lux,,,937,0,0,0.00,0.00000000,0.000000
Twillory,Tiege Hanley,31.66666667,0.00000000,295,0,0,0.00,0.00000000,0.000000
Winky Lux,Sol de Janeiro,20.00000000,10.00000000,893,6,2,80.00,89.58566629,0.006719
Vegamour,Kopari,,,4396,5,2,160.00,36.39672429,0.001137
EVER Skincare,BlendJet,,,316,0,0,0.00,0.00000000,0.000000
Canopy,MANSCAPED,,,462,0,0,0.00,0.00000000,0.000000
Faherty Brand,Shinesty,20.00000000,10.00000000,1180,1,1,20.00,16.94915254,0.000847
Frog Hollow Farm,vitruvi,,,206,0,0,0.00,0.00000000,0.000000
Rael,Glamnetic,,,187,0,0,0.00,0.00000000,0.000000
BlendJet,Lunya,150.00000000,75.00000000,1735,0,0,0.00,0.00000000,0.000000
Felix Gray,Wolf & Shepherd,,,287,0,0,0.00,0.00000000,0.000000
Kosas Cosmetics,Glamnetic,,,4135,9,4,170.00,41.11245466,0.002177
Sol de Janeiro,Covey Skincare,,,814,0,0,0.00,0.00000000,0.000000
Raskol Apparel,Zensah,,,680,0,0,0.00,0.00000000,0.000000
Storq,Nanit,,,214,0,0,0.00,0.00000000,0.000000
"Dermaclara, LLC",Vegamour,50.00000000,0.00000000,458,2,0,10.00,21.83406114,0.004367
jot,NOMAD Grills,,,1231,0,0,0.00,0.00000000,0.000000
SACHEU Beauty,Sol de Janeiro,20.00000000,10.00000000,1233,3,1,40.00,32.44120032,0.002433
Little Words Project,ARMRA Colostrum™,,,122,0,0,0.00,0.00000000,0.000000
Buffbunny Collection,Laura Geller,,,3266,0,0,0.00,0.00000000,0.000000
ARMRA Colostrum™,Cadence,,,216,2,2,70.00,324.07407407,0.009259
LIVELY,Dollar Shave Club,30.00000000,0.00000000,319,0,0,0.00,0.00000000,0.000000
Moonglow,NOMAD Grills,,,563,0,0,0.00,0.00000000,0.000000
Morphe,Common Era Jewelry,,,487,0,0,0.00,0.00000000,0.000000
Licorice,Dagne Dover,,,237,2,1,50.00,210.97046414,0.008439
Beyond Polish,LIVELY,,,1009,0,0,0.00,0.00000000,0.000000
Licorice,Wolf & Shepherd,,,268,2,0,30.00,111.94029851,0.007463
Zensah,True Classic,45.00000000,0.00000000,603,0,0,0.00,0.00000000,0.000000
Dropps,BlendJet,,,302,0,0,0.00,0.00000000,0.000000
ARMRA Colostrum™,HATCH,40.00000000,10.00000000,165,0,0,0.00,0.00000000,0.000000
Needed,Tubby Todd Bath Co.,10.00000000,0.00000000,1505,1,1,10.00,6.64451827,0.000664
Manduka,Curie,,,125,1,0,5.00,40.00000000,0.008000
Halfdays,Create,,,103,0,0,0.00,0.00000000,0.000000
Dame,esmi Skin Minerals,,,224,0,0,0.00,0.00000000,0.000000
Lunya,Kopari,,,307,1,0,30.00,97.71986971,0.003257
Amberjack,Wildfang,,,343,0,0,0.00,0.00000000,0.000000
Rains,Wildfang,,,265,0,0,0.00,0.00000000,0.000000
Frog Hollow Farm,Fable Home,,,369,0,0,0.00,0.00000000,0.000000
ARMRA Colostrum™,Lunya,150.00000000,75.00000000,2208,3,2,375.00,169.83695652,0.001359
Fuse Lenses,Shinesty,20.00000000,10.00000000,1003,0,0,0.00,0.00000000,0.000000
Beekman 1802,Licorice,,,1668,0,0,0.00,0.00000000,0.000000
True Botanicals,Airsign,,,3079,0,0,0.00,0.00000000,0.000000
For Days,NOMAD Grills,,,1582,0,0,0.00,0.00000000,0.000000
Dirty Labs,Carve Designs,,,181,0,0,0.00,0.00000000,0.000000
Tushbaby,MANSCAPED,,,348,0,0,0.00,0.00000000,0.000000
Tushbaby,Newton Baby,,,6015,3,3,9.00,1.49625935,0.000499
Hedley & Bennett,Houseplant,,,970,0,0,0.00,0.00000000,0.000000
Skura Style,Laura Geller,,,138,0,0,0.00,0.00000000,0.000000
Cadence,Sunday Citizen,,,242,0,0,0.00,0.00000000,0.000000
RAEN,Faherty Brand,,,113,1,1,85.00,752.21238938,0.008850
Beginning Boutique,Airsign,,,290,0,0,0.00,0.00000000,0.000000
Tower 28 Beauty,For Days,30.00000000,15.00000000,691,1,0,15.00,21.70767004,0.001447
Blueland,NEIWAI,,,169,1,0,20.00,118.34319527,0.005917
Maverick & Co.,JACK HENRY,,,435,0,0,0.00,0.00000000,0.000000
Siblings,Carve Designs,,,130,0,0,0.00,0.00000000,0.000000
Mario Badescu Skin Care,NOMAD Grills,,,956,0,0,0.00,0.00000000,0.000000
Bobbie,Posh Peanut,35.00000000,0.00000000,1236,2,2,55.00,44.49838188,0.001618
Baby Delight,Willow Pumps,,,135,0,0,0.00,0.00000000,0.000000
Beginning Boutique,Nood,,,101,0,0,0.00,0.00000000,0.000000
RAEN,MANSCAPED,,,405,0,0,0.00,0.00000000,0.000000
Nood,Shinesty,20.00000000,10.00000000,2309,0,0,0.00,0.00000000,0.000000
Needed,Serenity Kids,,,389,0,0,0.00,0.00000000,0.000000
Oeuf,Blueland,33.00000000,0.00000000,105,0,0,0.00,0.00000000,0.000000
Thorlos,Caraway,,,204,4,2,220.00,1078.43137255,0.019608
D.S. & Durga,For Days,30.00000000,15.00000000,170,0,0,0.00,0.00000000,0.000000
Liquid I.V.,D.S. & Durga,40.00000000,40.00000000,174,2,0,80.00,459.77011494,0.011494
Natalist Co.,Laura Geller,,,293,0,0,0.00,0.00000000,0.000000
Surely Wines,Caden Lane,,,200,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,NEIWAI,,,905,0,0,0.00,0.00000000,0.000000
biom,NOMAD Grills,,,291,0,0,0.00,0.00000000,0.000000
Hedley & Bennett,Dagne Dover,,,1071,2,2,60.00,56.02240896,0.001867
Tubby Todd Bath Co.,Kopari,,,307,1,0,30.00,97.71986971,0.003257
jot,Vegamour,50.00000000,0.00000000,247,2,2,100.00,404.85829960,0.008097
