PUBLISHER,BRAND_NAME,BRAND_IMPRESSIONS,AVG_CPA,AVG_CPO,CONV_COUNT,TOTAL_AD_SPEND,RPM,CVR,Cost_Per_Conversion,Brand_Score,Bayesian_Rank,Pub_Impr_Rank,RPM_Rank,Agg_Rank,Clean_Agg_Rank
Amberjack,Vegamour,74,,,0,0.0,0.0,0.0,26.28,0.9013331596535089,2.0,14.0,4.0,3.0,3.0
Amberjack,Caden Lane,1086,,,0,0.0,0.0,0.0,26.02,0.8495749019293491,3.0,14.0,5.0,4.0,4.0
Amberjack,Newton Baby,278,3.0,0.0,1,3.0,10.79,0.0036,2.61,0.0017084082745076428,8.0,14.0,2.0,5.0,5.0
Amberjack,Snuggle Me Organic,149,,,0,0.0,0.0,0.0,17.3,0.5027429722295981,5.0,14.0,6.0,5.5,6.0
Amberjack,BlendJet,1807,,,0,0.0,0.0,0.0,7.38,0.10240930656660041,6.0,14.0,7.0,6.5,7.0
Amberjack,Dreamland Baby,64,,,0,0.0,0.0,0.0,6.82,0.05111196837691195,7.0,14.0,8.0,7.5,8.0
Amberjack,NOMAD Grills,2931,,,0,0.0,0.0,0.0,150.0,0.0,9.0,14.0,9.0,9.0,9.0
Kosas Cosmetics,Divi,620,50.0,0.0,2,50.0,80.65,0.0032,39.29,1.0,1.0,15.0,1.0,1.0,1.0
Kosas Cosmetics,Caden Lane,1243,32.0,20.0,1,20.0,16.09,0.0008,26.02,0.8495749019293491,2.0,15.0,3.0,2.5,2.0
Kosas Cosmetics,Dagne Dover,3078,30.0,20.0,5,130.0,42.24,0.0016,24.69,0.7513589611274494,3.0,15.0,2.0,2.5,3.0
Kosas Cosmetics,Bodily,66,,,0,0.0,0.0,0.0,20.46,0.6960135470263176,4.0,15.0,5.0,4.5,4.0
Kosas Cosmetics,Liquid I.V.,8117,35.0,0.0,2,35.0,4.31,0.0002,15.0,0.4028587031127098,5.0,15.0,4.0,4.5,5.0
Kosas Cosmetics,Lunya,3785,150.0,75.0,2,0.0,0.0,0.0005,13.27,0.20306010490929405,6.0,15.0,6.0,6.0,6.0
Volcom,Vegamour,468,,,0,0.0,0.0,0.0,26.28,0.9013331596535089,1.0,16.0,2.0,1.5,1.0
Volcom,Caden Lane,230,,,0,0.0,0.0,0.0,26.02,0.8495749019293491,2.0,16.0,3.0,2.5,2.0
Volcom,Tula Skincare,254,,,0,0.0,0.0,0.0,25.86,0.8022404697371255,3.0,16.0,4.0,3.5,3.0
Volcom,BlendJet,920,10.0,5.0,1,10.0,10.87,0.0011,7.38,0.10240930656660041,6.0,16.0,1.0,3.5,4.0
Volcom,Snuggle Me Organic,95,,,0,0.0,0.0,0.0,17.3,0.5027429722295981,4.0,16.0,5.0,4.5,5.0
Volcom,Liquid I.V.,4519,,,0,0.0,0.0,0.0,15.0,0.4028587031127098,5.0,16.0,6.0,5.5,6.0
Volcom,Newton Baby,102,,,0,0.0,0.0,0.0,2.61,0.0017084082745076428,7.0,16.0,7.0,7.0,7.0
Volcom,Yana Sleep,399,,,0,0.0,0.0,0.0,17.862578973758982,0.0,8.0,16.0,8.0,8.0,8.0
Volcom,Moonglow,4446,,,0,0.0,0.0,0.0,17.862578973758982,0.0,9.0,16.0,9.0,9.0,9.0
Volcom,NOMAD Grills,8893,,,0,0.0,0.0,0.0,150.0,0.0,10.0,16.0,10.0,10.0,10.0
Spyder,Divi,52,50.0,0.0,1,50.0,961.54,0.0192,39.29,1.0,1.0,17.0,1.0,1.0,1.0
Spyder,Caden Lane,500,32.0,20.0,2,64.0,128.0,0.004,26.02,0.8495749019293491,3.0,17.0,2.0,2.5,2.0
Spyder,Vegamour,869,50.0,5.0,1,5.0,5.75,0.0012,26.28,0.9013331596535089,2.0,17.0,4.0,3.0,3.0
Spyder,Tula Skincare,174,,,0,0.0,0.0,0.0,25.86,0.8022404697371255,4.0,17.0,5.0,4.5,4.0
Spyder,Liquid I.V.,3002,35.0,0.0,2,35.0,11.66,0.0007,15.0,0.4028587031127098,7.0,17.0,3.0,5.0,5.0
Spyder,HATCH,63,,,0,0.0,0.0,0.0,18.41,0.5486946458184078,5.0,17.0,6.0,5.5,6.0
Spyder,Monica & Andy Inc.,301,,,0,0.0,0.0,0.0,15.62,0.44882039669139945,6.0,17.0,7.0,6.5,7.0
Spyder,BlendJet,3297,,,0,0.0,0.0,0.0,7.38,0.10240930656660041,8.0,17.0,8.0,8.0,8.0
Spyder,Newton Baby,119,,,0,0.0,0.0,0.0,2.61,0.0017084082745076428,9.0,17.0,9.0,9.0,9.0
Spyder,Moonglow,4829,,,0,0.0,0.0,0.0,17.862578973758982,0.0,10.0,17.0,10.0,10.0,10.0
Spyder,NOMAD Grills,6405,,,0,0.0,0.0,0.0,150.0,0.0,11.0,17.0,11.0,11.0,11.0
Spyder,Yana Sleep,451,,,0,0.0,0.0,0.0,17.862578973758982,0.0,12.0,17.0,12.0,12.0,12.0
Ancient Nutrition,Divi,256,,,0,0.0,0.0,0.0,39.29,1.0,1.0,18.0,2.0,1.5,1.0
Ancient Nutrition,Caden Lane,476,32.0,20.0,1,32.0,67.23,0.0021,26.02,0.8495749019293491,2.0,18.0,1.0,1.5,2.0
Ancient Nutrition,Tula Skincare,1252,,,0,0.0,0.0,0.0,25.86,0.8022404697371255,3.0,18.0,3.0,3.0,3.0
Ancient Nutrition,Dagne Dover,125,,,0,0.0,0.0,0.0,24.69,0.7513589611274494,4.0,18.0,4.0,4.0,4.0
Ancient Nutrition,Lunya,2831,,,0,0.0,0.0,0.0,13.27,0.20306010490929405,5.0,18.0,5.0,5.0,5.0
Ancient Nutrition,NOMAD Grills,5311,,,0,0.0,0.0,0.0,150.0,0.0,6.0,18.0,6.0,6.0,6.0
Solly Baby,Divi,1512,50.0,0.0,2,100.0,66.14,0.0013,39.29,1.0,1.0,19.0,4.0,2.5,1.0
Solly Baby,Dagne Dover,4948,30.0,20.0,18,490.0,99.03,0.0036,24.69,0.7513589611274494,4.0,19.0,3.0,3.5,2.0
Solly Baby,Gathre,2492,20.0,20.0,12,260.0,104.33,0.0048,20.43,0.6508183826734336,5.0,19.0,2.0,3.5,3.0
Solly Baby,HATCH,1825,40.0,10.0,10,230.0,126.03,0.0055,18.41,0.5486946458184078,6.0,19.0,1.0,3.5,4.0
Solly Baby,Vegamour,2484,50.0,3.0,2,55.0,22.14,0.0008,26.28,0.9013331596535089,2.0,19.0,7.0,4.5,5.0
Solly Baby,Tula Skincare,3066,50.0,0.0,1,0.0,0.0,0.0003,25.86,0.8022404697371255,3.0,19.0,9.0,6.0,6.0
Solly Baby,Lalo,3994,20.0,10.0,5,90.0,22.53,0.0013,13.96,0.2999133270875397,7.0,19.0,6.0,6.5,7.0
Solly Baby,BlendJet,1219,10.0,5.0,3,30.0,24.61,0.0025,7.38,0.10240930656660041,8.0,19.0,5.0,6.5,8.0
Solly Baby,Newton Baby,5820,3.0,0.0,20,45.0,7.73,0.0034,2.61,0.0017084082745076428,9.0,19.0,8.0,8.5,9.0
Solly Baby,NOMAD Grills,566,,,0,0.0,0.0,0.0,150.0,0.0,10.0,19.0,10.0,10.0,10.0
Halfdays,Dagne Dover,7477,30.0,20.0,20,530.0,70.88,0.0027,24.69,0.7513589611274494,1.0,20.0,1.0,1.0,1.0
Halfdays,Bodily,163,,,0,0.0,0.0,0.0,20.46,0.6960135470263176,2.0,20.0,3.0,2.5,2.0
Halfdays,Snuggle Me Organic,51,,,0,0.0,0.0,0.0,17.3,0.5027429722295981,3.0,20.0,4.0,3.5,3.0
Halfdays,Liquid I.V.,3899,35.0,0.0,7,35.0,8.98,0.0018,15.0,0.4028587031127098,5.0,20.0,2.0,3.5,4.0
Halfdays,Monica & Andy Inc.,135,,,0,0.0,0.0,0.0,15.62,0.44882039669139945,4.0,20.0,5.0,4.5,5.0
Halfdays,Lalo,65,,,0,0.0,0.0,0.0,13.96,0.2999133270875397,6.0,20.0,6.0,6.0,6.0
Halfdays,NOMAD Grills,781,,,0,0.0,0.0,0.0,150.0,0.0,7.0,20.0,7.0,7.0,7.0
jane iredale,Divi,129,50.0,0.0,3,100.0,775.19,0.0233,39.29,1.0,1.0,21.0,1.0,1.0,1.0
jane iredale,Dagne Dover,425,30.0,20.0,5,110.0,258.82,0.0118,24.69,0.7513589611274494,4.0,21.0,4.0,4.0,2.0
jane iredale,Vegamour,6259,50.0,3.0,10,220.0,35.15,0.0016,26.28,0.9013331596535089,2.0,21.0,8.0,5.0,3.0
jane iredale,Caden Lane,4399,32.0,20.0,4,104.0,23.64,0.0009,26.02,0.8495749019293491,3.0,21.0,9.0,6.0,4.0
jane iredale,Monica & Andy Inc.,153,45.0,10.0,1,20.0,130.72,0.0065,15.62,0.44882039669139945,7.0,21.0,5.0,6.0,5.0
jane iredale,Lalo,55,20.0,10.0,2,20.0,363.64,0.0364,13.96,0.2999133270875397,10.0,21.0,2.0,6.0,6.0
jane iredale,Lunya,4181,150.0,75.0,72,1125.0,269.07,0.0172,13.27,0.20306010490929405,11.0,21.0,3.0,7.0,7.0
jane iredale,Liquid I.V.,2901,35.0,0.0,4,105.0,36.19,0.0014,15.0,0.4028587031127098,8.0,21.0,7.0,7.5,8.0
jane iredale,Posh Peanut,52,,,0,0.0,0.0,0.0,19.76,0.6014549025305485,5.0,21.0,11.0,8.0,9.0
jane iredale,Snuggle Me Organic,152,,,0,0.0,0.0,0.0,17.3,0.5027429722295981,6.0,21.0,12.0,9.0,10.0
jane iredale,NOMAD Grills,1398,270.0,150.0,1,150.0,107.3,0.0007,150.0,0.0,14.0,21.0,6.0,10.0,11.0
jane iredale,Solly Baby,58,,,0,0.0,0.0,0.0,14.86,0.35171166477121857,9.0,21.0,13.0,11.0,12.0
jane iredale,BlendJet,4992,10.0,5.0,2,20.0,4.01,0.0004,7.38,0.10240930656660041,12.0,21.0,10.0,11.0,13.0
jane iredale,Newton Baby,145,,,0,0.0,0.0,0.0,2.61,0.0017084082745076428,13.0,21.0,14.0,13.5,14.0
Newton Baby,Nanit,3639,50.0,25.0,25,975.0,267.93,0.0069,36.3,0.9483018622151193,2.0,22.0,1.0,1.5,1.0
Newton Baby,Caden Lane,14495,32.0,20.0,118,3228.0,222.7,0.0081,26.02,0.8495749019293491,3.0,22.0,2.0,2.5,2.0
Newton Baby,Divi,422,50.0,0.0,1,50.0,118.48,0.0024,39.29,1.0,1.0,22.0,7.0,4.0,3.0
Newton Baby,Bodily,937,35.0,12.0,12,202.0,215.58,0.0128,20.46,0.6960135470263176,6.0,22.0,3.0,4.5,4.0
Newton Baby,Gathre,280,20.0,20.0,3,60.0,214.29,0.0107,20.43,0.6508183826734336,7.0,22.0,4.0,5.5,5.0
Newton Baby,Dagne Dover,1790,30.0,20.0,4,100.0,55.87,0.0022,24.69,0.7513589611274494,5.0,22.0,9.0,7.0,6.0
Newton Baby,HATCH,402,40.0,10.0,4,70.0,174.13,0.01,18.41,0.5486946458184078,9.0,22.0,5.0,7.0,7.0
Newton Baby,Tula Skincare,569,50.0,0.0,1,0.0,0.0,0.0018,25.86,0.8022404697371255,4.0,22.0,12.0,8.0,8.0
Newton Baby,Monica & Andy Inc.,453,45.0,10.0,2,55.0,121.41,0.0044,15.62,0.44882039669139945,11.0,22.0,6.0,8.5,9.0
Newton Baby,Posh Peanut,251,,,0,0.0,0.0,0.0,19.76,0.6014549025305485,8.0,22.0,13.0,10.5,10.0
Newton Baby,Snuggle Me Organic,6795,20.0,10.0,11,210.0,30.91,0.0016,17.3,0.5027429722295981,10.0,22.0,11.0,10.5,11.0
Newton Baby,Tushbaby,309,18.0,5.0,1,18.0,58.25,0.0032,13.94,0.2529245845461697,13.0,22.0,8.0,10.5,12.0
Newton Baby,Solly Baby,579,18.0,12.0,2,24.0,41.45,0.0035,14.86,0.35171166477121857,12.0,22.0,10.0,11.0,13.0
Newton Baby,Lunya,459,150.0,75.0,2,0.0,0.0,0.0044,13.27,0.20306010490929405,14.0,22.0,14.0,14.0,14.0
Newton Baby,Kate Quinn,51,,,0,0.0,0.0,0.0,12.86,0.15288500558614435,15.0,22.0,15.0,15.0,15.0
Newton Baby,BlendJet,261,,,0,0.0,0.0,0.0,7.38,0.10240930656660041,16.0,22.0,16.0,16.0,16.0
Newton Baby,Dreamland Baby,526,,,0,0.0,0.0,0.0,6.82,0.05111196837691195,17.0,22.0,17.0,17.0,17.0
Newton Baby,NOMAD Grills,212,,,0,0.0,0.0,0.0,150.0,0.0,18.0,22.0,18.0,18.0,18.0
Nood,Vegamour,1686,50.0,5.0,4,110.0,65.24,0.0024,26.28,0.9013331596535089,2.0,23.0,1.0,1.5,1.0
Nood,Divi,91,,,0,0.0,0.0,0.0,39.29,1.0,1.0,23.0,5.0,3.0,2.0
Nood,Caden Lane,995,32.0,20.0,2,52.0,52.26,0.002,26.02,0.8495749019293491,3.0,23.0,3.0,3.0,3.0
Nood,Dagne Dover,364,30.0,20.0,1,20.0,54.95,0.0027,24.69,0.7513589611274494,5.0,23.0,2.0,3.5,4.0
Nood,Tula Skincare,391,,,0,0.0,0.0,0.0,25.86,0.8022404697371255,4.0,23.0,6.0,5.0,5.0
Nood,Liquid I.V.,3553,35.0,0.0,2,70.0,19.7,0.0006,15.0,0.4028587031127098,7.0,23.0,4.0,5.5,6.0
Nood,Posh Peanut,87,,,0,0.0,0.0,0.0,19.76,0.6014549025305485,6.0,23.0,7.0,6.5,7.0
Nood,Lunya,1857,150.0,75.0,1,0.0,0.0,0.0005,13.27,0.20306010490929405,8.0,23.0,8.0,8.0,8.0
Mario Badescu Skin Care,Divi,2446,50.0,0.0,3,150.0,61.32,0.0012,39.29,1.0,1.0,24.0,1.0,1.0,1.0
Mario Badescu Skin Care,Caden Lane,824,,,0,0.0,0.0,0.0,26.02,0.8495749019293491,2.0,24.0,3.0,2.5,2.0
Mario Badescu Skin Care,Dagne Dover,454,30.0,20.0,1,20.0,44.05,0.0022,24.69,0.7513589611274494,3.0,24.0,2.0,2.5,3.0
Mario Badescu Skin Care,Snuggle Me Organic,204,,,0,0.0,0.0,0.0,17.3,0.5027429722295981,4.0,24.0,4.0,4.0,4.0
Mario Badescu Skin Care,Monica & Andy Inc.,129,,,0,0.0,0.0,0.0,15.62,0.44882039669139945,5.0,24.0,5.0,5.0,5.0
Mario Badescu Skin Care,Liquid I.V.,5074,35.0,0.0,1,0.0,0.0,0.0002,15.0,0.4028587031127098,6.0,24.0,6.0,6.0,6.0
Mario Badescu Skin Care,Lunya,3433,150.0,75.0,2,0.0,0.0,0.0006,13.27,0.20306010490929405,7.0,24.0,7.0,7.0,7.0
Mario Badescu Skin Care,BlendJet,1125,,,0,0.0,0.0,0.0,7.38,0.10240930656660041,8.0,24.0,8.0,8.0,8.0
Mario Badescu Skin Care,Newton Baby,79,,,0,0.0,0.0,0.0,2.61,0.0017084082745076428,9.0,24.0,9.0,9.0,9.0
Mario Badescu Skin Care,Moonglow,113,,,0,0.0,0.0,0.0,17.862578973758982,0.0,10.0,24.0,10.0,10.0,10.0
Mario Badescu Skin Care,Yana Sleep,1980,,,0,0.0,0.0,0.0,17.862578973758982,0.0,11.0,24.0,11.0,11.0,11.0
Mario Badescu Skin Care,NOMAD Grills,1191,,,0,0.0,0.0,0.0,150.0,0.0,12.0,24.0,12.0,12.0,12.0
Coterie,Nanit,5356,50.0,25.0,16,625.0,116.69,0.003,36.3,0.9483018622151193,1.0,25.0,3.0,2.0,1.0
Coterie,Bodily,4213,35.0,12.0,37,744.0,176.6,0.0088,20.46,0.6960135470263176,5.0,25.0,1.0,3.0,2.0
Coterie,Caden Lane,9456,32.0,20.0,35,936.0,98.98,0.0037,26.02,0.8495749019293491,3.0,25.0,5.0,4.0,3.0
Coterie,Dagne Dover,1370,30.0,20.0,4,100.0,72.99,0.0029,24.69,0.7513589611274494,4.0,25.0,6.0,5.0,4.0
Coterie,Monica & Andy Inc.,1374,45.0,10.0,7,175.0,127.37,0.0051,15.62,0.44882039669139945,9.0,25.0,2.0,5.5,5.0
Coterie,Solly Baby,515,18.0,12.0,4,60.0,116.5,0.0078,14.86,0.35171166477121857,10.0,25.0,4.0,7.0,6.0
Coterie,Vegamour,99,,,0,0.0,0.0,0.0,26.28,0.9013331596535089,2.0,25.0,13.0,7.5,7.0
Coterie,Gathre,538,20.0,20.0,1,20.0,37.17,0.0019,20.43,0.6508183826734336,6.0,25.0,9.0,7.5,8.0
Coterie,Snuggle Me Organic,2620,20.0,10.0,2,30.0,11.45,0.0008,17.3,0.5027429722295981,8.0,25.0,11.0,9.5,9.0
Coterie,Lalo,2101,20.0,10.0,7,80.0,38.08,0.0033,13.96,0.2999133270875397,11.0,25.0,8.0,9.5,10.0
Coterie,Tushbaby,440,18.0,5.0,1,18.0,40.91,0.0023,13.94,0.2529245845461697,12.0,25.0,7.0,9.5,11.0
Coterie,Posh Peanut,516,20.0,0.0,1,0.0,0.0,0.0019,19.76,0.6014549025305485,7.0,25.0,14.0,10.5,12.0
Coterie,Dreamland Baby,1635,40.0,0.0,3,40.0,24.46,0.0018,6.82,0.05111196837691195,15.0,25.0,10.0,12.5,13.0
Coterie,Lunya,259,,,0,0.0,0.0,0.0,13.27,0.20306010490929405,13.0,25.0,15.0,14.0,14.0
Coterie,Newton Baby,2586,3.0,0.0,3,9.0,3.48,0.0012,2.61,0.0017084082745076428,16.0,25.0,12.0,14.0,15.0
Coterie,Kate Quinn,125,,,0,0.0,0.0,0.0,12.86,0.15288500558614435,14.0,25.0,16.0,15.0,16.0
Coterie,NOMAD Grills,724,,,0,0.0,0.0,0.0,150.0,0.0,17.0,25.0,17.0,17.0,17.0
Ritual Zero Proof,Caden Lane,1344,32.0,20.0,1,32.0,23.81,0.0007,26.02,0.8495749019293491,2.0,26.0,2.0,2.0,1.0
Ritual Zero Proof,Vegamour,170,,,0,0.0,0.0,0.0,26.28,0.9013331596535089,1.0,26.0,4.0,2.5,2.0
Ritual Zero Proof,Liquid I.V.,5622,35.0,0.0,5,140.0,24.9,0.0009,15.0,0.4028587031127098,6.0,26.0,1.0,3.5,3.0
Ritual Zero Proof,Tula Skincare,56,,,0,0.0,0.0,0.0,25.86,0.8022404697371255,3.0,26.0,5.0,4.0,4.0
Ritual Zero Proof,Dagne Dover,399,,,0,0.0,0.0,0.0,24.69,0.7513589611274494,4.0,26.0,6.0,5.0,5.0
Ritual Zero Proof,BlendJet,2282,10.0,5.0,3,20.0,8.76,0.0013,7.38,0.10240930656660041,8.0,26.0,3.0,5.5,6.0
Ritual Zero Proof,Snuggle Me Organic,77,,,0,0.0,0.0,0.0,17.3,0.5027429722295981,5.0,26.0,7.0,6.0,7.0
Ritual Zero Proof,Lalo,171,,,0,0.0,0.0,0.0,13.96,0.2999133270875397,7.0,26.0,8.0,7.5,8.0
Ritual Zero Proof,NOMAD Grills,3600,,,0,0.0,0.0,0.0,150.0,0.0,9.0,26.0,9.0,9.0,9.0
Bodily,Nanit,1680,50.0,25.0,18,600.0,357.14,0.0107,36.3,0.9483018622151193,2.0,27.0,1.0,1.5,1.0
Bodily,Caden Lane,10368,32.0,20.0,125,3396.0,327.55,0.0121,26.02,0.8495749019293491,4.0,27.0,2.0,3.0,2.0
Bodily,Gathre,429,20.0,20.0,3,60.0,139.86,0.007,20.43,0.6508183826734336,6.0,27.0,4.0,5.0,3.0
Bodily,Divi,53,50.0,0.0,1,0.0,0.0,0.0189,39.29,1.0,1.0,27.0,12.0,6.5,4.0
Bodily,Snuggle Me Organic,3656,20.0,10.0,22,400.0,109.41,0.006,17.3,0.5027429722295981,7.0,27.0,6.0,6.5,5.0
Bodily,Monica & Andy Inc.,2380,45.0,10.0,19,295.0,123.95,0.008,15.62,0.44882039669139945,8.0,27.0,5.0,6.5,6.0
Bodily,Solly Baby,1434,18.0,12.0,15,216.0,150.63,0.0105,14.86,0.35171166477121857,10.0,27.0,3.0,6.5,7.0
Bodily,Dagne Dover,3437,30.0,20.0,9,190.0,55.28,0.0026,24.69,0.7513589611274494,5.0,27.0,10.0,7.5,8.0
Bodily,Vegamour,172,,,0,0.0,0.0,0.0,26.28,0.9013331596535089,3.0,27.0,13.0,8.0,9.0
Bodily,Lalo,1050,20.0,10.0,7,80.0,76.19,0.0067,13.96,0.2999133270875397,11.0,27.0,8.0,9.5,10.0
Bodily,Tushbaby,282,18.0,5.0,1,18.0,63.83,0.0035,13.94,0.2529245845461697,12.0,27.0,9.0,10.5,11.0
Bodily,Dreamland Baby,401,40.0,0.0,3,40.0,99.75,0.0075,6.82,0.05111196837691195,15.0,27.0,7.0,11.0,12.0
Bodily,Liquid I.V.,57,,,0,0.0,0.0,0.0,15.0,0.4028587031127098,9.0,27.0,14.0,11.5,13.0
Bodily,Newton Baby,2107,3.0,0.0,14,39.0,18.51,0.0066,2.61,0.0017084082745076428,16.0,27.0,11.0,13.5,14.0
Bodily,Lunya,236,150.0,75.0,1,0.0,0.0,0.0042,13.27,0.20306010490929405,13.0,27.0,15.0,14.0,15.0
Bodily,Kate Quinn,207,,,0,0.0,0.0,0.0,12.86,0.15288500558614435,14.0,27.0,16.0,15.0,16.0
Bodily,NOMAD Grills,413,,,0,0.0,0.0,0.0,150.0,0.0,17.0,27.0,17.0,17.0,17.0
Divi,Caden Lane,4829,32.0,20.0,19,496.0,102.71,0.0039,26.02,0.8495749019293491,1.0,28.0,1.0,1.0,1.0
Divi,Tula Skincare,5125,50.0,0.0,6,250.0,48.78,0.0012,25.86,0.8022404697371255,2.0,28.0,3.0,2.5,2.0
Divi,Dagne Dover,827,30.0,20.0,3,80.0,96.74,0.0036,24.69,0.7513589611274494,3.0,28.0,2.0,2.5,3.0
Divi,Posh Peanut,54,,,0,0.0,0.0,0.0,19.76,0.6014549025305485,4.0,28.0,5.0,4.5,4.0
Divi,Snuggle Me Organic,1337,20.0,10.0,3,50.0,37.4,0.0022,17.3,0.5027429722295981,6.0,28.0,4.0,5.0,5.0
Divi,HATCH,64,,,0,0.0,0.0,0.0,18.41,0.5486946458184078,5.0,28.0,6.0,5.5,6.0
Divi,Monica & Andy Inc.,123,,,0,0.0,0.0,0.0,15.62,0.44882039669139945,7.0,28.0,7.0,7.0,7.0
Divi,Liquid I.V.,4714,35.0,0.0,3,0.0,0.0,0.0006,15.0,0.4028587031127098,8.0,28.0,8.0,8.0,8.0
Divi,Solly Baby,187,,,0,0.0,0.0,0.0,14.86,0.35171166477121857,9.0,28.0,9.0,9.0,9.0
Divi,Lalo,91,,,0,0.0,0.0,0.0,13.96,0.2999133270875397,10.0,28.0,10.0,10.0,10.0
Divi,Tushbaby,71,,,0,0.0,0.0,0.0,13.94,0.2529245845461697,11.0,28.0,11.0,11.0,11.0
Divi,Lunya,902,150.0,75.0,2,0.0,0.0,0.0022,13.27,0.20306010490929405,12.0,28.0,12.0,12.0,12.0
Divi,Dreamland Baby,465,40.0,0.0,1,0.0,0.0,0.0022,6.82,0.05111196837691195,13.0,28.0,13.0,13.0,13.0
Divi,Newton Baby,663,,,0,0.0,0.0,0.0,2.61,0.0017084082745076428,14.0,28.0,14.0,14.0,14.0
Dropps,Vegamour,1086,50.0,3.0,3,100.0,92.08,0.0028,26.28,0.9013331596535089,1.0,29.0,2.0,1.5,1.0
Dropps,Caden Lane,813,,,0,0.0,0.0,0.0,26.02,0.8495749019293491,2.0,29.0,3.0,2.5,2.0
Dropps,Bodily,64,35.0,12.0,1,12.0,187.5,0.0156,20.46,0.6960135470263176,5.0,29.0,1.0,3.0,3.0
Dropps,Tula Skincare,453,,,0,0.0,0.0,0.0,25.86,0.8022404697371255,3.0,29.0,4.0,3.5,4.0
Dropps,Dagne Dover,199,,,0,0.0,0.0,0.0,24.69,0.7513589611274494,4.0,29.0,5.0,4.5,5.0
Dropps,Gathre,71,,,0,0.0,0.0,0.0,20.43,0.6508183826734336,6.0,29.0,6.0,6.0,6.0
Dropps,Snuggle Me Organic,178,,,0,0.0,0.0,0.0,17.3,0.5027429722295981,7.0,29.0,7.0,7.0,7.0
Dropps,Monica & Andy Inc.,130,,,0,0.0,0.0,0.0,15.62,0.44882039669139945,8.0,29.0,8.0,8.0,8.0
Dropps,Liquid I.V.,2012,35.0,0.0,1,0.0,0.0,0.0005,15.0,0.4028587031127098,9.0,29.0,9.0,9.0,9.0
Dropps,Solly Baby,53,,,0,0.0,0.0,0.0,14.86,0.35171166477121857,10.0,29.0,10.0,10.0,10.0
Dropps,Lunya,3309,150.0,75.0,3,0.0,0.0,0.0009,13.27,0.20306010490929405,11.0,29.0,11.0,11.0,11.0
Dropps,BlendJet,412,,,0,0.0,0.0,0.0,7.38,0.10240930656660041,12.0,29.0,12.0,12.0,12.0
Dropps,Newton Baby,163,,,0,0.0,0.0,0.0,2.61,0.0017084082745076428,13.0,29.0,13.0,13.0,13.0
Dropps,NOMAD Grills,6839,,,0,0.0,0.0,0.0,150.0,0.0,14.0,29.0,14.0,14.0,14.0
Snuggle Me Organic,Divi,851,50.0,0.0,2,100.0,117.51,0.0024,39.29,1.0,1.0,30.0,2.0,1.5,1.0
Snuggle Me Organic,HATCH,1589,40.0,10.0,10,190.0,119.57,0.0063,18.41,0.5486946458184078,6.0,30.0,1.0,3.5,2.0
Snuggle Me Organic,Dagne Dover,2727,30.0,20.0,12,290.0,106.34,0.0044,24.69,0.7513589611274494,4.0,30.0,4.0,4.0,3.0
Snuggle Me Organic,Bodily,3836,35.0,12.0,19,436.0,113.66,0.005,20.46,0.6960135470263176,5.0,30.0,3.0,4.0,4.0
Snuggle Me Organic,Vegamour,693,50.0,5.0,1,5.0,7.22,0.0014,26.28,0.9013331596535089,2.0,30.0,8.0,5.0,5.0
Snuggle Me Organic,Tula Skincare,1728,,,0,0.0,0.0,0.0,25.86,0.8022404697371255,3.0,30.0,9.0,6.0,6.0
Snuggle Me Organic,Liquid I.V.,2106,35.0,0.0,1,35.0,16.62,0.0005,15.0,0.4028587031127098,7.0,30.0,6.0,6.5,7.0
Snuggle Me Organic,Kate Quinn,628,30.0,0.0,2,30.0,47.77,0.0032,12.86,0.15288500558614435,9.0,30.0,5.0,7.0,8.0
Snuggle Me Organic,Lunya,819,150.0,75.0,3,0.0,0.0,0.0037,13.27,0.20306010490929405,8.0,30.0,10.0,9.0,9.0
Snuggle Me Organic,Newton Baby,5483,3.0,0.0,20,54.0,9.85,0.0036,2.61,0.0017084082745076428,11.0,30.0,7.0,9.0,10.0
Snuggle Me Organic,BlendJet,488,,,0,0.0,0.0,0.0,7.38,0.10240930656660041,10.0,30.0,11.0,10.5,11.0
Snuggle Me Organic,NOMAD Grills,346,,,0,0.0,0.0,0.0,150.0,0.0,12.0,30.0,12.0,12.0,12.0
Le Mini Macaron,Divi,169,,,0,0.0,0.0,0.0,39.29,1.0,1.0,31.0,4.0,2.5,1.0
Le Mini Macaron,Vegamour,2459,50.0,5.0,3,15.0,6.1,0.0012,26.28,0.9013331596535089,2.0,31.0,3.0,2.5,2.0
Le Mini Macaron,Dagne Dover,625,30.0,20.0,1,30.0,48.0,0.0016,24.69,0.7513589611274494,4.0,31.0,1.0,2.5,3.0
Le Mini Macaron,Tula Skincare,999,50.0,0.0,1,0.0,0.0,0.001,25.86,0.8022404697371255,3.0,31.0,5.0,4.0,4.0
Le Mini Macaron,Liquid I.V.,2502,35.0,0.0,3,35.0,13.99,0.0012,15.0,0.4028587031127098,6.0,31.0,2.0,4.0,5.0
Le Mini Macaron,Snuggle Me Organic,192,,,0,0.0,0.0,0.0,17.3,0.5027429722295981,5.0,31.0,6.0,5.5,6.0
Le Mini Macaron,Solly Baby,62,,,0,0.0,0.0,0.0,14.86,0.35171166477121857,7.0,31.0,7.0,7.0,7.0
Le Mini Macaron,Tushbaby,95,,,0,0.0,0.0,0.0,13.94,0.2529245845461697,8.0,31.0,8.0,8.0,8.0
